timeTick, stateX, stateY, stateVX, stateVY, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, accx, accy, accz, KFwhisker1, KFwhisker2, Position X, Position Y, yaw
4060, 0.002175611676648259, 0.00039686544914729893, 0.009514828212559223, 0.001865817466750741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4080, 0.0018127497751265764, 0.0004020516062155366, 0.007954105734825134, 0.0019394538830965757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03935715928673744, 235.0, 0.05494893714785576, 0.012969603762030602, 0.9976133704185486, 0.0, 0.0, 0, 0, 0
4100, 0.002628454938530922, 9.94547826849157e-06, 0.011590583249926567, 0.00014277666923590004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04090612009167671, 235.0, 0.05416205897927284, 0.012302984483540058, 0.9987198114395142, 0.0, 0.0, 0, 0, 0
4120, 0.002264595590531826, 0.0004033409641124308, 0.00987317692488432, 0.0017651848029345274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.041385769844055176, 235.0, 0.053478967398405075, 0.011870854534208775, 0.9972396492958069, 0.0, 0.0, 0, 0, 0
4140, 0.0024899498093873262, 1.851115666795522e-05, 0.01063351146876812, 9.202944784192368e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0412653349339962, 238.0, 0.056178513914346695, 0.014023084193468094, 0.9989306330680847, 0.0, 0.0, 0, 0, 0
4160, 0.0021416647359728813, 0.00039008684689179063, 0.00906636193394661, 0.0017986239399760962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.044413235038518906, 238.0, 0.05369299277663231, 0.013092259876430035, 1.0017054080963135, 0.0, 0.0, 0, 0, 0
4180, 0.002206731354817748, 0.0007827702211216092, 0.009335264563560486, 0.003473682329058647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04475844278931618, 238.0, 0.05239382013678551, 0.0178760327398777, 0.997918426990509, 0.0, 0.0, 0, 0, 0
4200, 0.0024005663581192493, 0.0008616508566774428, 0.010276958346366882, 0.004095069132745266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04972154647111893, 235.0, 0.052087362855672836, 0.005628171842545271, 0.9962689876556396, 0.0, 0.0, 0, 0, 0
4220, 0.0019691893830895424, 0.0008662525215186179, 0.008024664595723152, 0.00440472736954689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.042536236345767975, 235.0, 0.052841201424598694, 0.013200775720179081, 1.004797339439392, 0.0, 0.0, 0, 0, 0
4240, 0.0018299320945516229, 0.0007802008767612278, 0.007384663913398981, 0.004035497549921274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04665612801909447, 235.0, 0.05649586394429207, 0.016365239396691322, 0.9962925314903259, 0.0, 0.0, 0, 0, 0
4260, 0.0019836712162941694, 0.0008675390854477882, 0.008091897703707218, 0.004718339070677757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04193999990820885, 235.0, 0.05977378785610199, 0.00699782045558095, 0.9988759160041809, 0.0, 0.0, 0, 0, 0
4280, 0.002164967590942979, 0.0003877150302287191, 0.00901601929217577, 0.0023232633247971535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.034521009773015976, 235.0, 0.051859356462955475, 0.019650524482131004, 0.9971343874931335, 0.0, 0.0, 0, 0, 0
