timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, laserFront
6252, -0.0021468454506248236, 0.000288509763777256, 0.006319747772067785, -0.004766807425767183, 0.008603926748037338, -0.0015815262449905276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6272, -0.002144107362255454, 7.002374331932515e-05, 0.006292344536632299, -0.004688388202339411, 0.007557901553809643, -0.0014831258449703455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14054174721240997, 0.0
6292, -0.0019595702178776264, -8.451777830487117e-05, 0.006266977172344923, -0.0035724379122257233, 0.006807548925280571, -0.001369104371406138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14214882254600525, 0.0
6312, -0.002194267464801669, -7.704478048253804e-05, 0.0061323679983615875, -0.004461398348212242, 0.007021315861493349, -0.0020685370545834303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14440865814685822, 0.0
6332, -0.001510036876425147, -7.557860226370394e-05, 0.006095071788877249, -0.0005574930110014975, 0.007404519245028496, -0.0023300405591726303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14428800344467163, 0.0
6352, -0.002200982067734003, 0.0005983394221402705, 0.006824778392910957, -0.004189647734165192, 0.010887728072702885, 0.0012385222362354398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14578986167907715, 0.0
6372, -0.0020122488494962454, -5.347428668756038e-06, 0.0068607330322265625, -0.0030674526933580637, 0.007720055524259806, 0.0014530735788866878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14437855780124664, 0.0
6392, -0.0022706277668476105, 0.0004587083822116256, 0.007350109051913023, -0.004366845823824406, 0.009995740838348866, 0.0035923528485000134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14458563923835754, 0.0
6412, -0.00012755338684655726, 0.0017448877915740013, 0.007426672615110874, 0.007452203426510096, 0.01642351597547531, 0.0036961943842470646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14070264995098114, 0.0
6432, -0.002348588313907385, 0.0005279600154608488, 0.008151082322001457, -0.004528531339019537, 0.009895055554807186, 0.006443184334784746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15084123611450195, 0.0
6452, -0.0023637800477445126, 6.641341315116733e-05, 0.008285930380225182, -0.004740086384117603, 0.007480275351554155, 0.006596253253519535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15472595393657684, 0.0
6472, -0.0023488446604460478, 0.000971226196270436, 0.00870095007121563, -0.004522884730249643, 0.0123055474832654, 0.008033828809857368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15067461133003235, 0.0
6492, -0.0016697357641533017, 0.0007408447563648224, 0.008877248503267765, -0.0006110657122917473, 0.010585970245301723, 0.008440311998128891, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15035836398601532, 0.0
6512, -0.0003431302320677787, 0.0014096256345510483, 0.009427773766219616, 0.006473589222878218, 0.014751216396689415, 0.01036807894706726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15170076489448547, 0.0
6532, -0.0014855933841317892, 0.0009589045657776296, 0.009675613604485989, -0.0001571052853250876, 0.0116439713165164, 0.011350953951478004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1501842886209488, 0.0
6552, -0.001240338897332549, 0.0007319768774323165, 0.00879963394254446, 0.0008987814653664827, 0.010190858505666256, 0.004845165181905031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1501091867685318, 0.0
6572, -0.00036566072958521545, 0.0017983693396672606, 0.008904142305254936, 0.005801065359264612, 0.015376892872154713, 0.0048452760092914104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15084704756736755, 0.0
6592, -0.0012409294722601771, 0.0005059270188212395, 0.009062019176781178, 0.0009496366255916655, 0.00893409177660942, 0.005425224546343088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.151328444480896, 0.0
6612, -0.00040789131890051067, 0.0013471860438585281, 0.00957061629742384, 0.005204259417951107, 0.013064987026154995, 0.007032663095742464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14991995692253113, 0.0
6632, -0.00042305930401198566, 0.001357783330604434, 0.00975993275642395, 0.0050371442921459675, 0.013052701950073242, 0.0075537580996751785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15041407942771912, 0.0
6652, -0.0012949525844305754, 0.0009539599996060133, 0.009989841841161251, -1.9812359823845327e-05, 0.01030008029192686, 0.007287205662578344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15255020558834076, 0.0
6672, -0.002373074647039175, 0.00034161846269853413, 0.010149146430194378, -0.005725927650928497, 0.006876649335026741, 0.007951406762003899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15297332406044006, 0.0
6692, -0.0023681027814745903, 0.0007806458161212504, 0.009408650919795036, -0.005380372516810894, 0.009363308548927307, 0.0027957456186413765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15422700345516205, 0.0
