timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, preprocesswhisker1_1, preprocesswhisker1_2, preprocesswhisker1_3, preprocesswhisker2_1, preprocesswhisker2_2, preprocesswhisker2_3, roll, pitch
8373, 0.0018540882738307118, -0.0005637573776766658, 0.000106716928712558, 0.0077538443729281425, -0.0006390464841388166, 0.0010578831424936652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8393, 0.001747742760926485, -0.0005556977121159434, 0.00013612523616757244, 0.007125490345060825, -0.0002604187175165862, 0.0009779288666322827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08086962252855301, 3.0310795307159424
8413, 0.0018966977950185537, -0.000560606480576098, 0.00016000207688193768, 0.007825140841305256, -0.0002622694300953299, 0.0013293045340105891, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08234331011772156, 3.080296754837036
8433, 0.002144448459148407, -0.0005498636164702475, 0.0001351205282844603, 0.00899802427738905, -5.723816866520792e-05, 0.0014585666358470917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08226443827152252, 3.0163145065307617
8453, 0.0023305732756853104, -0.0005529316258616745, 0.00016637315275147557, 0.009605120867490768, -0.00025330224889330566, 0.0016929085832089186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0800623968243599, 3.062634229660034
8473, 0.0028998448979109526, -0.0001795450662029907, 0.0005487425369210541, 0.011928090825676918, 0.001279071206226945, 0.003295720089226961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08014394342899323, 3.072138547897339
8493, 0.001746803056448698, -0.0005348831182345748, 0.000622166262473911, 0.006360826548188925, -0.0001735993573674932, 0.0035012708976864815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07680757343769073, 3.050553560256958
8513, 0.0027986657805740833, -0.00018310420273337513, 0.00041779494495131075, 0.011284459382295609, 0.0013802514877170324, 0.0022080906201153994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07711008191108704, 3.0712428092956543
8533, 0.001809540088288486, -0.00017159026174340397, 0.00046505103819072247, 0.006818021181970835, 0.002203573239967227, 0.001967184478417039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06381669640541077, 3.070939064025879
8553, 0.001963264774531126, -0.00012340753164608032, 0.0003064800112042576, 0.00786272156983614, 0.0024703422095626593, 0.0008659771992824972, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06610644608736038, 3.062483549118042
8573, 0.0026967062149196863, -0.00012029592471662909, 0.0003343548160046339, 0.011032446287572384, 0.0020398818887770176, 0.0016973111778497696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06466665118932724, 3.0561108589172363
8593, 0.0021947533823549747, -0.0005092414212413132, 0.0002227326185675338, 0.008944129571318626, 0.001232785638421774, 0.00014014102634973824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07314393669366837, 3.0937960147857666
8613, 0.0020777422469109297, -0.0005180988810025156, 0.00023909009178169072, 0.008052067831158638, -0.00046869745710864663, 0.0009338692761957645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08676283806562424, 3.038863182067871
8633, 0.0022563524544239044, -0.0005158804124221206, 0.00015608717512805015, 0.008754880167543888, 0.0005168688949197531, 0.0002497898240108043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09447174519300461, 3.0683083534240723
8653, 0.001802269951440394, -0.00020883712568320334, 0.0001753924007061869, 0.007295074872672558, 0.002169014187529683, 0.0009713678737170994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08170539885759354, 3.0468838214874268
8673, 0.002024388173595071, -0.0005760550848208368, 0.00019513566803652793, 0.008310863748192787, -0.00012562084884848446, 0.0008512103231623769, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09831122308969498, 3.0818283557891846
8693, 0.0016272643115371466, -0.0005858843214809895, 0.00013352792302612215, 0.0064733740873634815, 0.00023713968403171748, 0.0005055916262790561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09281565248966217, 3.0548248291015625
8713, 0.0017508267192170024, -0.0005772062577307224, 0.00014661533350590616, 0.006770540494471788, -6.215807661646977e-05, 0.0007878663018345833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09387310594320297, 3.0870349407196045
8733, 0.0026508404407650232, -0.0005702804774045944, 0.00010455592564539984, 0.010798146948218346, 8.994655217975378e-05, 0.000884505920112133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09423119574785233, 3.063079357147217
8753, 0.0016387313371524215, -0.00027658097678795457, 0.00012871332000941038, 0.005922309588640928, 0.0013095538597553968, 0.001050385762937367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0857793390750885, 3.0571722984313965
8773, 0.0032393792644143105, -0.0002780472277663648, 9.462748130317777e-05, 0.013058674521744251, 0.0013835023855790496, 0.0010257931426167488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08694940060377121, 3.0836665630340576
8793, 0.0016060721827670932, -0.0006333071505650878, 0.00012413671356625855, 0.005080652888864279, -0.00017703666526358575, 0.0007256059907376766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09183373302221298, 3.088557481765747
8813, 0.0019405382918193936, -0.0006203345255926251, 8.679151505930349e-05, 0.0065212612971663475, -1.3103366654831916e-05, 0.0004334852856118232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10226045548915863, 3.0845565795898438
