timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, laserFront
11506, 0.0038542142137885094, 0.001367820193991065, 0.018345249816775322, 0.003728989278897643, -0.0016871958505362272, -0.0010271716164425015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11525, 0.003896135138347745, 0.0016759166028350592, 0.01781608536839485, 0.004186667501926422, 0.00011044956045225263, -0.003993718884885311, 128883.375, 155702.109375, 93453.4765625, 133634.15625, 143331.828125, 107485.8984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14408262073993683, 0.0
11545, 0.0039831348694860935, 0.0016804442275315523, 0.01773146726191044, 0.004471997730433941, 0.00030471067293547094, -0.004392820410430431, 128880.203125, 155702.109375, 93454.6484375, 133634.15625, 143329.546875, 107487.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14368629455566406, 0.0
11565, 0.003931505139917135, 0.0016748291673138738, 0.01740441471338272, 0.0043310257606208324, 0.00026119736139662564, -0.005691035185009241, 128886.890625, 155704.0, 93457.796875, 133631.90625, 143334.09375, 107490.8359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14505884051322937, 0.0
11585, 0.003904232056811452, 0.0013600660022348166, 0.017288483679294586, 0.004197631496936083, -0.0010875005973502994, -0.006062678527086973, 128884.6640625, 155702.109375, 93459.7734375, 133628.5625, 143323.234375, 107491.5703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1460995078086853, 0.0
11605, 0.003930255770683289, 0.0016659833490848541, 0.017165299504995346, 0.004651190247386694, 0.0003022784076165408, -0.006160454358905554, 128892.296875, 155702.109375, 93464.53125, 133650.96875, 143326.78125, 107499.234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14721114933490753, 0.0
11625, 0.004280302207916975, 0.001671312376856804, 0.017376771196722984, 0.006212483625859022, 0.0004240524722263217, -0.004996694624423981, 128894.5234375, 155704.0, 93464.53125, 133642.5625, 143327.78125, 107492.9296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15369346737861633, 0.0
11645, 0.004537906497716904, 0.0016682635759934783, 0.01727348007261753, 0.007319728843867779, 0.0004932990414090455, -0.005219770595431328, 128886.890625, 155704.0, 93470.4609375, 133635.828125, 143331.828125, 107493.671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15403038263320923, 0.0
11665, 0.004517731722444296, 0.002000184962525964, 0.01625063642859459, 0.007267502136528492, 0.003005210543051362, -0.01049747969955206, 128897.3984375, 155702.109375, 93464.1640625, 133641.46875, 143330.84375, 107503.4296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15213479101657867, 0.0
11685, 0.003612171160057187, 0.0008736206800676882, 0.016053494065999985, 0.002627444453537464, -0.002460485091432929, -0.01013956405222416, 128905.671875, 155705.890625, 93465.703125, 133649.296875, 143328.5625, 107501.328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15340407192707062, 0.0
11705, 0.0036159672308713198, 0.0012003228766843677, 0.015860142186284065, 0.002401466015726328, -8.446922583971173e-05, -0.009947963058948517, 128901.2109375, 155704.0, 93469.65625, 133645.390625, 143337.65625, 107499.96875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1569940149784088, 0.0
11725, 0.003906459081918001, 0.0018043899908661842, 0.015652073547244072, 0.003906528931111097, 0.0027239827904850245, -0.010812481865286827, 128908.546875, 155702.109375, 93471.265625, 133645.953125, 143329.546875, 107503.4296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16111640632152557, 0.0
11745, 0.00443895161151886, 0.001779033918865025, 0.01482413150370121, 0.006146281026303768, 0.0028684772551059723, -0.014256124384701252, 128904.7265625, 155702.109375, 93478.375, 133652.125, 143329.0625, 107499.234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15719479322433472, 0.0
11765, 0.004168336745351553, 0.0012616484891623259, 0.0145393256098032, 0.004377143457531929, 0.00024871216737665236, -0.014173611998558044, 128904.0859375, 155704.0, 93476.3984375, 133651.546875, 143334.09375, 107502.6953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15611831843852997, 0.0
11785, 0.004379436373710632, 0.0014992747455835342, 0.015349282883107662, 0.005547600332647562, 0.0013560878578573465, -0.008800174109637737, 128910.1328125, 155705.890625, 93474.4140625, 133652.125, 143338.9375, 107503.4296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15879034996032715, 0.0
11805, 0.0041383192874491215, 0.0017412714660167694, 0.015170476399362087, 0.004397428594529629, 0.002349591813981533, -0.009145710617303848, 128916.8203125, 155702.109375, 93477.5703125, 133649.875, 143327.28125, 107506.15625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16056112945079803, 0.0
11825, 0.004106427542865276, 0.001738708815537393, 0.015763167291879654, 0.004043497145175934, 0.0022478271275758743, -0.004932289477437735, 128907.8984375, 155704.0, 93467.3125, 133645.953125, 143330.84375, 107501.328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16224588453769684, 0.0
11845, 0.004330572206526995, 0.0017481624381616712, 0.01566513441503048, 0.005498730111867189, 0.002393605187535286, -0.005133145023137331, 128919.046875, 155702.109375, 93479.546875, 133656.03125, 143341.71875, 107515.2890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16461531817913055, 0.0
11865, 0.004379866179078817, 0.0015192631399258971, 0.015724916011095047, 0.005761111155152321, 0.0008732351707294583, -0.004830128978937864, 128922.2265625, 155704.0, 93477.5703125, 133657.71875, 143333.109375, 107504.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1659875512123108, 0.0
11885, 0.0039007961750030518, 0.0015268741408362985, 0.01562691479921341, 0.0033465810120105743, 0.0010051026474684477, -0.005211725831031799, 128918.40625, 155704.0, 93480.3515625, 133659.953125, 143333.609375, 107505.53125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16407296061515808, 0.0
11905, 0.0038564992137253284, 0.0012780716642737389, 0.015519339591264725, 0.003433903679251671, 0.00011678269947879016, -0.005601768381893635, 128927.328125, 155709.6875, 93478.375, 133662.78125, 143337.171875, 107514.546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16486096382141113, 0.0
