timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, laserFront
6511, 0.0008023363770917058, 0.00034564360976219177, 0.000988071784377098, 0.007199490442872047, 0.005274638999253511, 0.001523528597317636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6531, -0.00047992056352086365, -0.0011484588030725718, 0.0006272682803682983, 5.9836522268597037e-05, -0.0031857644207775593, -0.0004348259826656431, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05352257192134857, 0.0
6551, 0.0013163493713364005, 0.00039446554728783667, 0.0006369082257151604, 0.00966805499047041, 0.005135010462254286, -0.00022915563022252172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05332580581307411, 0.0
6571, -0.00046045565977692604, -0.0011618074495345354, 0.0004007806710433215, -0.0005052511696703732, -0.0036844590213149786, -0.0018067253986373544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05423314496874809, 0.0
6591, 0.0012987875379621983, 0.0003728563024196774, 0.00036892713978886604, 0.009215635247528553, 0.00494654756039381, -0.00207762373611331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05512172728776932, 0.0
6611, 0.0006396024255082011, 0.00037078847526572645, 0.0005968667101114988, 0.004920555278658867, 0.004799527581781149, -0.000826510542538017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05470447614789009, 0.0
6631, -0.0004323309985920787, -0.00028756458777934313, 0.0006030842196196318, -0.0011685062199831009, 0.0009024335886351764, -0.00033878855174407363, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05933419615030289, 0.0
6651, 0.000906231754925102, 0.00039448303868994117, 0.00037814342067576945, 0.00652794586494565, 0.004627627786248922, -0.0013467983808368444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.060169827193021774, 0.0
6671, 0.0011980902636423707, 0.00044500757940113544, 0.00035197281977161765, 0.008072899654507637, 0.005143916234374046, -0.0014946890296414495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05818437039852142, 0.0
6691, -0.0004521713708527386, -0.00024542491883039474, 0.00021819910034537315, -0.0009864139137789607, 0.0015317845391109586, -0.0019838311709463596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05962599441409111, 0.0
6711, 0.001465773326344788, 0.0004736598930321634, 0.00018233268929179758, 0.009495890699326992, 0.005682025570422411, -0.0017962449928745627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06025472655892372, 0.0
6731, 0.0007904278463684022, -0.0010015965672209859, 0.00010305837349733338, 0.005220710299909115, -0.0031544871162623167, -0.0021482454612851143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06593707948923111, 0.0
6751, 0.0014927827287465334, 0.0004883962101303041, 6.485330959549174e-05, 0.009142599999904633, 0.005554541014134884, -0.002281362423673272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.060108475387096405, 0.0
6771, 0.0010619290405884385, 0.0005959992995485663, 3.175091478624381e-05, 0.006184411700814962, 0.00578593323007226, -0.0017610721988603473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.059233658015728, 0.0
6791, 0.0007998879300430417, 0.0002858692896552384, 3.1232582387019647e-06, 0.004951251205056906, 0.0050686560571193695, -0.0019772567320615053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05271642282605171, 0.0
6811, 0.0010041496716439724, 0.0005335854948498309, 9.118590241996571e-06, 0.005611706525087357, 0.006549191195517778, -0.0009290252928622067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.056844327598810196, 0.0
6831, 0.0014493721537292004, 0.0005315134767442942, 0.00038700635195709765, 0.008010988123714924, 0.006240485701709986, 0.0004506423429120332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.053496286273002625, 0.0
6851, 0.0014322780771180987, 0.0005373215535655618, 0.0004299221036490053, 0.008096824400126934, 0.00636828038841486, 0.00011578901467146352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05482974648475647, 0.0
6871, -0.0006679068319499493, -0.0006445631734095514, 0.00027799943927675486, -0.002892265561968088, 0.00018092745449393988, -0.00010864482464967296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.055544838309288025, 0.0
6891, -0.0004442887147888541, -0.0008938523242250085, 0.0003033843822777271, -0.001427267910912633, -0.0006027431809343398, 0.0002660314494278282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05876637250185013, 0.0
6911, 0.0006894948310218751, 0.0004812436818610877, 0.00020402057270985097, 0.004641483537852764, 0.0056354934349656105, -0.0007689511985518038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.059311360120773315, 0.0
6931, -0.000645435240585357, -0.0015250396681949496, 0.0001913944724947214, -0.002420255681499839, -0.005436470732092857, -0.001109034288674593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06104950234293938, 0.0
6951, 0.0006519720773212612, 0.00023928303562570363, 0.0005038430681452155, 0.004541275557130575, 0.0031916245352476835, 0.0006332899210974574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06184713914990425, 0.0
6971, 0.0012996860314160585, 2.9499737138394266e-05, 0.0005190849769860506, 0.007759416941553354, 0.001142472610808909, 0.0007836472941562533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06176106259226799, 0.0
6991, -0.00042866403236985207, -0.0010384664637967944, 0.00034939320175908506, -0.00142385670915246, -0.004745853133499622, 0.0004649169568438083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06452319771051407, 0.0
7011, 0.0008812016458250582, -0.000604768458288163, 0.0003903942124452442, 0.005259396508336067, -0.0013924053637310863, 0.001324994140304625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.062248025089502335, 0.0
7031, -0.0003833298687823117, -0.0006056700367480516, 0.00042776460759341717, -0.0014920840039849281, -0.00044532865285873413, 0.0019734364468604326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06264897435903549, 0.0
7051, -0.0003962077898904681, -0.0005986318574286997, 0.0007188651361502707, -0.001080171437934041, 0.0001673297956585884, 0.0036743904929608107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0625380352139473, 0.0
7071, 0.001260564778931439, 0.00022451780387200415, 0.0007950273575261235, 0.008327172137796879, 0.004770541563630104, 0.0033818765077739954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0626550242304802, 0.0
7091, 0.0010247158352285624, 0.00043474845006130636, 0.0013495753519237041, 0.007342612370848656, 0.005562916398048401, 0.005752295255661011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06525890529155731, 0.0
7111, 0.0006075777346268296, 0.00044411179260350764, 0.001467899652197957, 0.005199450999498367, 0.005328743252903223, 0.005360577255487442, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06398118287324905, 0.0
7131, 0.0008162549347616732, 0.00045227346708998084, 0.0013640905963256955, 0.005930354353040457, 0.004844484385102987, 0.003771170973777771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06728388369083405, 0.0
7151, 0.0006133084534667432, -0.0001419616601197049, 0.0014651153469458222, 0.00443216972053051, 0.0018109723459929228, 0.0037754832301288843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06552772969007492, 0.0
7171, 0.0006151871639303863, 0.0002561716828495264, 0.001348008750937879, 0.004175858106464148, 0.004669291898608208, 0.0029571272898465395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0684603601694107, 0.0
7191, 0.0006085836794227362, -0.00015028982306830585, 0.0014273847918957472, 0.0044870562851428986, 0.0030731025617569685, 0.0036286122631281614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06748464703559875, 0.0
7211, -0.00020969341858290136, -0.00033387955045327544, 0.0017041775863617659, 0.0001444122608518228, 0.0021305293776094913, 0.005130919162184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06668297201395035, 0.0
7231, 0.0007843853090889752, -0.0011375329922884703, 0.0018321110401302576, 0.006219958420842886, -0.002696763724088669, 0.005161838140338659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06757210195064545, 0.0
7251, 0.0005986456526443362, 0.0004513496533036232, 0.0012007716577500105, 0.004927121102809906, 0.005705014802515507, 0.0007042467477731407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06751269102096558, 0.0
7271, 0.0006986337248235941, 0.0005677705630660057, 0.0012178260367363691, 0.005132765043526888, 0.005716454703360796, 0.001258012605831027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06552043557167053, 0.0
