timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop
10750, 113872.3203125, 146372.15625, 91221.484375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10770, 113886.03125, 146371.265625, 91220.6953125, 114084.53125, 137623.640625, 95236.0625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10790, 113893.2265625, 146370.796875, 91225.8046875, 114080.890625, 137639.046875, 95242.0703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10810, 113903.3203125, 146382.796875, 91229.3359375, 114084.4140625, 137634.484375, 95244.828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10830, 113906.1953125, 146384.15625, 91239.5390625, 114099.65625, 137639.5625, 95259.3203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10850, 113912.6796875, 146391.078125, 91235.2265625, 114103.9765625, 137643.59375, 95261.328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10870, 113931.421875, 146409.515625, 91237.1875, 114114.1015625, 137647.625, 95262.5703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10890, 113935.03125, 146402.609375, 91250.53125, 114122.7421875, 137654.453125, 95266.0859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10910, 113941.5234375, 146415.96875, 91249.359375, 114122.0625, 137654.453125, 95270.5703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10930, 113950.875, 146427.5, 91250.53125, 114120.5859375, 137652.6875, 95279.3359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10950, 113953.0390625, 146420.109375, 91248.1796875, 114127.0625, 137657.765625, 95283.34375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10970, 113957.359375, 146427.5, 91252.5, 114141.515625, 137670.890625, 95283.34375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10990, 113965.296875, 146433.9375, 91249.359375, 114149.4765625, 137662.515625, 95293.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11010, 113968.8828125, 146438.546875, 91255.2421875, 114152.9921875, 137669.859375, 95295.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11030, 113984.7578125, 146449.140625, 91255.2421875, 114154.4765625, 137676.15625, 95299.84375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11050, 113989.828125, 146445.9375, 91253.28125, 114165.28125, 137678.953125, 95302.6015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11070, 113999.890625, 146450.078125, 91256.03125, 114158.6796875, 137673.171875, 95307.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11090, 113996.3125, 146456.53125, 91261.1328125, 114171.765625, 137682.984375, 95308.609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11110, 114005.671875, 146462.96875, 91260.3515625, 114177.5703125, 137687.546875, 95312.609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11130, 114013.609375, 146457.0, 91265.0625, 114174.609375, 137694.890625, 95321.8671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11150, 114017.9375, 146463.921875, 91265.0625, 114175.40625, 137691.578125, 95322.625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11170, 114026.5859375, 146476.8125, 91262.3125, 114186.890625, 137689.8125, 95329.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11190, 114028.75, 146479.109375, 91266.2421875, 114187.5703125, 137693.84375, 95321.3828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11210, 114033.0703125, 146471.3125, 91267.0234375, 114201.34375, 137692.09375, 95334.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
