timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop, yaw
8872, 0.0012434280943125486, -0.00020485135610215366, 0.001361002796329558, 0.005015649367123842, -0.0007256584358401597, -0.0016577503411099315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8892, 0.0016159586375579238, -0.00021049649512860924, 0.0019821159075945616, 0.0068448311649262905, -0.0008234191336669028, 0.0015571116236969829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10975037515163422
8912, 0.0011668788501992822, 0.0001457877951906994, 0.002017107792198658, 0.004774277564138174, 0.0006494360277429223, 0.0017131147906184196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1108255460858345
8932, 0.001890903920866549, 0.00014504161663353443, 0.0016326133627444506, 0.00798754021525383, 0.0007788612274453044, -0.0008952579810284078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11087560653686523
8952, 0.002059316262602806, 0.00016078681801445782, 0.0016133879544213414, 0.008834069594740868, 0.0007471098215319216, -0.00096358940936625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11231287568807602
8972, 0.0016973819583654404, -0.00020940217655152082, 0.0017503881826996803, 0.007055205758661032, -0.0008126648608595133, -0.00021362851839512587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11128666251897812
8992, 0.0017085636500269175, 0.0001570990716572851, 0.0017455315683037043, 0.006785273086279631, 0.0006525772623717785, -0.00029049787553958595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11226651817560196
9012, 0.0017346093663945794, -0.00021886179456487298, 0.0014660520246252418, 0.007055222988128662, -0.0009746408322826028, -0.0016206353902816772, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11155986785888672
9032, 0.0013754735700786114, -0.00021818770619574934, 0.0014320079935714602, 0.00543413870036602, -0.0011367412516847253, -0.001650890801101923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11661242693662643
9052, 0.0012611070415005088, -0.0002936834644060582, 0.0013997809728607535, 0.004803547635674477, -0.001161473453976214, -0.0015572741394862533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11913923919200897
