timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop, yaw
11964, -0.6937510371208191, 0.05647488310933113, 0.003383878618478775, 0.009672895073890686, 0.003844156162813306, 0.0019548176787793636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11984, -0.6970775723457336, 0.054075032472610474, 0.003720310516655445, -0.005770258605480194, -0.007415791042149067, 0.003747758222743869, 122416.8125, 151868.8125, 90085.2734375, 125097.625, 141008.265625, 101219.265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.090600609779358
12004, -0.6936765909194946, 0.056385476142168045, 0.0038403398357331753, 0.011290092952549458, 0.0039979624561965466, 0.004389478359371424, 122419.6875, 151871.546875, 90089.5078125, 125098.6015625, 141016.875, 101219.8125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0882494449615479
12024, -0.6964460015296936, 0.05473935604095459, 0.0036195088177919388, -0.002009171526879072, -0.003775847377255559, 0.0033775372430682182, 122416.625, 151870.6875, 90090.3125, 125097.0078125, 141019.140625, 101225.9765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0849950313568115
12044, -0.6967304944992065, 0.05446171388030052, 0.003686180803924799, -0.002840728498995304, -0.004971682094037533, 0.003518066368997097, 122416.625, 151877.171875, 90087.21875, 125095.4140625, 141021.421875, 101224.671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0823493003845215
12064, -0.6938232183456421, 0.05631721764802933, 0.003793158568441868, 0.010818556882441044, 0.003628985956311226, 0.00406515970826149, 122414.421875, 151873.421875, 90088.3671875, 125101.4375, 141015.09375, 101223.921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0797598361968994
12084, -0.6941880583763123, 0.05627835541963577, 0.004014997277408838, 0.009094517678022385, 0.0035643563605844975, 0.004788379650563002, 122422.5703125, 151875.734375, 90087.5625, 125095.4140625, 141015.09375, 101229.328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.076331615447998
12104, -0.693837583065033, 0.05631661415100098, 0.00410771369934082, 0.010392216965556145, 0.003745991736650467, 0.004707633517682552, 122424.7734375, 151877.59375, 90092.2578125, 125098.25, 141012.8125, 101227.28125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.073254942893982
12124, -0.6966581344604492, 0.054264310747385025, 0.0033412626944482327, -0.0028137064073234797, -0.005735709331929684, 0.0005002848920412362, 122424.1015625, 151871.546875, 90096.1484375, 125102.0625, 141018.640625, 101228.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.069546103477478
12144, -0.6938557028770447, 0.05630859360098839, 0.0033932444639503956, 0.010139171965420246, 0.004312462639063597, 0.0008980523562058806, 122424.7734375, 151880.34375, 90103.125, 125106.5, 141012.3125, 101226.7265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0622133016586304
12164, -0.6967410445213318, 0.05445713549852371, 0.0041052778251469135, -0.004023091401904821, -0.00458020344376564, 0.0038617216050624847, 122427.65625, 151878.03125, 90105.0703125, 125106.5, 141017.375, 101232.1328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0595777034759521
