timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop, yaw, laserFront
5361, 0.0020301248878240585, 0.0013768572825938463, -5.7882203691406175e-05, 0.01084787305444479, 0.006676434073597193, -0.0009052834357134998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5381, 0.00098768575116992, -0.0008851146558299661, -5.610261723631993e-05, 0.005491920746862888, -0.005209496710449457, -0.0009706087876111269, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013742264360189438, 0.0
5401, 0.0007260566926561296, -0.00013856969599146396, -4.3143503717146814e-05, 0.004129461944103241, -0.0013269382761791348, -0.0008409030851908028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014801060780882835, 0.0
5421, 0.0007540160440839827, 9.87254170468077e-05, -5.936740853940137e-05, 0.004461896140128374, -3.7795987736899406e-05, -0.0008949238108471036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015646398067474365, 0.0
5441, 0.0007802865002304316, -0.0009433779632672668, -4.790202365256846e-05, 0.005008259788155556, -0.005349538289010525, -0.0007928788545541465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017901362851262093, 0.0
5461, 0.0008206493221223354, -0.00017329920956399292, -5.654549750033766e-05, 0.0053425999358296394, -0.001006790203973651, -0.0007516031037084758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017529385164380074, 0.0
5481, 0.0008538670372217894, -0.001017819275148213, -4.4327967771096155e-05, 0.005613766144961119, -0.005568851251155138, -0.0004902796936221421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015014084056019783, 0.0
5501, 0.0008875303901731968, -0.00019908821559511125, -4.6924073103582487e-05, 0.006126938853412867, -0.0009931039530783892, -0.000537772080861032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013733799569308758, 0.0
5521, 0.0008370025898329914, -0.0001918406196637079, -5.650529055856168e-05, 0.00584031967446208, -0.0005851425230503082, -0.0005704268114641309, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01496106293052435, 0.0
5541, 0.0007946321275085211, 6.583778304047883e-05, -4.373447154648602e-05, 0.005246001295745373, 0.0010702067520469427, -0.0005619489820674062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014904439449310303, 0.0
5561, 0.0007465864764526486, -0.0004976402851752937, -4.6449109504465014e-05, 0.004971262067556381, -0.0019431608961895108, -0.00037445430643856525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013202019035816193, 0.0
5581, 0.0007142956019379199, 2.6469175281818025e-05, -3.720508175319992e-05, 0.004729847889393568, 0.0001539510121801868, -0.0003570874978322536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010919002816081047, 0.0
5601, 0.0008103862637653947, 4.609923416865058e-05, -4.0082810301100835e-05, 0.004868157673627138, 0.0012071358505636454, -0.0004964125691913068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011859365738928318, 0.0
5621, 0.0010423808125779033, 0.00027494688401930034, -3.0392502594622783e-05, 0.005628429353237152, 0.0033574863336980343, -0.0002903605345636606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015213467180728912, 0.0
5641, 0.00100890698377043, -0.0010104442480951548, -3.4115200833184645e-05, 0.005502847954630852, -0.0026600195560604334, -0.0005674014100804925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.018582841381430626, 0.0
5661, 0.0007375678396783769, -0.0004940108046866953, -2.634362863318529e-05, 0.004023527726531029, 7.202426786534488e-05, -0.0005484799621626735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015071948990225792, 0.0
5681, 0.0007641995907761157, -0.00022996525513008237, -3.428037962294184e-05, 0.004252330865710974, 0.0015093201072886586, -0.0004118964425288141, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01776294782757759, 0.0
5701, 0.0007897407631389797, -0.0007456305902451277, -2.7167630832991563e-05, 0.004456306342035532, -0.001222057151608169, -0.0004961989470757544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017070800065994263, 0.0
