timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, preprocesswhisker1_1, preprocesswhisker1_2, preprocesswhisker1_3, preprocesswhisker2_1, preprocesswhisker2_2, preprocesswhisker2_3, motor1, motor2, motor3, motor4, roll, pitch, laserFront
111573, 0.01513424888253212, 0.006991947069764137, 0.0016002863412722945, -0.0008826843113638461, 0.0012911910889670253, -0.005426866468042135, 116687.1640625, 151397.234375, 90417.0859375, 114223.0, 137861.15625, 98144.03125, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.17569276690483093, 2.7660746574401855, 0.0
111593, 0.01654522307217121, 0.0070030768401920795, 0.0012884652242064476, 0.007131088525056839, 0.001437718397937715, -0.005784723442047834, 116675.578125, 151396.796875, 90416.2890625, 114230.2734375, 137863.4375, 98141.25, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.17853690683841705, 2.7663400173187256, 0.0
111613, 0.01515893917530775, 0.007855232805013657, 0.0011858314974233508, -0.00024045469763223082, 0.006437859032303095, -0.004940495360642672, 116680.6328125, 151397.65625, 90417.0859375, 114225.953125, 137861.15625, 98145.3125, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.17996984720230103, 2.7757680416107178, 0.0
111633, 0.015832528471946716, 0.007046442944556475, 0.0010494922753423452, 0.0036048386245965958, 0.0013448401587083936, -0.004570026881992817, 116684.2890625, 151394.484375, 90413.1796875, 114229.5859375, 137865.71875, 98140.7265625, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.1833891123533249, 2.7645955085754395, 0.0
111653, 0.016486044973134995, 0.007259405683726072, 0.000965232728049159, 0.007378241512924433, 0.002498092595487833, -0.003933647647500038, 116682.8125, 151394.921875, 90416.2890625, 114225.953125, 137861.15625, 98144.7890625, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.22265663743019104, 2.7344560623168945, 0.0
111673, 0.016399184241890907, 0.0070816874504089355, 0.002527558943256736, 0.006999781355261803, 0.0011034829076379538, 0.00550785381346941, 116683.5859375, 151396.796875, 90417.0859375, 114228.109375, 137859.40625, 98146.0625, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.19263648986816406, 2.7653656005859375, 0.0
111693, 0.016597377136349678, 0.007273353170603514, 0.002647213637828827, 0.007989456877112389, 0.0024328783620148897, 0.006053796969354153, 116682.109375, 151393.03125, 90415.921875, 114230.2734375, 137863.4375, 98143.28125, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.2469678819179535, 2.7485005855560303, 0.0
111713, 0.015533742494881153, 0.00791352242231369, 0.0028625219129025936, 0.001975227613002062, 0.006108822766691446, 0.006652529817074537, 116679.9296875, 151390.296875, 90414.7578125, 114232.4296875, 137858.890625, 98145.3125, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.206474170088768, 2.72544527053833, 0.0
111733, 0.0166429802775383, 0.007713919505476952, 0.00299687497317791, 0.007871795445680618, 0.004486803896725178, 0.006692526862025261, 116688.640625, 151392.609375, 90416.7109375, 114229.5859375, 137863.4375, 98142.53125, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.18115615844726562, 2.7566111087799072, 0.0
111753, 0.015533935278654099, 0.007902882993221283, 0.0031395964324474335, 0.0018369905883446336, 0.005461980123072863, 0.006489423103630543, 116678.453125, 151401.421875, 90417.453125, 114231.75, 137857.65625, 98144.03125, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.21215981245040894, 2.7195208072662354, 0.0
111773, 0.015555014833807945, 0.007695517037063837, 0.002362729050219059, 0.0021816364023834467, 0.0038777037989348173, 0.0015486058546230197, 116679.9296875, 151392.609375, 90410.8515625, 114225.953125, 137867.46875, 98149.3671875, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.253233402967453, 2.745119571685791, 0.0
111793, 0.015112887136638165, 0.007895844988524914, 0.0023869958240538836, 1.870121377578471e-05, 0.005186937283724546, 0.0013985505793243647, 116682.109375, 151397.234375, 90417.0859375, 114230.953125, 137863.953125, 98146.0625, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.20566928386688232, 2.7811474800109863, 0.0
111813, 0.015805494040250778, 0.007956097833812237, 0.0018569136736914515, 0.004025043919682503, 0.0058091674000024796, -0.0012589243706315756, 116682.8125, 151394.484375, 90413.96875, 114230.2734375, 137867.984375, 98146.5859375, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.18571962416172028, 2.7775187492370605, 0.0
111833, 0.016679797321558, 0.0073208133690059185, 0.001834831782616675, 0.008860905654728413, 0.002168230013921857, -0.0014682044275105, 116681.4140625, 151391.75, 90415.1328125, 114224.4765625, 137861.15625, 98149.890625, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.22893747687339783, 2.707801580429077, 0.0
111853, 0.016271699219942093, 0.00626530172303319, 0.001883218763396144, 0.006416868418455124, -0.0042013199999928474, -0.0008819217327982187, 116682.8125, 151397.234375, 90419.03125, 114225.953125, 137859.40625, 98145.3125, 0, 0, 0, 0, 0, 0, 7000.0, 7000.0, 7000.0, 7000.0, 0.2203041911125183, 2.7125890254974365, 0.0
111873, 0.01671350747346878, 0.0073322816751897335, 0.0018922715680673718
