timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop
13917, 112952.46875, 146103.5, 89649.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13937, 112954.625, 146114.078125, 89649.375, 110970.9609375, 137121.84375, 93707.953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13957, 112956.78125, 146108.109375, 89647.4296875, 110973.796875, 137122.359375, 93703.984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13977, 112956.0703125, 146109.9375, 89642.375, 110973.1015625, 137120.09375, 93705.2109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13997, 112952.46875, 146112.25, 89651.3203125, 110976.6875, 137117.8125, 93709.1796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14017, 112964.6953125, 146105.796875, 89650.53125, 110978.078125, 137122.359375, 93714.3828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14037, 112954.625, 146115.90625, 89646.265625, 110980.96875, 137120.09375, 93707.953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14057, 112953.9140625, 146118.6875, 89651.3203125, 110968.828125, 137117.8125, 93715.140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14077, 112959.671875, 146118.21875, 89652.4765625, 110978.828125, 137124.640625, 93712.6875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14097, 112963.984375, 146123.3125, 89651.3203125, 110979.5234375, 137115.53125, 93713.9140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14117, 112956.0859375, 146115.90625, 89651.3203125, 110972.4140625, 137125.875, 93708.71875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14137, 112962.5390625, 146114.078125, 89651.3203125, 110978.828125, 137122.359375, 93713.15625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14157, 112964.6953125, 146118.6875, 89650.15625, 110982.4140625, 137124.109375, 93711.1640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14177, 112961.109375, 146114.078125, 89654.0546875, 110981.6640625, 137128.671875, 93718.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14197, 112962.5390625, 146123.78125, 89648.5859375, 110980.96875, 137124.109375, 93719.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14217, 112967.5625, 146116.859375, 89648.5859375, 110980.2734375, 137124.640625, 93720.3359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14237, 112969.0078125, 146122.828125, 89645.484375, 110982.4140625, 137121.3125, 93720.3359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14257, 112966.8515625, 146121.0, 89654.421875, 110976.6875, 137129.90625, 93719.109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14277, 112958.2265625, 146124.65625, 89651.3203125, 110985.25, 137120.609375, 93718.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14297, 112963.25, 146116.859375, 89649.375, 110983.109375, 137123.59375, 93723.5546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14317, 112963.265625, 146127.4375, 89650.53125, 110973.859375, 137117.296875, 93719.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14337, 112968.296875, 146120.046875, 89654.421875, 110978.828125, 137124.109375, 93719.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14357, 112971.1640625, 146120.53125, 89652.4765625, 110976.6875, 137124.109375, 93717.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14377, 112968.296875, 146125.609375, 89652.109375, 110982.4140625, 137117.296875, 93719.109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14397, 112971.1640625, 146120.046875, 89649.375, 110980.96875, 137119.5625, 93721.1015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14417, 112970.4453125, 146117.328125, 89650.53125, 110985.9453125, 137122.359375, 93731.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14437, 112976.203125, 146122.828125, 89649.375, 110980.2734375, 137119.046875, 93732.2578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14457, 112972.6015625, 146120.046875, 89659.1015625, 110983.109375, 137125.34375, 93733.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14477, 112970.4453125, 146133.890625, 89655.5859375, 110977.3828125, 137128.671875, 93727.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14497, 112969.0078125, 146129.28125, 89657.53125, 110976.6875, 137121.84375, 93735.0078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14517, 112968.296875, 146126.96875, 89649.375, 110978.828125, 137128.140625, 93731.7890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14537, 112971.1640625, 146124.65625, 89647.4296875, 110983.109375, 137123.078125, 93727.8203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
