timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop, yaw, laserFront
10690, 0.008335085585713387, -0.0024276170879602432, 0.0010292332153767347, 0.004825967364013195, 0.0031607304699718952, 0.00205503823235631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10710, 0.007881266064941883, -0.0028643235564231873, 0.0010597684886306524, 0.0025189255829900503, 0.0009870004141703248, 0.001849824097007513, 118851.3046875, 148647.859375, 89440.2265625, 120358.109375, 139950.0625, 98216.1640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23018166422843933, 0.0
10730, 0.008359570056200027, -0.002399246906861663, 0.001095762476325035, 0.005203139502555132, 0.003651316510513425, 0.0015748002333566546, 118860.0546875, 148643.71875, 89436.0078125, 120360.9609375, 139958.15625, 98222.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23055672645568848, 0.0
10750, 0.007638664450496435, -0.002855227794498205, 0.0015396764501929283, 0.0010786731727421284, 0.0008693925337865949, 0.003348470199853182, 118868.109375, 148650.171875, 89444.8984375, 120365.34375, 139952.84375, 98236.1953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22995351254940033, 0.0
10770, 0.008302995003759861, -0.0024040336720645428, 0.0016117857303470373, 0.0044624595902860165, 0.0030048671178519726, 0.0032183919101953506, 118860.7421875, 148661.234375, 89447.640625, 120374.3671875, 139960.9375, 98233.65625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23015031218528748, 0.0
10790, 0.007864040322601795, -0.0030771957244724035, 0.0014354628510773182, 0.0018688158597797155, -0.0009405045420862734, 0.001751119620166719, 118883.4296875, 148663.53125, 89456.8828125, 120385.34375, 139967.25, 98233.65625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23210372030735016, 0.0
10810, 0.007646807935088873, -0.0028519483748823404, 0.0014637738931924105, 0.0009084820630960166, 0.0004021800123155117, 0.0012991147814318538, 118887.8046875, 148670.90625, 89458.1328125, 120391.921875, 139963.203125, 98241.765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23410604894161224, 0.0
10830, 0.009747689589858055, -0.0028617389034479856, 0.0008881409885361791, 0.012386265210807323, 0.0003790673508774489, -0.00203415984287858, 118890.796875, 148678.734375, 89466.578125, 120398.5078125, 139961.953125, 98244.3046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2336173802614212, 0.0
10850, 0.008368957787752151, -0.0024022504221647978, 0.0008581775473430753, 0.004635151941329241, 0.002684500999748707, -0.002234004670754075, 118898.7421875, 148679.65625, 89467.375, 120396.96875, 139967.765625, 98257.2265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23156721889972687, 0.0
10870, 0.00862513855099678, -0.0028604138642549515, 0.001278925221413374, 0.005245668813586235, -0.002004820154979825, 7.647024176549166e-05, 118902.4296875, 148686.5625, 89470.109375, 120409.484375, 139971.296875, 98254.6875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23379765450954437, 0.0
10890, 0.007916288450360298, -0.003318613627925515, 0.0012794759823009372, 0.0024807106237858534, -0.0007993385079316795, 0.0003571001288946718, 118911.1796875, 148690.71875, 89473.1875, 120417.609375, 139980.40625, 98259.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2214205265045166, 0.0
10910, 0.009789415635168552, -0.003063021693378687, 0.0011798993218690157, 0.012742546387016773, 0.0006216528709046543, -0.0004918790073134005, 118925.8046875, 148699.9375, 89477.8671875, 120407.9375, 139987.234375, 98262.546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22669364511966705, 0.0
10930, 0.008155985735356808, -0.0030441824346780777, 0.0012037091655656695, 0.003066861070692539, 0.0001435148442396894, -0.00019461485499050468, 118936.0546875, 148699.46875, 89478.2109375, 120413.21875, 139982.6875, 98265.3359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22862474620342255, 0.0
10950, 0.008625514805316925, -0.00238394713960588, 0.0011284314095973969, 0.006150760687887669, 0.0037473116535693407, 0.0003046373894903809, 118932.375, 148704.078125, 89480.9453125, 120420.4609375, 139994.0625, 98270.6640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23153755068778992, 0.0
10970, 0.007693952415138483, -0.0028008446097373962, 0.0011330099077895284, 0.0010032779537141323, 0.0025194217450916767, -0.0005233054398559034, 118941.8203125, 148702.234375, 89488.25, 120422.0, 139994.0625, 98272.1796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2279396504163742, 0.0
10990, 0.00880361720919609, -0.0023482562974095345, 0.0011322391219437122, 0.00706544378772378, 0.005182026419788599, -0.0006625364767387509, 118947.6875, 148704.53125, 89485.171875, 120422.0, 140000.90625, 98275.4765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22759822010993958, 0.0
11010, 0.008374504745006561, -0.0023658128920942545, 0.0006609482225030661, 0.0043703545816242695, 0.005358667112886906, -0.003118692198768258, 118956.4453125, 148713.296875, 89492.5859375, 120427.9375, 140006.71875, 98280.796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22745312750339508, 0.0
11030, 0.009016528725624084, -0.0023698413278907537, 0.0006014755344949663, 0.007820084691047668, 0.005095769185572863, -0.002945090876892209, 118956.4453125, 148721.59375, 89496.8046875, 120447.6953125, 139995.84375, 98283.34375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2265162169933319, 0.0
11050, 0.007911882363259792, -0.003249060595408082, 0.0007362242322415113, 0.0011620825389400125, 0.00031348527409136295, -0.002011434640735388, 118966.6953125, 148720.671875, 89496.8046875, 120443.953125, 140004.4375, 98282.3125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22902268171310425, 0.0
11070, 0.008148320950567722, -0.0023380492348223925, 0.0007015822338871658, 0.0024638809263706207, 0.005324262659996748, -0.0016914804000407457, 118964.5078125, 148722.046875, 89497.6015625, 120450.5390625, 140009.5, 98290.9375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2304733246564865, 0.0
11090, 0.007827612571418285, -0.0030129379592835903, 0.0023732262197881937, 0.0008841315284371376, 0.0014310975093394518, 0.006743019912391901, 118972.5703125, 148728.953125, 89501.484375, 120454.28125, 140004.953125, 98299.046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23118551075458527, 0.0
11110, 0.007814772427082062, -0.0030235641170293093, 0.0025058367755264044, 0.001074657659046352, 0.0017325850203633308, 0.006611962337046862, 118973.2578125, 148729.421875, 89503.421875, 120449.890625, 140012.53125, 98297.5390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23196852207183838, 0.0
11130, 0.007823296822607517, -0.0032457232009619474, 0.002389672212302685, 0.0010730867506936193, 0.00010353457764722407, 0.004856923129409552, 118989.3828125, 148741.859375, 89509.2421875, 120454.9296875, 140011.265625, 98304.1328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23220616579055786, 0.0
11150, 0.007584165781736374, -0.003465474583208561, 0.0024796330835670233, 1.1955949048569892e-05, -0.0010347284842282534, 0.004287011921405792, 118981.3203125, 148734.03125, 89508.7890625, 120456.4765625, 140012.28125, 98297.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23621460795402527, 0.0
11170, 0.008884471841156483, -0.0026115677319467068, 0.0019737465772777796, 0.007312741596251726, 0.004080716986209154, 0.0007277642143890262, 118990.078125, 148740.484375, 89511.1796875, 120458.671875, 140020.375, 98297.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23561331629753113, 0.0
11190, 0.007836520671844482, -0.00344972126185894, 0.001992043573409319, 0.0017470276216045022, -0.0002502279821783304, 3.007324039572268e-06, 118998.140625, 148740.484375, 89508.4453125, 120455.8203125, 140009.5, 98307.1640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2380530834197998, 0.0
11210, 0.007862742058932781, -0.003443378722295165, 0.0016203430714085698, 0.001975058112293482, 0.0002160844742320478, -0.002628342481330037, 119002.515625, 148749.234375, 89514.265625, 120464.6015625, 140017.59375, 98308.4296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23761290311813354, 0.0
11230, 0.007863045670092106, -0.0028165748808532953, 0.0015739175723865628, 0.0021749529987573624, 0.003794001881033182, -0.002988171996548772, 119011.96875, 148753.375, 89514.265625, 120471.1875, 140013.546875, 98308.4296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23919352889060974, 0.0
11250, 0.00852390006184578, -0.002399249467998743, 0.0009573391289450228, 0.005888582672923803, 0.005778568331152201, -0.0066118198446929455, 119007.5859375, 148758.453125, 89519.28125, 120476.8828125, 140022.140625, 98313.7578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23945267498493195, 0.0
11270, 0.007924011908471584, -0.002747837919741869, 0.0008252112893387675, 0.002619534032419324, 0.004058474209159613, -0.006769666913896799, 119014.15625, 148752.0, 89518.484375, 120477.125, 140016.84375, 98312.4921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24055711925029755, 0.0
11290, 0.008578329347074032, -0.0023241275921463966, 0.0006902042659930885, 0.006479669362306595, 0.006209538783878088, -0.006604786496609449, 119017.03125, 148754.296875, 89519.28125, 120481.515625, 140024.9375, 98320.6015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24111393094062805, 0.0
11310, 0.00881008431315422, -0.0023365290835499763, 0.00031265505822375417, 0.007263957057148218, 0.005792486015707254, -0.007964685559272766, 119017.03125, 148764.4375, 89525.8984375, 120489.6484375, 140014.046875, 98313.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24143025279045105, 0.0
11330, 0.0083952397108078, -0.00233083195053041, 0.00017123616999015212, 0.004676850978285074, 0.0052986363880336285, -0.007721091620624065, 119020.71875, 148771.359375, 89525.1015625, 120481.2734375, 140023.921875, 98326.6875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24195632338523865, 0.0
11350, 0.007988598197698593, -0.002539875917136669, -1.8073852743327734e-06, 0.002230193931609392, 0.0035520773380994797, -0.007682963740080595, 119032.46875, 148769.515625, 89526.2421875, 120482.8203125, 140028.46875, 98329.984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2425168752670288, 0.0
11370, 0.008202963508665562, -0.002326676854863763, -0.0001542944519314915, 0.0036431315820664167, 0.004723828285932541, -0.007658356335014105, 119039.0390625, 148765.359375, 89532.0625, 120488.1015625, 140021.640625, 98326.6875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24360695481300354, 0.0
11390, 0.009644381701946259, -0.002328024245798588, -0.00021033865050412714, 0.011485733091831207, 0.004544394556432962, -0.007322017569094896, 119041.2265625, 148767.203125, 89536.7421875, 120489.40625, 140026.1875, 98328.71875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24215729534626007, 0.0
11410, 0.007826567627489567, -0.002942713676020503, -0.0003329253231640905, 0.0014160379068925977, 0.0008132978109642863, -0.007379453629255295, 119041.2265625, 148775.96875, 89527.84375, 120496.234375, 140035.296875, 98331.2578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24082788825035095, 0.0
11430, 0.009863225743174553, -0.0027006976306438446, -0.00027873244835063815, 0.013265208341181278, 0.001901240786537528, -0.006062743254005909, 119041.921875, 148785.171875, 89532.859375, 120499.9765625, 140033.03125, 98329.984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2411797046661377, 0.0
