timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop, roll, pitch
18354, 0.004700186662375927, -0.0006313820485956967, 0.00035062688402831554, 0.010638486593961716, 0.0002215113927377388, 0.0009302675607614219, 104137.515625, 140448.09375, 92949.375, 99238.2734375, 134089.265625, 89153.3828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19426384568214417, 2.654818296432495
18374, 0.00513833062723279, -0.0006410131463780999, 0.00022965882089920342, 0.012294664978981018, -0.0002130013017449528, 0.000840898894239217, 104134.0703125, 140448.09375, 92945.3984375, 99238.2734375, 134082.453125, 89151.4375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1971290111541748, 2.6302857398986816
18394, 0.004687757696956396, -0.0006440677680075169, 0.0002477751113474369, 0.01019255630671978, 5.402813258115202e-05, 0.0010694502852857113, 104134.0703125, 140448.09375, 92949.375, 99240.3203125, 134079.5, 89151.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19144609570503235, 2.6340765953063965
18414, 0.004877072758972645, -0.0006462546880356967, 0.0005705496878363192, 0.010444129817187786, -0.0001248285552719608, 0.002827148884534836, 104129.140625, 140447.59375, 92947.390625, 99240.3203125, 134078.4375, 89146.8046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1902337670326233, 2.6340267658233643
18434, 0.003897157497704029, -0.0006372633506543934, 0.0006293837795965374, 0.006386635359376669, 0.00011038237425964326, 0.002891469281166792, 104135.421875, 140450.40625, 92945.3984375, 99234.90625, 134085.25, 89151.4375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1892201155424118, 2.660540819168091
18454, 0.004652495961636305, -0.0006369610200636089, 0.0004162842233199626, 0.009369874373078346, -7.088974234648049e-05, 0.0014136582612991333, 104131.9765625, 140453.21875, 92943.4140625, 99248.5078125, 134083.515625, 89153.3828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18889747560024261, 2.619187355041504
18474, 0.004195922985672951, -0.0006340559921227396, 0.0004495831090025604, 0.007495202124118805, 8.248548510891851e-07, 0.0017989897169172764, 104137.515625, 140450.90625, 92951.359375, 99238.4140625, 134083.515625, 89154.140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18980222940444946, 2.625817060470581
18494, 0.004355106968432665, -0.0006331981276161969, 0.00048622320173308253, 0.00801930669695139, -7.535445911344141e-05, 0.0016293962253257632, 104139.609375, 140452.703125, 92942.1953125, 99238.2734375, 134085.25, 89156.5078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19324778020381927, 2.6420211791992188
18514, 0.004830284509807825, -0.0006318080704659224, 0.0003137238381896168, 0.009605072438716888, -0.00018127128714695573, 0.0006161085912026465, 104131.9765625, 140450.40625, 92944.1796875, 99241.046875, 134085.78125, 89154.5625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19551952183246613, 2.624321460723877
18534, 0.003863217309117317, -0.0006412198999896646, 0.0003244368708692491, 0.005864941049367189, -1.9017757949768566e-05, -5.7208621910831425e-06, 104130.6171875, 140452.703125, 92943.4140625, 99235.6328125, 134081.25, 89155.3203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19158035516738892, 2.6519978046417236
18554, 0.004604535177350044, -0.0006616884493269026, 0.0006112394039519131, 0.008989154361188412, -0.00013750883226748556, 0.0020313633140176535, 104131.9765625, 140450.90625, 92940.203125, 99236.21875, 134083.515625, 89156.078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18790720403194427, 2.6303110122680664
18574, 0.00479080667719245, -0.000660663063172251, 0.000651431386359036, 0.009645999409258366, -3.1936870072968304e-05, 0.001834955415688455, 104135.421875, 140453.21875, 92941.421875, 99244.4140625, 134087.53125, 89150.2578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18384481966495514, 2.621605634689331
18594, 0.004588242620229721, -0.000655030133202672, 0.0004073648015037179, 0.0085966307669878, -0.00017164251767098904, 0.0002606635680422187, 104130.6171875, 140452.703125, 92941.421875, 99240.3203125, 134085.78125, 89150.2578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18699763715267181, 2.634758234024048
18614, 0.0041690547950565815, -0.0006709258304908872, 0.0004096368793398142, 0.007065644487738609, -0.00031199550721794367, -1.5139453353185672e-05, 104138.2578125, 140448.609375, 92935.0078125, 99236.953125, 134082.984375, 89157.265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18679609894752502, 2.6378774642944336
18634, 0.004427763633430004, -0.00027261354262009263, 0.0006517341244034469, 0.008229133673012257, 0.0012981239706277847, 0.0012688845163211226, 104140.96875, 140447.59375, 92941.421875, 99232.859375, 134085.25, 89156.5078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19883783161640167, 2.6100125312805176
18654, 0.0036481255665421486, -0.0002945739543065429, 0.0006763052078895271, 0.004785764496773481, 0.0006766965379938483, 0.0011594489915296435, 104133.328125, 140448.609375, 92935.0078125, 99245.140625, 134085.78125, 89151.4375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19339659810066223, 2.648820161819458
18674, 0.004324558191001415, -0.00032260664738714695, 0.00041881590732373297, 0.007647498976439238, 0.0006001167348586023, -0.00024413008941337466, 104131.234375, 140452.703125, 92934.2421875, 99242.3671875, 134085.78125, 89154.140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1922827512025833, 2.636500597000122
18694, 0.00396338663995266, -0.0006932718679308891, 0.00041478508501313627, 0.006658308207988739, -0.0009562605991959572, -0.0002834741899278015, 104135.421875, 140457.296875, 92931.03125, 99239.7265625, 134088.0625, 89158.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17951756715774536, 2.638831377029419
18714, 0.004099118057638407, -0.0007108205463737249, 0.00041030769352801144, 0.007379109039902687, -0.0009763130219653249, -0.00021566204668488353, 104133.328125, 140454.484375, 92938.671875, 99233.5859375, 134085.25, 89155.3203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17827197909355164, 2.6355080604553223
18734, 0.0036088679917156696, -0.0007021532510407269, 0.0002356327895540744, 0.004859372973442078, -0.0012819590047001839, -0.0009680360672064126, 104134.0703125, 140453.21875, 92931.03125, 99240.3203125, 134082.984375, 89158.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17834022641181946, 2.6138365268707275
18754, 0.0037095975130796432, -0.0007274270174093544, 0.00021551401005126536, 0.005122467875480652, -0.001344099873676896, -0.0010647836606949568, 104131.9765625, 140455.0, 92932.2578125, 99238.2734375, 134085.78125, 89152.953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1738302856683731, 2.6471259593963623
18774, 0.003986090421676636, -0.0007224210421554744, 0.0009401849238201976, 0.0059104664251208305, -0.0011577765690162778, 0.0027961500454694033, 104134.0703125, 140456.28125, 92936.2265625, 99235.6328125, 134084.71875, 89156.078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17513369023799896, 2.6221723556518555
18794, 0.0036164389457553625, -0.0007182442932389677, 0.001000000862404704, 0.004154724068939686, -0.001005783909931779, 0.002875259146094322, 104131.9765625, 140448.09375, 92934.2421875, 99241.046875, 134085.78125, 89157.265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17716866731643677, 2.6443228721618652
18814, 0.004016768652945757, -0.0007329074433073401, 0.0006292368052527308, 0.005906565114855766, -0.0011127064935863018, 0.0006072656833566725, 104131.234375, 140457.296875, 92929.046875, 99239.5859375, 134087.53125, 89159.203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17639756202697754, 2.6280670166015625
18834, 0.003929325845092535, -0.0007126184646040201, 0.0006477084825746715, 0.005659719463437796, -0.001400911365635693, 0.0010562046663835645, 104129.140625, 140452.703125, 92933.4765625, 99240.3203125, 134092.078125, 89159.9609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1765487939119339, 2.6363346576690674
18854, 0.0043107252568006516, -0.0007032143766991794, 0.000407850049668923, 0.007360539864748716, -0.0012321064714342356, -4.0122253267327324e-05, 104138.875, 140446.3125, 92931.484375, 99242.3671875, 134087.53125, 89162.328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17797721922397614, 2.6135458946228027
18874, 0.0036122389137744904, -0.0006872228113934398, 0.00040660856757313013, 0.00445826631039381, -0.000889018177986145, -0.00039100239519029856, 104132.7109375, 140446.828125, 92928.28125, 99236.953125, 134088.0625, 89151.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17708846926689148, 2.6138651371002197
18894, 0.003979798406362534, -0.0006796909729018807, 0.0006314522470347583, 0.006113414186984301, -0.00060270942049101, 0.000709544459823519, 104136.78125, 140455.0, 92925.0703125, 99242.3671875, 134090.328125, 89146.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1787651628255844, 2.6349735260009766
18914, 0.004101580008864403, -0.000697663112077862, 0.0006464647594839334, 0.006342935375869274, -0.0006006482872180641, 0.0009384216391481459, 104132.7109375, 140452.703125, 92928.28125, 99236.953125, 134095.546875, 89158.4453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1808878630399704, 2.621786594390869
18934, 0.0040064165368676186, -0.0006839710404165089, 0.0006678345380350947, 0.00618043402209878, -0.0004817891458515078, 0.0010476295137777925, 104131.9765625, 140456.796875, 92923.0859375, 99239.7265625, 134089.796875, 89157.265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1790606528520584, 2.6328864097595215
18954, 0.004145679995417595, -0.0007002668571658432, 0.0003970189718529582, 0.00681055523455143, -0.000999506562948227, -0.00014663772890344262, 104131.234375, 140452.703125, 92923.0859375, 99237.6796875, 134087.53125, 89156.078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18341441452503204, 2.6115357875823975
18974, 0.004285206086933613, -0.0007204657886177301, 0.0003972570411860943, 0.007539999671280384, -0.0010137432254850864, 0.00018476106924936175, 104127.78125, 140455.0, 92920.328125, 99232.859375, 134089.796875, 89160.71875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1828504502773285, 2.600958824157715
18994, 0.004445292986929417, -0.000739648356102407, 0.0002379299548920244, 0.008099121041595936, -0.0010771844536066055, -0.00010214801295660436, 104131.9765625, 140452.703125, 92924.3046875, 99240.3203125, 134085.25, 89158.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18551941215991974, 2.591136932373047
19014, 0.004612941760569811, -0.0007588801672682166, 0.00024195419973693788, 0.008857516571879387, -0.0011090799234807491, 0.0004231441125739366, 104129.875, 140444.515625, 92926.2890625, 99237.6796875, 134087.0, 89161.8984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1854637712240219, 2.5858185291290283
19034, 0.0050622690469026566, -0.0007340703741647303, 0.0010012235725298524, 0.010520115494728088, -0.0008996700053103268, 0.004697173368185759, 104130.6171875, 140440.4375, 92922.3203125, 99233.5859375, 134081.78125, 89165.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1857726126909256, 2.573103904724121
19054, 0.0038368580862879753, -0.0007510254508815706, 0.0011034546187147498, 0.005030992440879345, -0.0010025642113760114, 0.005124154966324568, 104126.4296875, 140453.21875, 92921.5546875, 99239.7265625, 134090.328125, 89156.8359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1849164515733719, 2.5863635540008545
19074, 0.0045765056274831295, -0.0007313450914807618, 0.000738479953724891, 0.008268719539046288, -0.0011540279956534505, 0.0030668878462165594, 104136.78125, 140455.0, 92913.1484375, 99241.7734375, 134085.78125, 89159.9609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18462862074375153, 2.5981531143188477
19094, 0.004039162304252386, -0.0007125954725779593, 0.0008093087817542255, 0.006470109801739454, -0.0010408799862489104, 0.0037568712141364813, 104131.234375, 140448.09375, 92913.1484375, 99236.953125, 134087.53125, 89165.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18250669538974762, 2.6119301319122314
19114, 0.003943493124097586, -0.000683699909131974, 0.0013466328382492065, 0.00662490027025342, -0.0009837571997195482, 0.006402779836207628, 104127.046875, 140443.5, 92919.109375, 99240.3203125, 134089.796875, 89158.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18390600383281708, 2.621009349822998
19134, 0.004206381738185883, -0.0006734942435286939, 0.0014851735904812813, 0.008091402240097523, -0.0009293706389144063, 0.006956200581043959, 104129.140625, 140453.21875, 92917.125, 99240.3203125, 134086.328125, 89159.9609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1628837287425995, 2.574918746948242
19154, 0.003537868382409215, -0.0006724437698721886, 0.0016304637538269162, 0.004967395216226578, -0.0007055159658193588, 0.0072477455250918865, 104129.875, 140439.921875, 92917.125, 99247.1875, 134091.0, 89156.8359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18915024399757385, 2.579524040222168
19174, 0.0038080818485468626, -0.0006786057492718101, 0.0015011783689260483, 0.0062982928939163685, -0.00047445620293729007, 0.005868677981197834, 104124.3359375, 140455.0, 92912.3828125, 99240.3203125, 134089.796875, 89159.203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19249582290649414, 2.5731191635131836
19194, 0.003935280255973339, -0.0006918800645507872, 0.001622058916836977, 0.0068489438854157925, -0.00033479233388789, 0.006329223047941923, 104129.140625, 140455.515625, 92907.1875, 99243.09375, 134089.796875, 89162.328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18848587572574615, 2.591235637664795
19214, 0.0036030004266649485, -0.0006893725949339569, 0.0014888321748003364, 0.00553426006808877, -0.0001224340230692178, 0.005323241930454969, 104127.78125, 140455.515625, 92911.1640625, 99239.7265625, 134085.25, 89157.59375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18794457614421844, 2.598257303237915
19234, 0.003961351700127125, -0.0006831969949416816, 0.0015971657121554017, 0.007028015796095133, -0.00011149548663524911, 0.005370915401726961, 104127.78125, 140450.40625, 92909.9375, 99241.046875, 134080.703125, 89155.65625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19050240516662598, 2.587702512741089
19254, 0.004348346963524818, -0.0006878103013150394, 0.0018707457929849625, 0.009036327712237835, -0.0004195826477371156, 0.006315379869192839, 104124.3359375, 140444.515625, 92908.40625, 99242.3671875, 134084.046875, 89164.6015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19241461157798767, 2.5835423469543457
19274, 0.002166355960071087, 0.0007603037520311773, 0.002011633012443781, -0.0005429412703961134, 0.006029202602803707, 0.006341433618217707, 104120.1484375, 140453.21875, 92905.203125, 99246.4609375, 134084.046875, 89158.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19277121126651764, 2.570894718170166
19294, 0.003931696526706219, -0.00035498946090228856, 0.0012946431525051594, 0.007936290465295315, 0.0007231774507090449, 0.0022134946193546057, 104127.78125, 140452.703125, 92905.203125, 99241.7734375, 134085.78125, 89163.0859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2005394697189331, 2.593285083770752
19314, 0.0036139455623924732, -0.00035496661439538, 0.0013409724924713373, 0.006528013851493597, 0.0007103667012415826, 0.0021151616238057613, 104128.5234375, 140451.9375, 92901.2265625, 99240.4609375, 134083.515625, 89156.8359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19579626619815826, 2.584251880645752
19334, 0.004518093075603247, -0.0003573393332771957, 0.0012364122085273266, 0.01098653580993414, 0.0006808963371440768, 0.0014757635071873665, 104125.6875, 140452.703125, 92903.2109375, 99247.1875, 134094.875, 89158.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1928168535232544, 2.5856423377990723
19354, 0.003804954467341304, -0.0006639538332819939, 0.001274812500923872, 0.007721425034105778, -0.0004925336688756943, 0.0019249179167672992, 104127.1640625, 140449.125, 92898.46875, 99243.09375, 134088.0625, 89159.9609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18505963683128357, 2.577211856842041
19374, 0.00415867380797863, -0.000655602605547756, 0.0013194999191910028, 0.009324660524725914, -0.000400994555093348, 0.0024549018125981092, 104126.4296875, 140453.21875, 92900.0078125, 99240.3203125, 134085.78125, 89165.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.185076504945755, 2.5885090827941895
19394, 0.003806379623711109, -0.0006505082128569484, 0.0012099560117349029, 0.007876692339777946, -0.0007488296250812709, 0.00164133426733315, 104120.765625, 140451.421875, 92897.25, 99244.4140625, 134094.34375, 89160.71875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18489675223827362, 2.577709436416626
19414, 0.0035366700030863285, -0.0006538202287629247, 0.001242989907041192, 0.006158006843179464, -0.0007533206953667104, 0.0016909715486690402, 104123.59375, 140445.796875, 92894.5, 99239.0, 134094.34375, 89157.59375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18336297571659088, 2.6031453609466553
19434, 0.004199049901217222, -0.000664994353428483, 0.0007648762548342347, 0.00984654389321804, -0.000904829241335392, -0.0007010896224528551, 104115.21875, 140453.21875, 92894.8125, 99245.140625, 134082.3125, 89165.359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18542835116386414, 2.5820960998535156
19454, 0.0038013376761227846, -0.0006608442636206746, 0.0007535585900768638, 0.008045409806072712, -0.0006633827579207718, -0.0007989647565409541, 104127.046875, 140451.9375, 92894.046875, 99245.140625, 134088.0625, 89158.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18400901556015015, 2.6037068367004395
19474, 0.004450289066880941, -0.0006431211368180811, 0.000839653832372278, 0.011304367333650589, -0.0008434620685875416, -0.00011005096894223243, 104120.1484375, 140451.421875, 92899.2421875, 99237.6796875, 134075.5, 89154.8984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18207001686096191, 2.573484182357788
19494, 0.003890225663781166, -0.0006334399804472923, 0.0008446109713986516, 0.008445043116807938, -0.0006599388434551656, 0.00019994736067019403, 104120.1484375, 140445.03125, 92892.0546875, 99242.3671875, 134080.03125, 89158.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18591706454753876, 2.592191219329834
19514, 0.00406785449013114, -0.0006491591338999569, 0.0009110806277021766, 0.009439285844564438, -0.0010134688345715404, 0.0007594291819259524, 104130.5, 140452.703125, 92887.3203125, 99241.7734375, 134085.25, 89158.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18508771061897278, 2.588688373565674
19534, 0.004443324636667967, -0.0006620658678002656, 0.0009300972451455891, 0.01114729791879654, -0.0009022937156260014, 0.0012554102577269077, 104119.40625, 140453.71875, 92883.65625, 99250.5546875, 134083.515625, 89160.71875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.183904230594635, 2.5846712589263916
19554, 0.004686742555350065, -0.0006853488739579916, 0.0005870999884791672, 0.01233302429318428, -0.0010567224817350507, -0.0012229274725541472, 104122.2421875, 140453.21875, 92888.0859375, 99243.828125, 134085.78125, 89162.234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18521375954151154, 2.5707249641418457
19574, 0.0043409946374595165, -0.0006779989926144481, 0.0005672087427228689, 0.010336426086723804, -0.0008819550857879221, -0.0009751158067956567, 104120.1484375, 140453.21875, 92886.8671875, 99244.5546875, 134079.5, 89160.71875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18534764647483826, 2.5843729972839355
