timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop
73664, 108037.7734375, 138355.828125, 90880.4765625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
73684, 108043.421875, 138366.765625, 90876.546875, 105019.8125, 136571.5, 89829.671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73704, 108033.5234375, 138359.890625, 90884.40625, 105018.390625, 136575.03125, 89830.1015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73724, 108035.6484375, 138363.9375, 90886.3671875, 105016.2890625, 136573.78125, 89825.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73745, 108029.28125, 138364.46875, 90888.328125, 105016.2890625, 136577.828125, 89825.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73765, 108033.5234375, 138373.109375, 90884.40625, 105016.2890625, 136570.46875, 89823.828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73784, 108025.75, 138362.171875, 90875.359375, 105006.5078125, 136573.78125, 89820.359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73804, 108034.25, 138362.171875, 90880.4765625, 105009.9921875, 136579.59375, 89823.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73824, 108036.375, 138368.515625, 90881.6640625, 105007.8984375, 136570.984375, 89825.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73844, 108037.7734375, 138364.46875, 90884.8203125, 105009.9921875, 136567.453125, 89828.90625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73864, 108043.421875, 138361.640625, 90880.4765625, 105016.96875, 136573.265625, 89825.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73884, 108042.0234375, 138357.0625, 90872.625, 105019.7734375, 136577.3125, 89831.6171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73904, 108037.0546875, 138368.515625, 90872.625, 105019.0625, 136575.546875, 89823.0703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73924, 108036.375, 138359.890625, 90880.4765625, 105009.9921875, 136577.828125, 89823.0703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73944, 108035.6015625, 138358.828125, 90878.515625, 105012.09375, 136566.9375, 89825.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73966, 108026.4296875, 138363.40625, 90884.8203125, 105009.28125, 136573.78125, 89825.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73985, 108026.4296875, 138361.640625, 90881.25, 105011.3828125, 136577.828125, 89820.359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74005, 108024.3046875, 138365.0, 90878.515625, 104998.828125, 136566.9375, 89823.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74025, 108027.15625, 138366.234375, 90874.171875, 105002.9921875, 136575.546875, 89821.546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74045, 108037.7734375, 138366.765625, 90872.625, 105005.796875, 136573.265625, 89826.203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74065, 108035.6484375, 138357.59375, 90868.6953125, 105003.703125, 136573.78125, 89819.6015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74085, 108042.0234375, 138354.765625, 90876.546875, 105022.5859375, 136570.46875, 89825.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74104, 108044.1015625, 138355.296875, 90872.625, 105006.5078125, 136564.65625, 89835.1796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74124, 108033.5234375, 138365.703125, 90871.8515625, 105013.484375, 136570.984375, 89833.9921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74144, 108039.1796875, 138350.1875, 90878.515625, 105014.1953125, 136575.03125, 89828.1484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74164, 108029.953125, 138361.109375, 90877.7421875, 105016.2890625, 136575.03125, 89828.90625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74184, 108027.875, 138370.8125, 90879.703125, 105014.1953125, 136570.984375, 89824.2578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74204, 108024.3046875, 138364.46875, 90873.3984375, 105012.09375, 136573.265625, 89831.2890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74224, 108028.5546875, 138362.171875, 90877.3203125, 105009.9921875, 136569.21875, 89822.3125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74244, 108034.9296875, 138362.171875, 90873.8125, 105015.578125, 136569.21875, 89827.390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
