timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop
11083, 112627.140625, 145904.53125, 89721.6640625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11103, 112635.7578125, 145904.53125, 89712.34375, 110655.1875, 137068.46875, 93561.1953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11123, 112642.9375, 145914.234375, 89723.234375, 110658.765625, 137070.03125, 93557.2265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11143, 112641.5, 145913.75, 89728.2890625, 110653.7421875, 137073.015625, 93566.390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11163, 112647.25, 145927.109375, 89731.3984375, 110658.0234375, 137073.546875, 93568.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11183, 112661.609375, 145914.703125, 89736.078125, 110669.453125, 137082.125, 93573.5703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11203, 112656.578125, 145925.28125, 89730.234375, 110673.734375, 137071.78125, 93577.5390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11223, 112664.4765625, 145930.375, 89730.234375, 110680.8359375, 137082.640625, 93577.5390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11243, 112670.9375, 145923.453125, 89734.9140625, 110683.7265625, 137088.421875, 93578.296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11263, 112671.65625, 145928.0625, 89741.9140625, 110680.1484375, 137086.671875, 93577.5390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11283, 112677.3984375, 145933.15625, 89736.859375, 110689.390625, 137086.671875, 93583.7890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11303, 112683.1484375, 145939.125, 89739.1796875, 110687.25, 137087.1875, 93594.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11323, 112686.015625, 145944.21875, 89743.859375, 110690.8359375, 137085.4375, 93591.4296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11343, 112692.4765625, 145947.875, 89741.5078125, 110695.109375, 137093.5, 93590.2109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11363, 112688.171875, 145953.921875, 89737.234375, 110691.578125, 137095.765625, 93592.1953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11383, 112700.3828125, 145950.1875, 89745.0234375, 110698.6875, 137091.21875, 93600.6015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11403, 112703.25, 145953.4375, 89741.1328125, 110698.6875, 137095.25, 93600.6015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11423, 112706.1328125, 145959.40625, 89743.078125, 110705.1015625, 137102.078125, 93604.5703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11443, 112715.4609375, 145959.875, 89745.0234375, 110708.6328125, 137089.46875, 93604.5703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
