timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop
13889, 114385.0546875, 147395.890625, 91578.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13909, 114388.6796875, 147393.578125, 91577.6484375, 112315.515625, 137547.4375, 94748.9453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13929, 114393.71875, 147391.265625, 91572.1328125, 112313.3671875, 137542.359375, 94756.9375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13949, 114390.84375, 147393.109375, 91572.53125, 112311.21875, 137542.875, 94756.9375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13969, 114400.2109375, 147391.265625, 91572.53125, 112311.9921875, 137540.078125, 94756.9375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13989, 114395.8828125, 147386.65625, 91577.25, 112311.21875, 137541.125, 94752.9375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14009, 114397.34375, 147380.1875, 91572.53125, 112317.6640625, 137541.125, 94758.171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14029, 114390.84375, 147391.265625, 91570.5625, 112314.828125, 137535.328125, 94760.171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14049, 114393.015625, 147394.96875, 91569.3828125, 112320.59375, 137542.875, 94756.1796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14069, 114389.3828125, 147393.109375, 91576.0703125, 112319.1328125, 137536.046875, 94763.40625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14089, 114391.5546875, 147392.65625, 91580.40625, 112310.53125, 137536.5625, 94759.6875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14109, 114392.3046875, 147395.890625, 91572.9375, 112313.3671875, 137546.921875, 94762.171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14129, 114395.1796875, 147398.203125, 91574.5, 112310.53125, 137532.015625, 94764.921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14149, 114394.46875, 147391.265625, 91572.53125, 112311.9921875, 137536.046875, 94758.171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14169, 114391.5546875, 147400.046875, 91573.71875, 112316.203125, 137536.5625, 94762.171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14189, 114400.265625, 147393.578125, 91571.75, 112319.1328125, 137543.609375, 94760.171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14209, 114400.2109375, 147386.65625, 91571.75, 112318.4453125, 137542.359375, 94762.171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
