timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, laserFront, KFwhisker1, KFwhisker2
5647, -0.006778704468160868, 0.005129855591803789, 0.0009315325296483934, -0.0014690518146380782, 0.005371518433094025, 0.0024186589289456606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5667, -0.006797731388360262, 0.005349359475076199, 0.0006179806659929454, -0.0004169469466432929, 0.006174194160848856, 0.00021723529789596796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05972111597657204, 0.0, 0, 0
5687, -0.006557493004947901, 0.005397827830165625, 0.0006206654943525791, 0.0014808760024607182, 0.00584670715034008, 0.00014263117918744683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058401867747306824, 0.0, 0.0, 0.0
5707, -0.0065842499025166035, 0.0051545267924666405, 0.0007893173024058342, 0.0020565977320075035, 0.003834608243778348, 0.0008103468571789563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058773454278707504, 0.0, 0.0, 0.0
5727, -0.00874943844974041, 0.005665886681526899, 0.0008126002503558993, -0.009799144230782986, 0.006208565551787615, 0.0006028951611369848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05893372371792793, 0.0, 0.0, 0.0
5747, -0.008822483941912651, 0.00595838064327836, 0.0008961264975368977, -0.008992457762360573, 0.007321390323340893, 0.0011605143081396818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05925941839814186, 0.0, 0.0, 0.0
5767, -0.007568067405372858, 0.005459590349346399, 0.000951876281760633, -0.00140847684815526, 0.004039261024445295, 0.0013768622884526849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05837548151612282, 0.0, 0.0, 0.0
5787, -0.008514021523296833, 0.005934018641710281, 0.000997086986899376, -0.0061898441053926945, 0.0063621955923736095, 0.0014935988001525402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05544836074113846, 0.0, 0.0, 0.0
5807, -0.006881678942590952, 0.005015779752284288, 0.0010391422547399998, 0.0034671099856495857, 0.0008516915841028094, 0.001423532492481172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058008886873722076, 0.0, 0.0, 0.0
5827, -0.008694536052644253, 0.005702043417841196, 0.0014212594833225012, -0.005739118903875351, 0.004488503560423851, 0.0032909447327256203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053154293447732925, 0.0, 0.0, 0.0
5847, -0.0066895210184156895, 0.005280510988086462, 0.001504627987742424, 0.0065572215244174, 0.0019931404385715723, 0.0030421013943850994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05692487582564354, 0.0, 0.0, 0.0
5867, -0.006641658954322338, 0.005042308010160923, 0.0015711913583800197, 0.006790082901716232, 0.0011135960230603814, 0.0032282457686960697, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057163845747709274, 0.0, 0.0, 0.0
