timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, std, mean, laserFront
11760, 0.0007031628047116101, -0.0005828389548696578, -6.0726266383426264e-05, 0.0019815696869045496, -0.004545805975794792, -0.003922802861779928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11780, 0.0015452472725883126, 0.00046537944581359625, -0.0001278435083804652, 0.006798519287258387, 0.001245927414856851, -0.003863147459924221, 116423.3984375, 151649.875, 90630.3828125, 116511.1875, 139193.578125, 99610.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09226716309785843, 0, 0, 0.0
11800, 0.0007033079164102674, 4.3702279072022066e-05, -0.0001258754200534895, 0.0024008089676499367, -0.0011828672140836716, -0.0037212460301816463, 116432.0859375, 151650.296875, 90640.9375, 116506.84375, 139189.03125, 99611.3359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09402357786893845, 0, 0, 0.0
11820, 0.0019451268017292023, 0.0010789635125547647, -0.0001899683993542567, 0.00976635329425335, 0.004806677345186472, -0.0041832695715129375, 116429.203125, 151661.84375, 90632.7734375, 116513.3515625, 139188.515625, 99614.890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0953032523393631, 0, 0, 0.0
11840, 0.0007155743660405278, -0.00014414834731724113, -0.00016228276945184916, 0.0026293755508959293, -0.0018142807530239224, -0.0039629763923585415, 116432.7890625, 151657.21875, 90632.7734375, 116511.859375, 139195.859375, 99621.5390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0946013331413269, 0, 0, 0.0
11860, 0.001175310811959207, 0.00026932312175631523, -0.00024041782307904214, 0.005298639182001352, 0.00044237845577299595, -0.004104922525584698, 116444.4609375, 151659.09375, 90638.9921875, 116514.8515625, 139198.640625, 99619.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09680350869894028, 0, 0, 0.0
11880, 0.0011671159882098436, -0.0005820005317218602, -0.00021166173974052072, 0.0053832922130823135, -0.004264832939952612, -0.003608225379139185, 116434.2578125, 151653.046875, 90639.7890625, 116519.8671875, 139189.03125, 99624.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0966389998793602, 0, 0, 0.0
11900, 0.0009935477282851934, -0.0003952037077397108, -0.0002842194226104766, 0.004510344471782446, -0.0025219665840268135, -0.0039900075644254684, 116436.4296875, 151655.359375, 90644.84375, 116515.5234375, 139197.609375, 99620.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09888904541730881, 0, 0, 0.0
11920, 0.0007592235342599452, 1.8761053070193157e-05, -0.0002211830287706107, 0.0032928106375038624, 0.00049236771883443, -0.003582982812076807, 116432.0859375, 151654.921875, 90638.6328125, 116521.359375, 139193.0625, 99626.3671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09683556854724884, 0, 0, 0.0
11940, 0.0007520660292357206, 0.00019630792667157948, -0.0002710357657633722, 0.002568516880273819, 0.001439328189007938, -0.003367959288880229, 116443.703125, 151661.84375, 90637.0390625, 116519.1875, 139186.765625, 99624.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0947379320859909, 0, 0, 0.0
11960, 0.0016796349082142115, 0.00019077412434853613, -0.0003421056899242103, 0.00748779159039259, 0.0019775566179305315, -0.0040254537016153336, 116442.234375, 151662.28125, 90639.7890625, 116513.3515625, 139193.578125, 99625.6171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09586355835199356, 0, 0, 0.0
