timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, preprocesswhisker1_1, preprocesswhisker1_2, preprocesswhisker1_3, preprocesswhisker2_1, preprocesswhisker2_2, preprocesswhisker2_3, roll, pitch
5200, 0.0005513583309948444, -0.00012620892084669322, -7.247382018249482e-05, 0.0024884003214538097, -0.00020951744227204472, -0.001696279039606452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5220, 0.0005206394707784057, 0.00011978613474639133, -7.189271127572283e-05, 0.002308462280780077, 0.0011777272447943687, -0.001363537274301052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3771038353443146, 2.2116944789886475
5240, 0.0007502624066546559, -0.00012560238246805966, -5.93865079281386e-05, 0.00353315775282681, -0.00025958986952900887, -0.0009044318576343358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3675507605075836, 2.243934392929077
5260, 0.0015338324010372162, 0.0003717404033523053, -7.616428047185764e-05, 0.00788144487887621, 0.0021971906535327435, -0.0008650003001093864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3474119305610657, 2.2450146675109863
5280, 0.0005432033794932067, 0.00012260372750461102, 0.0003735707432497293, 0.0025857677683234215, 0.0008919130195863545, 0.0016072513535618782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34487032890319824, 2.2413992881774902
5300, 0.001636959845200181, -0.000143303070217371, 0.00040887302020564675, 0.00827731192111969, -0.00043822097359225154, 0.001758234342560172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3663022816181183, 2.2413747310638428
5320, 0.0016933612059801817, -0.0004227440513204783, 0.0002721490745898336, 0.00824954267591238, -0.0016026425873860717, 0.000978664611466229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37774619460105896, 2.2433969974517822
5340, 0.0016261707060039043, -0.00041091651655733585, 0.00029879339854232967, 0.007701114751398563, -0.0013161114184185863, 0.0010915169259533286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34464189410209656, 2.246664524078369
5360, 0.000793580140452832, 0.00013936631148681045, 0.0006005147006362677, 0.003291188972070813, 0.0015284349210560322, 0.0026190457865595818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34629693627357483, 2.2514984607696533
5380, 0.0005251402617432177, -0.0003730032767634839, 0.0006518613663502038, 0.002088565146550536, -0.0006062188185751438, 0.0022872271947562695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3736288845539093, 2.278984785079956
5400, 0.0022485072258859873, -0.0003717309737112373, 0.0004302044690120965, 0.010384042747318745, -0.00022915241424925625, 0.001921632676385343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36351892352104187, 2.244050979614258
5420, 0.0012281076051294804, 0.0003477997670415789, 0.0004727096820715815, 0.004791214596480131, 0.0037140795029699802, 0.001635641441680491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3765425682067871, 2.2519149780273438
5440, 0.0012552833650261164, -0.00014610182552132756, 0.0005142366280779243, 0.0048478893004357815, 0.0012743689585477114, 0.002145776990801096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36771294474601746, 2.2676215171813965
5460, 0.0014856476336717606, -0.0003675109473988414, 0.00033515278482809663, 0.005639640148729086, 0.00037842217716388404, 0.00044066490954719484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3775883615016937, 2.256047010421753
5480, 0.0015322614926844835, 0.0006761092809028924, 0.00034181360388174653, 0.005820614751428366, 0.006091633345931768, 0.0002906509325839579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3357076048851013, 2.2661068439483643
5500, 0.0022504061926156282, -0.00035177491372451186, 0.0006293764454312623, 0.009202343411743641, 8.078723476501182e-05, 0.002285855822265148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3772096335887909, 2.2598958015441895
5520, 0.0007483289227820933, -0.00011519699182827026, 0.0006804752629250288, 0.001601455849595368, 0.002761649899184704, 0.001393744838424027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38173526525497437, 2.269252300262451
5540, 0.0021617880556732416, -0.00035496262717060745, 0.0012690142029896379, 0.00910437386482954, 0.000831430428661406, 0.0050931028090417385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34087422490119934, 2.2826180458068848
5560, 0.0007033717120066285, -0.00036965307663194835, 0.0013825463829562068, 0.0010545876575633883, 0.0011760096531361341, 0.0047245994210243225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3497602343559265, 2.263829469680786
5580, 0.0009433713858015835, 0.00031302773277275264, 0.0009137605666182935, 0.002190031111240387, 0.004198288545012474, 0.002233948092907667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3841671049594879, 2.2268638610839844
5600, 0.0007174366619437933, -0.000150823820149526, 0.0009686590055935085, 0.0012182353530079126, 0.0020086232107132673, 0.0014812543522566557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41379985213279724, 2.2657277584075928
5620, 0.002162663731724024, -0.000617093057371676, 0.0006175189046189189, 0.008770548738539219, -4.757426358992234e-05, 7.178156374720857e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37952104210853577, 2.286379098892212
5640, 0.0007288480992428958, -0.00017789710545912385, 0.0006191644351929426, 0.001240131095983088, 0.0022324095480144024, -0.0002610882220324129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3928254544734955, 2.2659523487091064
5660, 0.0005110127385705709, -0.0004075501055922359, 0.0003843434387817979, -3.6161734897177666e-05, 0.0009774108184501529, -0.0010661572450771928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4051138460636139, 2.2386891841888428
5680, 0.002115561394020915, -0.00040843174792826176, 0.0003653923631645739, 0.008089875802397728, 0.000957740587182343, -0.0011467557633295655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39441001415252686, 2.2564187049865723
5700, 0.0009888113709166646, 0.0005408684373833239, 0.0003514150739647448, 0.002079195808619261, 0.005476213060319424, -0.001231459784321487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3599163293838501, 2.2883760929107666
5720, 0.0007733598467893898, -0.0001717273407848552, 0.0001751212403178215, 0.0013267574831843376, 0.0018315092893317342, -0.0025045869406312704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39137592911720276, 2.264918804168701
5740, 0.0014629173092544079, 0.0005412462633103132, 0.00012795213842764497, 0.004893941339105368, 0.006281678564846516, -0.0024458488915115595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38959112763404846, 2.264362335205078
5760, 0.0019002255285158753, -0.0010619750246405602, 0.0004544290422927588, 0.006970259826630354, -0.0017127309693023562, -0.00012947387585882097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4075770378112793, 2.235198974609375
5780, 0.000772885512560606, 7.275662937900051e-05, 0.00046266106073744595, 0.0004033248987980187, 0.004856626037508249, -0.00010652740456862375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4048024117946625, 2.2344210147857666
5800, 0.0021027715411037207, -0.0003977537853643298, 0.00028128179837949574, 0.007202080450952053, 0.0022377544082701206, -0.0007995488704182208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42849618196487427, 2.2545483112335205
5820, 0.0014627594500780106, -0.00039332514279522, 0.00026478045037947595, 0.003725678427144885, 0.0018299354705959558, -0.0011880053207278252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40687671303749084, 2.269047737121582
