timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop, yaw, laserFront
17202, 0.00786945316940546, -0.0006017794949002564, 0.011738832108676434, 0.014218859374523163, -0.001710031647235155, 0.005749222822487354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17222, 0.008159801363945007, -0.0006359481485560536, 0.011854349635541439, 0.014816566370427608, -0.0017223350005224347, 0.005782000720500946, 113112.1875, 145847.171875, 88842.59375, 113006.7890625, 138091.0, 94620.8125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06512124091386795, 0.0
17242, 0.00689499918371439, -0.0015508828219026327, 0.0104518448933959, 0.011439859867095947, -0.004354718141257763, -0.0026341525372117758, 113115.7734375, 145852.625, 88846.4609375, 113008.25, 138089.25, 94619.578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06384094804525375, 0.0
17262, 0.006586909759789705, 0.0005018195952288806, 0.010402277112007141, 0.0107550835236907, 0.0015018889680504799, -0.0026761149056255817, 113121.515625, 145848.015625, 88845.6640625, 113003.2578125, 138091.0, 94622.0390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061868369579315186, 0.0
17282, 0.006807745900005102, 0.0005337399197742343, 0.01034932304173708, 0.011439764872193336, 0.0016517463373020291, -0.0026305406354367733, 113118.6484375, 145850.3125, 88844.1796875, 113006.1015625, 138089.25, 94622.8046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06037549301981926, 0.0
17302, 0.007037688046693802, 0.0005683598574250937, 0.010585456155240536, 0.012307477183640003, 0.0019220687681809068, -0.00103770662099123, 113112.90625, 145839.78125, 88847.25, 113001.8046875, 138081.90625, 94624.796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059406980872154236, 0.0
17322, 0.006215107627213001, 0.0004336635465733707, 0.010568879544734955, 0.01013307273387909, 0.001548132160678506, -0.0008702271152287722, 113110.75, 145844.375, 88844.1796875, 112999.6484375, 138088.71875, 94622.8046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06069665774703026, 0.0
17342, 0.006419207900762558, 0.0004652639909181744, 0.010730061680078506, 0.010870791971683502, 0.0016880338080227375, -0.00013165756536182016, 113117.2109375, 145857.703125, 88837.5859375, 113002.4921875, 138086.96875, 94620.046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05974296107888222, 0.0
17362, 0.0066455756314098835, 0.0005052696214988828, 0.010730470530688763, 0.0116818156093359, 0.0024570985697209835, -5.371107909013517e-05, 113107.15625, 145855.40625, 88843.7265625, 112999.6484375, 138088.71875, 94621.2734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06122233718633652, 0.0
17382, 0.006926284171640873, 0.0005572485970333219, 0.009646330960094929, 0.012715056538581848, 0.0027402497362345457, -0.005523428320884705, 113125.8203125, 145851.28125, 88840.65625, 113001.8046875, 138093.265625, 94632.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059191975742578506, 0.0
