timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop, yaw, laserFront
39846, 0.002244714181870222, -0.0007717378903180361, 0.008419987745583057, 0.002554678125306964, -0.001986466348171234, -0.004399930592626333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
39866, 0.0032112852204591036, -0.0007675230735912919, 0.008586296811699867, 0.007560985628515482, -0.0021077515557408333, -0.0036885107401758432, 113115.0390625, 145852.1875, 89496.7265625, 113050.640625, 138098.65625, 94762.6171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09785299748182297, 0.0
39886, 0.0029471437446773052, -0.0002959077537525445, 0.008515209890902042, 0.0063957273960113525, 0.0005470190662890673, -0.004227438010275364, 113119.34375, 145840.6875, 89501.765625, 113054.9453125, 138096.390625, 94759.390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09890539944171906, 0.0
39906, 0.0021942739840596914, -0.0005385298863984644, 0.009088441729545593, 0.002095610834658146, -0.0007787377689965069, -0.001488794106990099, 113114.3203125, 145854.015625, 89500.6171875, 113047.8046875, 138104.453125, 94763.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09652890264987946, 0.0
39926, 0.0030971337109804153, -0.0003072515537496656, 0.00905633345246315, 0.007114842534065247, 0.0006937566213309765, -0.001989163691177964, 113118.625, 145848.078125, 89503.34375, 113052.1015625, 138103.203125, 94756.6328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09644535183906555, 0.0
39946, 0.003260766388848424, -0.0002932352654170245, 0.008589518256485462, 0.0078123160637915134, 0.0005380258080549538, -0.005159552209079266, 113117.1875, 145845.28125, 89501.765625, 113049.1796875, 138098.140625, 94763.3828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0960063487291336, 0.0
39966, 0.0022468017414212227, -0.0005384372198022902, 0.008501837030053139, 0.001978763611987233, -0.0009635076858103275, -0.005939831491559744, 113115.0390625, 145850.375, 89501.765625, 113054.9453125, 138098.140625, 94761.3828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09707696735858917, 0.0
39986, 0.0042166439816355705, -0.00029007901321165264, 0.008205466903746128, 0.01233347225934267, 0.0007083690725266933, -0.007323580794036388, 113113.6015625, 145843.953125, 89498.671875, 113048.4921875, 138094.625, 94756.6328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09948990494012833, 0.0
40006, 0.0022863205522298813, -0.0007595730130560696, 0.008072912693023682, 0.002190396888181567, -0.0014340013731271029, -0.008197885006666183, 113119.34375, 145852.671875, 89499.8203125, 113039.8828125, 138098.65625, 94766.3125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09939063340425491, 0.0
40026, 0.004167476203292608, 0.00016224237333517522, 0.008335712365806103, 0.012109254486858845, 0.0037570209242403507, -0.007343580946326256, 113112.1640625, 145845.28125, 89501.765625, 113054.2578125, 138098.140625, 94758.625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08904320001602173, 0.0
40046, 0.002293400000780821, -0.00031462707556784153, 0.008221670985221863, 0.0012837335234507918, 0.0016622648108750582, -0.00635762233287096, 113112.8828125, 145843.46875, 89497.0859375, 113049.953125, 138096.390625, 94758.625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09107193350791931, 0.0
40066, 0.0041086431592702866, -0.0003155443992000073, 0.007678336463868618, 0.010903804562985897, 0.0025338490959256887, -0.009539230726659298, 113117.1875, 145848.078125, 89499.8203125, 113045.6484375, 138096.390625, 94759.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09197913110256195, 0.0
40086, 0.0032643896993249655, -0.0002953492512460798, 0.0074935127049684525, 0.005741667468100786, 0.0026581056881695986, -0.010238105431199074, 113113.6015625, 145850.375, 89502.5546875, 113041.34375, 138098.140625, 94761.09375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09063082933425903, 0.0
40106, 0.004184836521744728, -6.5981199441012e-05, 0.007304660975933075, 0.010908356867730618, 0.0036359240766614676, -0.01013112347573042, 113117.90625, 145845.765625, 89506.796875, 113052.1015625, 138104.96875, 94757.8671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09285558760166168, 0.0
40126, 0.0022634791675955057, -0.0002610092342365533, 0.009140260517597198, 8.789656567387283e-05, 0.002235644031316042, -5.4453648772323504e-05, 113111.4453125, 145845.765625, 89507.5859375, 113044.875, 138098.65625, 94761.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09003075212240219, 0.0
40146, 0.0022686116863042116, -0.00021496953559108078, 0.009133508428931236, 0.0005745890666730702, 0.0025882148183882236, -0.0007794221746735275, 113115.0390625, 145851.71875, 89504.8515625, 113038.421875, 138102.171875, 94757.3984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09092579036951065, 0.0
40166, 0.0022459733299911022, -0.0002471507468726486, 0.009898088872432709, 0.00026511569740250707, 0.002695601200684905, 0.0029022980015724897, 113112.1640625, 145844.8125, 89509.53125, 113036.9609375, 138095.34375, 94754.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08975793421268463, 0.0
40186, 0.003015432506799698, -0.000487057986902073, 0.009957524947822094, 0.004022115375846624, 0.0020134979858994484, 0.002436400158330798, 113112.1640625, 145841.171875, 89507.5859375, 113048.4921875, 138096.390625, 94755.3984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0915788859128952, 0.0
40206, 0.002215437823906541, -0.00047633954090997577, 0.010800736956298351, 0.0002951272181235254, 0.0023130467161536217, 0.005657497327774763, 113111.4453125, 145845.28125, 89506.796875, 113042.0390625, 138105.484375, 94761.09375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09240894019603729, 0.0
40226, 0.002224183641374111, -0.0004706726176664233, 0.010917390696704388, 0.00017944927094504237, 0.002512098988518119, 0.0055505335330963135, 113119.34375, 145852.1875, 89508.3828125, 113047.8046875, 138096.390625, 94761.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0932476818561554, 0.0
40246, 0.004157988354563713, -2.530214624130167e-05, 0.010221393778920174, 0.009913220070302486, 0.004607086535543203, 0.0007996269850991666, 113108.5703125, 145849.40625, 89502.9140625, 113045.6484375, 138099.890625, 94759.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09413892775774002, 0.0
40266, 0.0034897441510111094, -0.00025110834394581616, 0.010239200666546822, 0.006167296785861254, 0.00297179096378386, 3.728279625647701e-05, 113112.1640625, 145851.234375, 89507.5859375, 113047.8046875, 138093.59375, 94755.8671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09441100805997849, 0.0
40286, 0.004050449002534151, -0.0002226582873845473, 0.010236663743853569, 0.008904162794351578, 0.003401390975341201, -0.00024474499514326453, 113112.8828125, 145849.40625, 89509.53125, 113041.34375, 138100.421875, 94759.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09533153474330902, 0.0
40306, 0.002215809188783169, -0.0005207160138525069, 0.010561433620750904, -0.00046906498027965426, 0.001942250644788146, 0.0008459704113192856, 113116.46875, 145841.171875, 89517.296875, 113045.6484375, 138096.390625, 94763.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09695781022310257, 0.0
40326, 0.003942912444472313, -3.077210931223817e-05, 0.010584943927824497, 0.00871709268540144, 0.004588643554598093, 0.00033023772994056344, 113108.5703125, 145845.28125, 89507.5859375, 113043.5, 138098.65625, 94763.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09995213150978088, 0.0
40346, 0.0029778005555272102, -0.0005174060934223235, 0.00994756631553173, 0.003885590936988592, 0.0020032511092722416, -0.003570150351151824, 113112.1640625, 145848.921875, 89508.734375, 113052.1015625, 138098.140625, 94761.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1001877412199974, 0.0
40366, 0.003911819774657488, 0.00016604497795924544, 0.009869216941297054, 0.008685719221830368, 0.0049614557065069675, -0.004474542569369078, 113112.1640625, 145851.71875, 89516.5078125, 113041.265625, 138092.359375, 94754.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09948031604290009, 0.0
40386, 0.0031742334831506014, -0.0003149226831737906, 0.01026732288300991, 0.004284446593374014, 0.0024780614767223597, -0.002619023434817791, 113109.2890625, 145849.890625, 89513.7734375, 113043.5, 138093.59375, 94759.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09683756530284882, 0.0
40406, 0.002241057576611638, 0.00019187008729204535, 0.010207999497652054, -0.0005376068293116987, 0.005933997221291065, -0.00333747873082757, 113112.8828125, 145847.109375, 89511.46875, 113039.8828125, 138100.421875, 94759.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09619726985692978, 0.0
40426, 0.002953957300633192, -0.000530283257830888, 0.010476836003363132, 0.0030643257778137922, 0.0024236049503087997, -0.0022369585931301117, 113112.1640625, 145852.1875, 89511.46875, 113044.1875, 138100.421875, 94754.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09602448344230652, 0.0
40446, 0.003974081948399544, -0.00027025819872505963, 0.010426850989460945, 0.008150913752615452, 0.003848657011985779, -0.002729130908846855, 113110.7265625, 145847.59375, 89507.5859375, 113043.5, 138102.171875, 94754.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09557217359542847, 0.0
40466, 0.0032659564167261124, -0.0002495033259037882, 0.010623042471706867, 0.00405039032921195, 0.0035970420576632023, -0.0019147450802847743, 113120.0625, 145850.75, 89514.921875, 113044.1875, 138089.5625, 94761.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09360553324222565, 0.0
40486, 0.0030043693259358406, -0.0002567966585047543, 0.010579702444374561, 0.0029516201466321945, 0.0034773426596075296, -0.0026615627575665712, 113111.4453125, 145844.8125, 89514.5625, 113043.5, 138093.59375, 94763.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09469515085220337, 0.0
40506, 0.003557048039510846, -0.0007803525659255683, 0.01051525678485632, 0.0059061660431325436, 0.00038372460403479636, -0.00361600611358881, 113111.4453125, 145841.171875, 89519.59375, 113044.1875, 138094.109375, 94763.0859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0953521803021431, 0.0
40526, 0.0034772108774632215, -0.0005202569300308824, 0.009793655015528202, 0.005130205303430557, 0.0015699611976742744, -0.007318682968616486, 113114.3203125, 145852.1875, 89509.53125, 113037.046875, 138095.875, 94757.1015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09441705048084259, 0.0
40546, 0.0042754593305289745, -0.0002690836554393172, 0.00963475089520216, 0.008770481683313847, 0.0029287906363606453, -0.008167103864252567, 113104.265625, 145844.8125, 89513.4140625, 113038.421875, 138100.421875, 94761.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0941215232014656, 0.0
40566, 0.00383069459348917, -0.00022675858053844422, 0.009196417406201363, 0.006263559218496084, 0.002997180912643671, -0.010662932880222797, 113104.265625, 145845.28125, 89518.4453125, 113039.8828125, 138095.34375, 94761.8515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0957144945859909, 0.0
40586, 0.0036245149094611406, -0.0001853565190685913, 0.00897267647087574, 0.005120605230331421, 0.002695005154237151, -0.011418771930038929, 113112.1640625, 145847.109375, 89511.46875, 113044.1875, 138094.109375, 94759.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09323747456073761, 0.0
40606, 0.004419002681970596, -0.00019681130652315915, 0.008376571349799633, 0.008568523451685905, 0.0026654491666704416, -0.013731814920902252, 113111.4453125, 145852.1875, 89512.6171875, 113042.8125, 138104.96875, 94757.8671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09152675420045853, 0.0
40626, 0.002292364602908492, -0.0001768781803548336, 0.008105702698230743, -0.002446565078571439, 0.0026305848732590675, -0.014342895708978176, 113104.265625, 145854.015625, 89523.125, 113044.9609375, 138099.890625, 94756.6328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09061499685049057, 0.0
