timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, laserFront, KFwhisker1, KFwhisker2
102553, 0.00415417505428195, -0.0015887693734839559, 0.007303259335458279, 0.01165209524333477, -0.0017733190907165408, -0.0025092170108109713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
102573, 0.004387842025607824, -0.0016265027225017548, 0.007540091872215271, 0.012377760373055935, -0.001834335271269083, -0.0010730971116572618, 130307.4453125, 156426.765625, 91187.125, 125868.171875, 140186.921875, 103490.6953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009662384167313576, 0.0, 0, 0
102593, 0.004642975516617298, -0.0016638301312923431, 0.007518393453210592, 0.013150297105312347, -0.0019451247062534094, -0.0010400769533589482, 130305.203125, 156432.53125, 91185.96875, 125868.171875, 140191.46875, 103488.6171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010811284184455872, 0.0, 0.0, 0.0
102613, 0.0048965224996209145, -0.0017035022610798478, 0.008117806166410446, 0.013750030659139156, -0.001772862859070301, 0.0023952899500727654, 130309.0625, 156432.53125, 91178.140625, 125868.796875, 140189.203125, 103489.3671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010728901252150536, 0.0, 0.0, 0.0
102633, 0.005178906489163637, -0.001736972713842988, 0.008166071958839893, 0.014517705887556076, -0.0016072680009528995, 0.0023273120168596506, 130302.9609375, 156426.765625, 91184.3671875, 125864.3515625, 140187.953125, 103490.6953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011793411336839199, 0.0, 0.0, 0.0
102653, 0.005463190842419863, -0.0017698564333841205, 0.00853788387030363, 0.014803905971348286, -0.0016616019420325756, 0.004041345790028572, 130302.9609375, 156428.6875, 91181.2578125, 125868.171875, 140191.46875, 103491.4375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013651913031935692, 0.0, 0.0, 0.0
102673, 0.0057677580043673515, -0.001797462347894907, 0.008620472624897957, 0.01563739962875843, -0.0014412172604352236, 0.004135277587920427, 130303.5859375, 156432.53125, 91187.125, 125865.953125, 140196.53125, 103492.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012796370312571526, 0.0, 0.0, 0.0
102693, 0.00400789687409997, -0.0015908690402284265, 0.008050510659813881, 0.010667404159903526, -0.0006100035388953984, 0.0007543351384811103, 130308.0703125, 156424.84375, 91179.296875, 125871.015625, 140193.75, 103494.09375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014599576592445374, 0.0, 0.0, 0.0
102713, 0.004225631710141897, -0.0015998968156054616, 0.008068053983151913, 0.011132145300507545, -0.00023516362125519663, 0.000994421890936792, 130304.578125, 156430.609375, 91180.1015625, 125864.3515625, 140190.953125, 103492.765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01468065194785595, 0.0, 0.0, 0.0
102733, 0.004462461918592453, -0.0015997415175661445, 0.007668448146432638, 0.011600320227444172, 0.0001347624056506902, -0.0008756900788284838, 130315.171875, 156428.6875, 91185.96875, 125868.171875, 140193.234375, 103498.2421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011916578747332096, 0.0, 0.0, 0.0
