timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, laserFront, KFwhisker1, KFwhisker2
15820, -0.008347087539732456, -0.1496948003768921, 0.007555331103503704, 0.007427208125591278, 0.0034703142009675503, -0.0026779386680573225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15840, -0.008570060133934021, -0.14968691766262054, 0.0076928469352424145, 0.006283649243414402, 0.0033212353009730577, -0.0017770755803212523, 129131.3046875, 155901.328125, 89005.125, 126620.4609375, 140528.265625, 101750.5390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.30997398495674133, 0.0, 0.0, 0.0
15860, -0.0100531205534935, -0.15073640644550323, 0.007671221625059843, -0.002016614191234112, -0.002641108352690935, -0.001741371233947575, 129132.578125, 155901.328125, 89010.90625, 126622.0546875, 140534.5625, 101753.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3086300492286682, 0.0, 0.0, 0.0
15880, -0.00858093798160553, -0.14969022572040558, 0.0077945697121322155, 0.006396249867975712, 0.0031172065064311028, -0.000704136211425066, 129134.8125, 155903.234375, 89010.09375, 126624.8984375, 140536.3125, 101754.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.30501648783683777, 0.0, 0.0, 0.0
15900, -0.008959893137216568, -0.1505320817232132, 0.007784690707921982, 0.004155613947659731, -0.0013962590601295233, -0.0008030175813473761, 129132.578125, 155905.125, 89011.71875, 126622.6796875, 140536.828125, 101752.59375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.30498579144477844, 0.0, 0.0, 0.0
15920, -0.008533742278814316, -0.14965766668319702, 0.00785599835216999, 0.006705827079713345, 0.0037542202044278383, -0.0008552041254006326, 129137.046875, 155901.328125, 89012.8359375, 126622.6796875, 140535.078125, 101752.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3041347563266754, 0.0, 0.0, 0.0
15940, -0.009414568543434143, -0.15053953230381012, 0.007859572768211365, 0.0020049584563821554, -0.0007239513797685504, -0.0009099423186853528, 129133.53125, 155903.234375, 89012.3359375, 126622.0546875, 140532.8125, 101753.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.30666810274124146, 0.0, 0.0, 0.0
15960, -0.009380124509334564, -0.15054745972156525, 0.007079409435391426, 0.0022469761315733194, -0.0003438662679400295, -0.004973489325493574, 129135.4453125, 155899.421875, 89012.0234375, 126627.7421875, 140523.734375, 101755.9375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.30090829730033875, 0.0, 0.0, 0.0
15980, -0.008066948503255844, -0.15013834834098816, 0.006981276907026768, 0.009287778288125992, 0.0022968612611293793, -0.005152873694896698, 129128.75, 155905.125, 89015.8828125, 126621.703125, 140520.234375, 101752.59375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3006552457809448, 0.0, 0.0, 0.0
16000, -0.009992504492402077, -0.15076443552970886, 0.006912371143698692, -0.0014187231427058578, -0.0010260813869535923, -0.005661631003022194, 129130.984375, 155903.234375, 89017.0, 126633.1484375, 140535.078125, 101754.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2957088351249695, 0.0, 0.0, 0.0
16020, -0.00806858204305172, -0.14970572292804718, 0.0068241870030760765, 0.009199876338243484, 0.005247698165476322, -0.005151856224983931, 129126.515625, 155903.234375, 89022.7890625, 126630.9296875, 140536.3125, 101753.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3021833598613739, 0.0, 0.0, 0.0
16040, -0.009170941077172756, -0.15032638609409332, 0.007599989417940378, 0.0031220249366015196, 0.0018092013197019696, -0.0007144275004975498, 129130.984375, 155903.234375, 89015.8828125, 126622.0546875, 140530.03125, 101753.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.29831913113594055, 0.0, 0.0, 0.0
16060, -0.009100895375013351, -0.15028971433639526, 0.007578429765999317, 0.0035941191017627716, 0.001658483175560832, -0.0010253856889903545, 129138.640625, 155899.421875, 89015.8828125, 126627.1171875, 140532.296875, 101753.3515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2904312014579773, 0.0, 0.0, 0.0
16080, -0.010007359087467194, -0.1507420837879181, 0.006959777325391769, -0.0015758380759507418, -0.0005872740293852985, -0.004278864711523056, 129134.171875, 155905.125, 89019.7421875, 126624.8984375, 140535.078125, 101752.59375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.28970521688461304, 0.0, 0.0, 0.0
16100, -0.00976590532809496, -0.150736466050148, 0.0068779573775827885, -7.562443352071568e-05, 0.0007917402544990182, -0.00491543672978878, 129136.40625, 155901.328125, 89020.859375, 126624.2734375, 140530.53125, 101761.5625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2876470685005188, 0.0, 0.0, 0.0
16120, -0.008403285406529903, -0.14960068464279175, 0.006786340847611427, 0.007165560964494944, 0.008119857870042324, -0.004787002690136433, 129138.0, 155903.234375, 89022.7890625, 126624.8984375, 140536.3125, 101756.15625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2854934632778168, 0.0, 0.0, 0.0
16140, -0.007955574430525303, -0.14961722493171692, 0.006783658172935247, 0.009127560071647167, 0.007985723204910755, -0.0036855691578239202, 129131.3046875, 155905.125, 89022.7890625, 126624.8984375, 140534.046875, 101758.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.28372621536254883, 0.0, 0.0, 0.0
16160, -0.009549258276820183, -0.1512068808078766, 0.006748344283550978, -0.0005369950085878372, -0.0017722488846629858, -0.0032516256906092167, 129137.046875, 155903.234375, 89020.859375, 126630.9296875, 140530.03125, 101756.6953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2887721359729767, 0.0, 0.0, 0.0
16180, -0.008838212117552757, -0.14957180619239807, 0.006376688368618488, 0.003305847058072686, 0.006888129748404026, -0.005193477962166071, 129136.40625, 155905.125, 89017.0, 126628.7109375, 140530.03125, 101757.234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.28596216440200806, 0.0, 0.0, 0.0
16200, -0.008564299903810024, -0.14951451122760773, 0.006272927392274141, 0.004688313230872154, 0.008061223663389683, -0.0053789992816746235, 129131.9375, 155901.328125, 89013.953125, 126628.7109375, 140534.5625, 101756.15625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.28395798802375793, 0.0, 0.0, 0.0
16220, -0.008584527298808098, -0.14953769743442535, 0.006476926151663065, 0.004004433751106262, 0.008382408879697323, -0.003595599438995123, 129134.171875, 155901.328125, 89021.6640625, 126624.2734375, 140530.03125, 101758.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2822614312171936, 0.0, 0.0, 0.0
16240, -0.010024859569966793, -0.15050916373729706, 0.006411877926439047, -0.00386020727455616, 0.001985957147553563, -0.003750382224097848, 129126.515625, 155901.328125, 89019.7421875, 126622.6796875, 140532.8125, 101762.1015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2810570299625397, 0.0, 0.0, 0.0
