timeTick, stateX, stateY, stateVX, stateVY, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, accx, accy, accz, KFwhisker1, KFwhisker2, Position X, Position Y, yaw
11413, 0.004189411643892527, 0.0001809538807719946, 0.011880150064826012, -0.00041832926217466593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3431856632232666, 0.014523077756166458, -0.05120823781181933
11432, 0.004433416295796633, 0.00018665903189685196, 0.01306955050677061, -0.0005483031854964793, 130009.109375, 156447.890625, 91568.9375, 117810.3828125, 141821.75, 102436.609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19936101138591766, 414.0, 0.06373699009418488, 0.003537906100973487, 0.9971482157707214, 0.0, 0.0, -2.3432435989379883, 0.014539281837642193, -0.051424183832539876
11452, 0.0032370327971875668, 0.00018063442257698625, 0.00737471180036664, -0.0005499168764799833, 130017.453125, 156444.046875, 91560.7265625, 117816.2421875, 141828.578125, 102435.296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19861167669296265, 414.0, 0.06324920058250427, 0.004240663256496191, 0.9990845322608948, 0.0, 0.0, -2.343287467956543, 0.014445397071540356, -0.05094335410039655
11472, 0.004571150057017803, 0.00018063791503664106, 0.01362539827823639, -0.0005185094778425992, 130021.9375, 156445.96875, 91571.6953125, 117822.7734375, 141830.859375, 102431.9140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1991422474384308, 32766.0, 0.06440142542123795, 0.0047386582009494305, 1.0001927614212036, 0.0, 0.0, -2.3432700634002686, 0.014218484051525593, -0.05191069305962891
11492, 0.004695195704698563, 0.00017972082423511893, 0.013988344930112362, -0.0001776165736373514, 130018.703125, 156444.046875, 91572.859375, 117819.921875, 141830.859375, 102438.671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20026177167892456, 32766.0, 0.06313303858041763, 0.005420621018856764, 0.9985865354537964, 0.0, 0.0, -2.3431551456451416, 0.014164063148200512, -0.051453077515191924
11512, 0.004277895204722881, 0.00047195100341923535, 0.011691358871757984, 0.00145336810965091, 130031.2734375, 156449.8125, 91568.9375, 117819.921875, 141835.90625, 102442.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20107565820217133, 32766.0, 0.06275006383657455, 0.005255540832877159, 0.9975136518478394, 0.0, 0.0, -2.343254566192627, 0.014518268406391144, -0.05133077517097695
11532, 0.003350211773067713, 0.0001827210799092427, 0.007174020167440176, 0.00011274102871539071, 130024.1796875, 156444.046875, 91575.6171875, 117828.6328125, 141834.921875, 102440.734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.201358363032341, 416.0, 0.06544404476881027, 0.00525627052411437, 0.998435914516449, 0.0, 0.0, -2.3431873321533203, 0.014475004747509956, -0.05079048008860173
11552, 0.003114243969321251, 0.00017831202421803027, 0.006392043083906174, 0.00020569746266119182, 130024.8046875, 156445.96875, 91574.453125, 117820.59375, 141837.6875, 102441.484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20120146870613098, 416.0, 0.06309568881988525, 0.005171369761228561, 0.9981253743171692, 0.0, 0.0, -2.3432955741882324, 0.014587524347007275, -0.05098088617415537
11572, 0.0031816838309168816, -0.00011811649892479181, 0.006952350493520498, -0.0012264038668945432, 130026.421875, 156451.734375, 91577.578125, 117830.140625, 141832.640625, 102448.8125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20238062739372253, 416.0, 0.06559924781322479, 0.008359754458069801, 1.0012834072113037, 0.0, 0.0, -2.343095302581787, 0.014284228906035423, -0.05125926254820806
11592, 0.0031057866290211678, 0.00016171633615158498, 0.006629380397498608, 0.000487788172904402, 130034.140625, 156445.96875, 91586.953125, 117831.640625, 141841.25, 102448.2421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2027040719985962, 32766.0, 0.06250865012407303, 0.007672786246985197, 0.9962957501411438, 0.0, 0.0, -2.343141794204712, 0.013715745881199837, -0.0496616180524401
