timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, laserFront, KFwhisker1, KFwhisker2, Position X, Position Y, Position Z, yaw
15151, 0.005951321683824062, -0.004928868263959885, 0.0004244144365657121, 0.004009665455669165, -0.0010270242346450686, -0.00011069411993958056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.0146887302398682, 0.024028941988945007, 1.3788537979125977, -0.04433624437377915
15171, 0.006895513739436865, -0.00494261272251606, 0.000649839814286679, 0.008418531157076359, -0.0012542052427306771, 0.0008979869890026748, 127744.9765625, 156440.203125, 89726.53125, 116112.9375, 141349.03125, 100248.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08752019703388214, 297.0, 0.0, 0.0, -1.0147733688354492, 0.024163473397493362, 1.3789522647857666, -0.04340796049945453
15191, 0.006223746109753847, -0.004932829644531012, 0.0006740407552570105, 0.005132739432156086, -0.0012162774801254272, 0.0009753721533343196, 127744.0234375, 156440.203125, 89727.6640625, 116120.234375, 141351.3125, 100248.8828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08865802735090256, 298.0, 0.0, 0.0, -1.0146898031234741, 0.024020077660679817, 1.3788790702819824, -0.04456926254095427
15212, 0.006243271287530661, -0.005863764323294163, 0.0012153591960668564, 0.005422602407634258, -0.005480813793838024, 0.004008405841886997, 127742.4296875, 156442.125, 89725.7265625, 116120.9140625, 141347.265625, 100244.0390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0880049392580986, 298.0, 0.0, 0.0, -1.0146650075912476, 0.02404017187654972, 1.3788816928863525, -0.043856582248638976
15231, 0.0059157004579901695, -0.004929605405777693, 0.0013097376795485616, 0.003897174960002303, -0.0007452772697433829, 0.004466791171580553, 127737.328125, 156440.203125, 89725.7265625, 116118.75, 141351.3125, 100250.171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08810333907604218, 298.0, 0.0, 0.0, -1.0147029161453247, 0.024066219106316566, 1.3788652420043945, -0.044020957595138493
15252, 0.006848697550594807, -0.004942122381180525, 0.0012441279832273722, 0.008316244930028915, -0.000606102286837995, 0.0034399391151964664, 127741.7890625, 156442.125, 89732.6875, 116123.0859375, 141350.8125, 100244.7890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08702238649129868, 301.0, 0.0, 0.0, -1.0147050619125366, 0.0240455474704504, 1.378904938697815, -0.04432770910050437
15271, 0.006197172682732344, -0.004941348917782307, 0.001316939597018063, 0.005278472788631916, -0.0005660186288878322, 0.003291049273684621, 127735.09375, 156438.28125, 89729.609375, 116128.8984375, 141350.8125, 100242.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08793604373931885, 301.0, 0.0, 0.0, -1.0146713256835938, 0.024012133479118347, 1.3788878917694092, -0.04387396737422012
15292, 0.006309558171778917, -0.0049522314220666885, 0.0013847668888047338, 0.005945442244410515, -0.0004946994013153017, 0.0035042809322476387, 127751.671875, 156440.203125, 89736.5625, 116120.9140625, 141357.640625, 100246.078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08756403625011444, 301.0, 0.0, 0.0, -1.0146793127059937, 0.023992497473955154, 1.3788871765136719, -0.04509366854974493
15312, 0.005644805263727903, -0.004933925345540047, 0.0012983239721506834, 0.002395664807409048, -0.00036026095040142536, 0.0027918003033846617, 127733.5078125, 156440.203125, 89729.609375, 116118.0703125, 141346.765625, 100247.3671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0879194363951683, 302.0, 0.0, 0.0, -1.0146048069000244, 0.024125024676322937, 1.3788999319076538, -0.04467649789512079
15331, 0.005974229890853167, -0.0049389321357011795, 0.001350932870991528, 0.004302229732275009, -0.000458965718280524, 0.0024771729949861765, 127739.5625, 156442.125, 89727.6640625, 116112.9375, 141348.03125, 100252.2109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08867165446281433, 302.0, 0.0, 0.0, -1.0147109031677246, 0.02422880381345749, 1.3788801431655884, -0.04359818736979663
