timeTick, stateX, stateY, stateVX, stateVY, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, gpislabel, KFwhisker1, KFwhisker2, Position X, Position Y, yaw
16313, 0.004512751009315252, -0.03156616911292076, 0.002836116123944521, -0.002881007269024849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.2807231843471527, 0.19680319726467133, -0.014962913848647355
16333, 0.005600166041404009, -0.03197968006134033, 0.008925291709601879, -0.004699748009443283, 135865.078125, 155611.296875, 88724.2109375, 130601.9765625, 145434.921875, 105199.984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9217126369476318, 326.0, 0.0, 0.0, 0.0, -0.28072479367256165, 0.19678524136543274, -0.015099013573741119
16353, 0.004700313787907362, -0.03178153187036514, 0.004177944269031286, -0.0037316675297915936, 135866.75, 155605.625, 88723.3984375, 130599.1484375, 145439.0, 105202.6484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9212735891342163, 326.0, 0.0, 0.0, 0.0, -0.2806992530822754, 0.19676294922828674, -0.014365345472012691
16373, 0.005894119385629892, -0.026503102853894234, 0.0105843311175704, 0.02472410909831524, 135866.75, 155607.515625, 88723.3984375, 130608.6796875, 145438.53125, 105200.5703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9198082685470581, 331.0, 0.0, 0.0, 0.0, -0.28071776032447815, 0.19677689671516418, -0.014437604992170555
16393, 0.003921554423868656, -0.027811260893940926, -0.0006836188258603215, 0.01592729426920414, 135858.3125, 155605.625, 88720.3671875, 130603.6171875, 145438.0625, 105200.5703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9190263152122498, 331.0, 0.0, 0.0, 0.0, -0.2807166576385498, 0.19679835438728333, -0.014509732507250944
16413, 0.005768638104200363, -0.026553988456726074, 0.009595056064426899, 0.021620558574795723, 135864.484375, 155607.515625, 88722.2890625, 130600.34375, 145439.0, 105204.140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9179667234420776, 331.0, 0.0, 0.0, 0.0, -0.28069859743118286, 0.19679351150989532, -0.014820378566218503
16433, 0.004131179302930832, -0.02759653888642788, 0.00022641607210971415, 0.01387697085738182, 135861.640625, 155609.40625, 88727.2421875, 130602.578125, 145439.0, 105197.8984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9169958829879761, 325.0, 0.0, 0.0, 0.0, -0.28072115778923035, 0.19678178429603577, -0.014735991625755234
16453, 0.003934166394174099, -0.027901846915483475, -0.00015813944628462195, 0.011044624261558056, 135867.8125, 155607.515625, 88728.0546875, 130608.6796875, 145440.328125, 105195.0703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9138408303260803, 325.0, 0.0, 0.0, 0.0, -0.28068992495536804, 0.19680093228816986, -0.01470713715789603
16473, 0.006531982682645321, -0.028089331462979317, 0.013699168339371681, 0.009150826372206211, 135859.984375, 155605.625, 88725.3203125, 130603.6171875, 145437.203125, 105201.3125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9126709699630737, 325.0, 0.0, 0.0, 0.0, -0.28067252039909363, 0.19670680165290833, -0.015174708130546128
16493, 0.010672436095774174, -0.02976643107831478, 0.03453090414404869, -0.00021968591318000108, 135869.0, 155607.515625, 88726.1328125, 130608.0859375, 145434.921875, 105202.6484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9100430607795715, 331.0, 0.0, 0.0, 0.0, -0.2807047665119171, 0.1965673565864563, -0.017080405706239768
