timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, stateouterloop, yaw, laserFront, Position X, Position Y, Position Z, yaw
31198, 0.0038915977347642183, 0.0030961562879383564, 0.008816010318696499, 4.871837973041693e-06, 0.00695329112932086, -0.0029846441466361284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.3677348494529724, 0.014188582077622414, -0.528137743473053, -0.04483433646501643
31218, 0.004823558032512665, 0.0019376958953216672, 0.008766494691371918, 0.004985526204109192, 0.0006210143328644335, -0.0033195840660482645, 134025.734375, 156046.0, 92157.5390625, 123525.625, 142862.578125, 104287.2265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1755051612854004, 246.0, -0.367814302444458, 0.014205876737833023, -0.5282396078109741, -0.041091366986510024
31238, 0.0048826648853719234, 0.0024305854458361864, 0.008420259691774845, 0.005200113169848919, 0.0034443235490471125, -0.005095969885587692, 134030.234375, 156044.09375, 92162.2734375, 123526.265625, 142858.03125, 104287.8125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17625217139720917, 246.0, -0.3669102191925049, 0.005584717728197575, -0.5282102227210999, -3.1082807436416324
31258, 0.00544313807040453, 0.0024619607720524073, 0.00831553339958191, 0.008147853426635265, 0.0034991973079741, -0.0052779242396354675, 134021.828125, 156046.0, 92170.4921875, 123526.265625, 142866.640625, 104288.5625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17625388503074646, 246.0, -0.36695557832717896, 0.0054233744740486145, -0.5280957221984863, -3.108684410945803
31278, 0.005177526734769344, 0.00121578190010041, 0.008212333545088768, 0.006454561371356249, -0.003392085898667574, -0.005494974087923765, 134022.421875, 156049.8125, 92161.828125, 123530.671875, 142860.3125, 104289.140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17777468264102936, 246.0, -0.3669842779636383, 0.00545634888112545, -0.5281102657318115, -3.109307216817607
31298, 0.004906030837446451, 0.001226011198014021, 0.008458099327981472, 0.0048441337421536446, -0.003400122281163931, -0.004029929172247648, 134019.5625, 156047.90625, 92160.6640625, 123526.90625, 142860.3125, 104285.15625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17600588500499725, 246.0, -0.3677847683429718, 0.014360089786350727, -0.5283026099205017, -0.044304132752003206
31318, 0.005617845803499222, 0.0019844900816679, 0.008383595384657383, 0.008565301075577736, 0.001336412038654089, -0.004030805081129074, 134017.921875, 156046.0, 92163.796875, 123532.2421875, 142853.96875, 104285.734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17558591067790985, 245.0, -0.36777982115745544, 0.014161398634314537, -0.5281756520271301, -0.043326897443614704
31338, 0.004869333002716303, 0.002881652442738414, 0.008984402753412724, 0.004396764095872641, 0.006246897391974926, -0.0007005115621723235, 134020.171875, 156046.0, 92165.7578125, 123520.2890625, 142859.8125, 104284.40625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1759442239999771, 245.0, -0.3669232130050659, 0.0054244655184447765, -0.5281302332878113, -3.109018026089927
31358, 0.00463180523365736, 0.0024210757110267878, 0.008972428739070892, 0.0034072576090693474, 0.0036851046606898308, -0.0007681819843128324, 134018.96875, 156047.90625, 92161.828125, 123527.546875, 142865.65625, 104289.890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17734186351299286, 245.0, -0.36688584089279175, 0.00550804752856493, -0.5281463861465454, -3.109104908507145
31378, 0.005058581009507179, 0.003303122939541936, 0.00981895625591278, 0.005713509861379862, 0.008314123377203941, 0.003827997948974371, 134025.734375, 156046.0, 92163.4375, 123528.46875, 142852.1875, 104285.734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17828240990638733, 245.0, -0.36690831184387207, 0.005751416552811861, -0.5283641219139099, -3.1094651170216903
