timeTick, stateX, stateY, stateVX, stateVY, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, accx, accy, accz, KFwhisker1, KFwhisker2, Position X, Position Y, yaw
8627, 0.0009726956486701965, -0.0006749933818355203, 0.004988230764865875, -0.0022037550806999207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.376564621925354, 0.264668732881546, -0.09267768133660317
8647, 0.001284113503061235, -0.0001127128052758053, 0.006769353523850441, 0.0008887843578122556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09386904537677765, 325.0, 0.0443604439496994, -0.006940069608390331, 0.997036337852478, 0.0, 0.0, -1.377303957939148, 0.26395270228385925, -0.04049759478808886
8667, 0.001029574079439044, -0.000405934639275074, 0.00514669343829155, -0.0006810710183344781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09298986196517944, 325.0, 0.045180387794971466, -0.007904640398919582, 1.000625491142273, 0.0, 0.0, -1.3773014545440674, 0.26396456360816956, -0.04091851741254576
8687, 0.0012767742155119777, -0.000400073011405766, 0.006197498645633459, -0.0007825008360669017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09400834143161774, 321.0, 0.046215713024139404, -0.005942304152995348, 0.997860848903656, 0.0, 0.0, -1.377302646636963, 0.2639906108379364, -0.04136494322008808
8707, 0.0009524989873170853, -0.0001295965485041961, 0.004555552266538143, 0.0007236360688693821, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09453345090150833, 321.0, 0.04525476321578026, -0.007079044356942177, 0.9997599720954895, 0.0, 0.0, -1.3765991926193237, 0.26461297273635864, -0.09244883167865732
8727, 0.0014067734591662884, -0.0003880410804413259, 0.006769552361220121, -0.000860461441334337, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09422380477190018, 321.0, 0.045518580824136734, -0.007328790612518787, 0.9997053742408752, 0.0, 0.0, -1.3764476776123047, 0.26469314098358154, -0.09129184697774227
8747, 0.0013650316977873445, -0.0003780574770644307, 0.0064689163118600845, -0.0010044258087873459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0950978696346283, 322.0, 0.04376045614480972, -0.006877509877085686, 0.9998023509979248, 0.0, 0.0, -1.3771955966949463, 0.2640761733055115, -0.04329121966852937
8767, 0.0015226389514282346, -0.00040427653584629297, 0.007097990717738867, -0.0013552731834352016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09431516379117966, 322.0, 0.04691978916525841, -0.005491980817168951, 0.9995503425598145, 0.0, 0.0, -1.3770942687988281, 0.2641009986400604, -0.04398992731793417
8787, 0.0009921494638547301, -0.0004209376929793507, 0.0042865402065217495, -0.0014756222954019904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09435085952281952, 324.0, 0.043476153165102005, -0.0060553946532309055, 0.9981468319892883, 0.0, 0.0, -1.3762768507003784, 0.2646319568157196, -0.08888756454263692
8807, 0.0012981453910470009, -0.0004288229101803154, 0.0057274168357253075, -0.0010012909770011902, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09837769716978073, 324.0, 0.04635913670063019, -0.004581335000693798, 0.998973548412323, 0.0, 0.0, -1.376388669013977, 0.2647436559200287, -0.09138357880362824
8827, 0.000942334474530071, -0.00039538892451673746, 0.004093077499419451, -0.0006069396622478962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0999273881316185, 324.0, 0.043629229068756104, -0.0025804045144468546, 0.9988217353820801, 0.0, 0.0, -1.376420497894287, 0.26459816098213196, -0.09257370277851927
8847, 0.0014409901341423392, -0.0001188595560961403, 0.006476888433098793, 0.0011343315709382296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10556738823652267, 320.0, 0.037590209394693375, -0.011186668649315834, 0.99581378698349, 0.0, 0.0, -1.377131462097168, 0.26400503516197205, -0.04438325109732193
8867, 0.001459809485822916, -0.0003808290930464864, 0.005395202431827784, -0.0008782814256846905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10559744387865067, 320.0, 0.04656103625893593, 0.0008451947360299528, 1.0028932094573975, 0.0, 0.0, -1.3772221803665161, 0.26404768228530884, -0.04297118254826637
8887, 0.0009124957141466439, -0.00040157907642424107, 0.0025719767436385155, -0.0006175334565341473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10376082360744476, 320.0, 0.04762589558959007, -0.006263869348913431, 0.9950629472732544, 0.0, 0.0, -1.3771014213562012, 0.26405587792396545, -0.04461005655171629
8907, 0.0015083447797223926, -0.0003887839848175645, 0.00540810264647007, -0.00047669580089859664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10424744337797165, 329.0, 0.047409750521183014, -0.01305062510073185, 0.9995540976524353, 0.0, 0.0, -1.376518726348877, 0.26477694511413574, -0.09266806216987696
8927, 0.0012484453618526459, -8.398958016186953e-05, 0.0037234185729175806, 0.0008619881700724363, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10257375240325928, 329.0, 0.05139650031924248, -0.00857554655522108, 1.0039067268371582, 0.0, 0.0, -1.3764126300811768, 0.26460134983062744, -0.09075726256120221
8947, 0.0016000051982700825, -8.624175097793341e-05, 0.005919662769883871, 0.0010030524572357535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10379670560359955, 329.0, 0.050352033227682114, -0.00928722508251667, 1.0006943941116333, 0.0, 0.0, -1.377245545387268, 0.26414358615875244, -0.04188340575871401
8967, 0.0017265478381887078, -6.92390458425507e-05, 0.006418060045689344, 0.0008202773751690984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10468436032533646, 328.0, 0.04959535226225853, -0.010164774022996426, 1.0004734992980957, 0.0, 0.0, -1.377158522605896, 0.2640188932418823, -0.044768111409577795
8987, 0.0017789852572605014, -0.000399323005694896, 0.006335759069770575, -0.0016278501134365797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10535471141338348, 328.0, 0.042708780616521835, -0.007207280024886131, 1.0021696090698242, 0.0, 0.0, -1.3771238327026367, 0.26405659317970276, -0.04451260741643871
9007, 0.001908373786136508, -0.00043600553181022406, 0.006521258503198624, -0.0019776616245508194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1058875024318695, 328.0, 0.045110996812582016, 0.0011083647841587663, 1.0023123025894165, 0.0, 0.0, -1.376318335533142, 0.2647114098072052, -0.08882086922369736
9027, 0.001087223761714995, -0.00041239269194193184, 0.002442131983116269, -0.0007864562212489545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10733059048652649, 327.0, 0.0437236987054348, 0.0004210025945212692, 0.9998757243156433, 0.0, 0.0, -1.3762820959091187, 0.26468998193740845, -0.0888464001044852
9047, 0.0013677397510036826, -0.0010692526120692492, 0.003933983854949474, -0.003515904303640127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10870137065649033, 327.0, 0.04320109635591507, -0.0071532330475747585, 0.9976959824562073, 0.0, 0.0, -1.3771532773971558, 0.2640077471733093, -0.04394193007795034
9067, 0.0013916068710386753, -0.0007452354184351861, 0.004099374637007713, -0.00252468790858984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10809312760829926, 327.0, 0.042680591344833374, -0.008255493827164173, 0.9995724558830261, 0.0, 0.0, -1.3771378993988037, 0.26405084133148193, -0.04367764778880169
9087, 0.0013354831608012319, -0.0003735847712960094, 0.003598197363317013, -0.0015816164668649435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10808513313531876, 324.0, 0.04173172637820244, -0.007023766171187162, 0.9936555027961731, 0.0, 0.0, -1.3763282299041748, 0.2645987868309021, -0.0895726923796031
9107, 0.0013500771019607782, -5.771848009317182e-05, 0.0033746599219739437, -0.00048509868793189526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10808359086513519, 324.0, 0.045218367129564285, -0.0038349092938005924, 0.9974122047424316, 0.0, 0.0, -1.3762723207473755, 0.2647528052330017, -0.08885154511261933
9127, 0.0016243427526205778, -6.753593333996832e-05, 0.00451561389490962, 3.52968490915373e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10819194465875626, 322.0, 0.04611574858427048, -0.002919611753895879, 0.996458113193512, 0.0, 0.0, -1.3762705326080322, 0.26458364725112915, -0.08759526571258282
9147, 0.0012929071672260761, -0.0003606158134061843, 0.002718135016039014, -0.0012476339470595121, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10853606462478638, 322.0, 0.044615186750888824, -0.006517871282994747, 0.9912559390068054, 0.0, 0.0, -1.3771350383758545, 0.2640630602836609, -0.04371072417171485
9167, 0.0016546783735975623, -0.0006767451413907111, 0.004114273935556412, -0.003325335681438446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10907407104969025, 322.0, 0.04634937271475792, -0.010733364149928093, 0.9963251352310181, 0.0, 0.0, -1.3771761655807495, 0.26396697759628296, -0.044089857317256814
