Timestamp,app.GpisLabel,app.KFMlpOutput1,app.KFMlpOutput2,app.MlpOutput1,app.MlpOutput2,range.front
20126,0,0.0,0.0,0.0,0.0,219
20146,0,0.0,0.0,0.0,0.0,220
20166,0,0.0,0.0,0.0,0.0,220
20186,0,0.0,0.0,0.0,0.0,220
20206,0,0.0,0.0,0.0,0.0,221
20226,0,0.0,0.0,0.0,0.0,221
20246,0,0.0,0.0,0.0,0.0,220
20266,0,0.0,0.0,0.0,0.0,220
20286,0,0.0,0.0,0.0,0.0,220
20306,0,0.0,0.0,0.0,0.0,220
20326,0,0.0,0.0,0.0,0.0,220
20346,0,0.0,0.0,0.0,0.0,220
20366,0,0.0,0.0,0.0,0.0,222
20386,0,0.0,0.0,0.0,0.0,222
20406,0,0.0,0.0,0.0,0.0,222
20426,0,0.0,0.0,0.0,0.0,220
20446,0,0.0,0.0,0.0,0.0,220
20466,0,0.0,0.0,0.0,0.0,220
20486,0,0.0,0.0,0.0,0.0,220
20506,0,0.0,0.0,0.0,0.0,220
20526,0,0.0,0.0,0.0,0.0,220
20546,0,0.0,0.0,0.0,0.0,221
20566,0,0.0,0.0,0.0,0.0,221
20586,0,0.0,0.0,0.0,0.0,220
20606,0,0.0,0.0,0.0,0.0,220
20626,0,0.0,0.0,0.0,0.0,220
20646,0,0.0,0.0,0.0,0.0,221
20666,0,0.0,0.0,0.0,0.0,221
20686,0,0.0,0.0,0.0,0.0,221
20706,0,0.0,0.0,0.0,0.0,220
20726,0,0.0,0.0,0.0,0.0,220
20746,0,0.0,0.0,0.0,0.0,220
20766,0,0.0,0.0,0.0,0.0,220
20786,0,0.0,0.0,0.0,0.0,220
20806,0,0.0,0.0,0.0,0.0,220
20826,0,0.0,0.0,0.0,0.0,222
20846,0,0.0,0.0,0.0,0.0,222
20866,0,0.0,0.0,0.0,0.0,222
20886,0,0.0,0.0,0.0,0.0,221
20906,0,0.0,0.0,0.0,0.0,221
20926,0,0.0,0.0,0.0,0.0,221
20946,0,0.0,0.0,0.0,0.0,221
20966,0,0.0,0.0,0.0,0.0,221
20986,0,0.0,0.0,0.0,0.0,220
21006,0,0.0,0.0,0.0,0.0,220
21026,0,0.0,0.0,0.0,0.0,220
21046,0,0.0,0.0,0.0,0.0,220
21066,0,0.0,0.0,0.0,0.0,220
21086,0,0.0,0.0,0.0,0.0,220
21106,0,0.0,0.0,0.0,0.0,221
21126,0,0.0,0.0,0.0,0.0,221
21146,0,0.0,0.0,0.0,0.0,221
21166,0,0.0,0.0,0.0,0.0,222
21186,0,0.0,0.0,0.0,0.0,222
21206,0,0.0,0.0,0.0,0.0,222
21226,0,0.0,0.0,0.0,0.0,221
21246,0,0.0,0.0,0.0,0.0,221
21266,0,0.0,0.0,0.0,0.0,221
21286,0,0.0,0.0,0.0,0.0,220
21306,0,0.0,0.0,0.0,0.0,220
21326,0,0.0,0.0,0.0,0.0,220
21346,0,0.0,0.0,0.0,0.0,220
21366,0,0.0,0.0,0.0,0.0,220
21386,0,0.0,0.0,0.0,0.0,222
21406,0,0.0,0.0,0.0,0.0,222
21426,0,0.0,0.0,0.0,0.0,222
21446,0,0.0,0.0,0.0,0.0,221
21466,0,0.0,0.0,0.0,0.0,221
21486,0,0.0,0.0,0.0,0.0,221
21506,0,0.0,0.0,0.0,0.0,220
21526,0,0.0,0.0,0.0,0.0,220
21546,0,0.0,0.0,0.0,0.0,220
21566,0,0.0,0.0,0.0,0.0,221
21586,0,0.0,0.0,0.0,0.0,221
21606,0,0.0,0.0,0.0,0.0,221
21626,0,0.0,0.0,0.0,0.0,221
21646,0,0.0,0.0,0.0,0.0,221
21666,0,0.0,0.0,0.0,0.0,221
21686,0,0.0,0.0,0.0,0.0,223
21706,0,0.0,0.0,0.0,0.0,223
21726,0,0.0,0.0,0.0,0.0,221
21746,0,0.0,0.0,0.0,0.0,221
21766,0,0.0,0.0,0.0,0.0,221
21786,0,0.0,0.0,0.0,0.0,219
21806,0,0.0,0.0,0.0,0.0,219
21826,0,0.0,0.0,0.0,0.0,219
21846,0,0.0,0.0,0.0,0.0,218
21866,0,0.0,0.0,0.0,0.0,218
21886,0,0.0,0.0,0.0,0.0,218
21906,0,0.0,0.0,0.0,0.0,221
21926,0,0.0,0.0,0.0,0.0,221
21946,0,0.0,0.0,0.0,0.0,221
21966,0,0.0,0.0,0.0,0.0,221
21986,0,0.0,0.0,0.0,0.0,221
22006,0,0.0,0.0,0.0,0.0,221
22026,0,0.0,0.0,0.0,0.0,220
22046,0,0.0,0.0,0.0,0.0,220
22066,0,0.0,0.0,0.0,0.0,220
22086,0,0.0,0.0,0.0,0.0,219
22106,0,0.0,0.0,0.0,0.0,219
22126,0,0.0,0.0,0.0,0.0,219
22146,0,0.0,0.0,0.0,0.0,221
22166,0,0.0,0.0,0.0,0.0,221
22186,0,0.0,0.0,0.0,0.0,220
22206,0,0.0,0.0,0.0,0.0,220
22226,0,0.0,0.0,0.0,0.0,220
22246,0,0.0,0.0,0.0,0.0,221
22266,0,0.0,0.0,0.0,0.0,221
22286,0,0.0,0.0,0.0,0.0,221
22306,0,0.0,0.0,0.0,0.0,221
22326,0,0.0,0.0,0.0,0.0,221
22346,0,0.0,0.0,0.0,0.0,221
22366,0,0.0,0.0,0.0,0.0,222
22386,0,0.0,0.0,0.0,0.0,222
22406,0,0.0,0.0,0.0,0.0,222
22426,0,0.0,0.0,0.0,0.0,221
22446,0,0.0,0.0,0.0,0.0,221
22466,0,0.0,0.0,0.0,0.0,221
22486,0,0.0,0.0,0.0,0.0,218
22506,0,0.0,0.0,0.0,0.0,218
22526,0,0.0,0.0,0.0,0.0,220
22546,0,0.0,0.0,0.0,0.0,220
22566,0,0.0,0.0,0.0,0.0,220
22586,0,0.0,0.0,0.0,0.0,219
22606,0,0.0,0.0,0.0,0.0,219
22626,0,0.0,0.0,0.0,0.0,219
22646,0,0.0,0.0,0.0,0.0,221
