Timestamp,app.GpisLabel,app.KFMlpOutput1,app.KFMlpOutput2,app.MlpOutput1,app.MlpOutput2,range.front
79858,0,0.0,0.0,0.0,0.0,211
79878,0,0.0,0.0,0.0,0.0,211
79898,0,0.0,0.0,0.0,0.0,211
79918,0,0.0,0.0,0.0,0.0,211
79938,0,0.0,0.0,0.0,0.0,211
79958,0,0.0,0.0,0.0,0.0,211
79978,0,0.0,0.0,0.0,0.0,211
79998,0,0.0,0.0,0.0,0.0,211
80018,0,0.0,0.0,0.0,0.0,211
80038,0,0.0,0.0,0.0,0.0,213
80058,0,0.0,0.0,0.0,0.0,213
80078,0,0.0,0.0,0.0,0.0,213
80098,0,0.0,0.0,0.0,0.0,212
80118,0,0.0,0.0,0.0,0.0,212
80138,0,0.0,0.0,0.0,0.0,209
80158,0,0.0,0.0,0.0,0.0,209
80178,0,0.0,0.0,0.0,0.0,209
80198,0,0.0,0.0,0.0,0.0,210
80218,0,0.0,0.0,0.0,0.0,210
80238,0,0.0,0.0,0.0,0.0,210
80258,0,0.0,0.0,0.0,0.0,211
80278,0,0.0,0.0,0.0,0.0,211
80298,0,0.0,0.0,0.0,0.0,211
80318,0,0.0,0.0,0.0,0.0,210
80338,0,0.0,0.0,0.0,0.0,210
80358,0,0.0,0.0,0.0,0.0,210
80378,0,0.0,0.0,0.0,0.0,211
80398,0,0.0,0.0,0.0,0.0,211
80418,0,0.0,0.0,0.0,0.0,211
80438,0,0.0,0.0,0.0,0.0,210
80458,0,0.0,0.0,0.0,0.0,210
80478,0,0.0,0.0,0.0,0.0,211
80498,0,0.0,0.0,0.0,0.0,211
80518,0,0.0,0.0,0.0,0.0,211
80538,0,0.0,0.0,0.0,0.0,210
80558,0,0.0,0.0,0.0,0.0,210
80578,0,0.0,0.0,0.0,0.0,210
80598,0,0.0,0.0,0.0,0.0,212
80618,0,0.0,0.0,0.0,0.0,212
80638,0,0.0,0.0,0.0,0.0,212
80658,0,0.0,0.0,0.0,0.0,212
80678,0,0.0,0.0,0.0,0.0,212
80698,0,0.0,0.0,0.0,0.0,212
80718,0,0.0,0.0,0.0,0.0,210
80738,0,0.0,0.0,0.0,0.0,210
80758,0,0.0,0.0,0.0,0.0,210
80778,0,0.0,0.0,0.0,0.0,211
80798,0,0.0,0.0,0.0,0.0,211
80818,0,0.0,0.0,0.0,0.0,211
