Timestamp,app.GpisLabel,app.KFMlpOutput1,app.KFMlpOutput2,app.MlpOutput1,app.MlpOutput2,stateEstimate.x,stateEstimate.y
36313,0,0.0,0.0,0.0,0.0,0.004068732727319002,2.5735691451700404e-05
36333,0,0.0,0.0,0.0,0.0,0.003929133526980877,6.850708450656384e-05
36353,0,0.0,0.0,0.0,0.0,0.0038670343346893787,-0.0013494351878762245
36373,0,0.0,0.0,0.0,0.0,0.0037198862992227077,-0.0013937976909801364
36393,0,0.0,0.0,0.0,0.0,0.0036642607301473618,1.7165253666462377e-05
36413,0,0.0,0.0,0.0,0.0,0.003930217586457729,-0.0014013067120686173
36433,0,0.0,0.0,0.0,0.0,0.0034736446104943752,1.2540942407213151e-05
36453,0,0.0,0.0,0.0,0.0,0.004261570982635021,-0.0011697715381160378
36473,0,0.0,0.0,0.0,0.0,0.004063627682626247,-0.0019585939589887857
36493,0,0.0,0.0,0.0,0.0,0.003697094740346074,0.00018635652668308467
36513,0,0.0,0.0,0.0,0.0,0.0039058930706232786,-0.0003951867111027241
36533,0,0.0,0.0,0.0,0.0,0.004608359187841415,0.00024206400848925114
36553,0,0.0,0.0,0.0,0.0,0.003538900287821889,-0.0013425956713035703
36573,0,0.0,0.0,0.0,0.0,0.0033500613644719124,-0.00037717807572335005
36593,0,0.0,0.0,0.0,0.0,0.003942400682717562,-0.0013453213032335043
36613,0,0.0,0.0,0.0,0.0,0.003950916696339846,-0.0011522918939590454
36633,0,0.0,0.0,0.0,0.0,0.004353723023086786,-0.0005682044429704547
36653,0,0.0,0.0,0.0,0.0,0.0044390857219696045,-0.0003491841780487448
36673,0,0.0,0.0,0.0,0.0,0.004231781233102083,5.944310760241933e-05
36693,0,0.0,0.0,0.0,0.0,0.0034257308579981327,-0.0011851784074679017
36713,0,0.0,0.0,0.0,0.0,0.0034582067746669054,0.00036281277425587177
36733,0,0.0,0.0,0.0,0.0,0.004361828323453665,-0.0007736999541521072
36753,0,0.0,0.0,0.0,0.0,0.003900060662999749,-0.0007756666745990515
36773,0,0.0,0.0,0.0,0.0,0.004571366589516401,0.00010694607044570148
36793,0,0.0,0.0,0.0,0.0,0.004103317856788635,-0.0007781016756780446
36813,0,0.0,0.0,0.0,0.0,0.004175161477178335,0.0003816913813352585
36833,0,0.0,0.0,0.0,0.0,0.004290746990591288,-0.001605603494681418
36853,0,0.0,0.0,0.0,0.0,0.0040603457018733025,-0.000955255061853677
36873,0,0.0,0.0,0.0,0.0,0.004038865678012371,-0.0015972558176144958
36893,0,0.0,0.0,0.0,0.0,0.00403272220864892,-0.0013840851606801152
36913,0,0.0,0.0,0.0,0.0,0.003608589991927147,0.0002922065614257008
36933,0,0.0,0.0,0.0,0.0,0.004235231317579746,-0.0005434658378362656
36953,0,0.0,0.0,0.0,0.0,0.003591330721974373,-0.000949567009229213
36973,0,0.0,0.0,0.0,0.0,0.0038060396909713745,-0.0009513518889434636
36993,0,0.0,0.0,0.0,0.0,0.004829321522265673,0.0002579083084128797
37013,0,0.0,0.0,0.0,0.0,0.0039686658419668674,-0.001369075383991003
37033,0,0.0,0.0,0.0,0.0,0.0043851458467543125,-0.0005606021732091904
37053,0,0.0,0.0,0.0,0.0,0.004161710385233164,-0.0009823410073295236
37073,0,0.0,0.0,0.0,0.0,0.003748083021491766,-0.00038551774923689663
37093,0,0.0,0.0,0.0,0.0,0.0037392470985651016,-0.0013903334038332105
37113,0,0.0,0.0,0.0,0.0,0.004158050287514925,-0.0007852937560528517
37133,0,0.0,0.0,0.0,0.0,0.003961821086704731,-0.00017873539763968438
37153,0,0.0,0.0,0.0,0.0,0.004028220195323229,-0.0003567240491975099
37173,0,0.0,0.0,0.0,0.0,0.003806511638686061,-0.00036105504841543734
37193,0,0.0,0.0,0.0,0.0,0.0044253491796553135,-0.001200034748762846
37213,0,0.0,0.0,0.0,0.0,0.003998188767582178,-0.000982370926067233
37233,0,0.0,0.0,0.0,0.0,0.004400510340929031,-0.0013914820738136768
37253,0,0.0,0.0,0.0,0.0,0.004198562819510698,-0.0011849782895296812
37273,0,0.0,0.0,0.0,0.0,0.003978746943175793,-0.0009803876746445894
37293,0,0.0,0.0,0.0,0.0,0.0039885095320641994,-0.0005809527356177568
37313,0,0.0,0.0,0.0,0.0,0.004790129140019417,-0.0003856430121231824
37333,0,0.0,0.0,0.0,0.0,0.003977327607572079,-0.00038507074350491166
37353,0,0.0,0.0,0.0,0.0,0.0035330993123352528,-0.00020599286654032767
37373,0,0.0,0.0,0.0,0.0,0.004981621168553829,-0.0009804758010432124
37393,0,0.0,0.0,0.0,0.0,0.0044954633340239525,0.0001661992137087509
37413,0,0.0,0.0,0.0,0.0,0.003166580107063055,-0.00038898299681022763
37433,0,0.0,0.0,0.0,0.0,0.004390745423734188,-0.0005791955045424402
37453,0,0.0,0.0,0.0,0.0,0.00479758158326149,1.4928424207028002e-05
37473,0,0.0,0.0,0.0,0.0,0.004197512287646532,-0.00037682303809560835
37493,0,0.0,0.0,0.0,0.0,0.0048049455508589745,0.00021279558131936938
37513,0,0.0,0.0,0.0,0.0,0.00442333472892642,0.0002122101141139865
37533,0,0.0,0.0,0.0,0.0,0.004491338972002268,0.0002510575286578387
37553,0,0.0,0.0,0.0,0.0,0.004919260274618864,-0.0007895435555838048
37573,0,0.0,0.0,0.0,0.0,0.004492960404604673,-0.0007916101603768766
37593,0,0.0,0.0,0.0,0.0,0.004422008991241455,-0.0003799071710091084
37613,0,0.0,0.0,0.0,0.0,0.004559650551527739,-0.00037055471329949796
37633,0,0.0,0.0,0.0,0.0,0.004982273560017347,-0.00035949941957369447
37653,0,0.0,0.0,0.0,0.0,0.004466935992240906,-0.001364320982247591
37673,0,0.0,0.0,0.0,0.0,0.004469685722142458,-0.00015395211812574416
37693,0,0.0,0.0,0.0,0.0,0.0034624168183654547,-0.0007568710134364665
37713,0,0.0,0.0,0.0,0.0,0.004672827199101448,-0.0009707290446385741
37733,0,0.0,0.0,0.0,0.0,0.004060195293277502,-0.00136803206987679
37753,0,0.0,0.0,0.0,0.0,0.004871757701039314,-0.0003813842195086181
37773,0,0.0,0.0,0.0,0.0,0.004474670626223087,-0.0013704028679057956
37793,0,0.0,0.0,0.0,0.0,0.0048789214342832565,-0.00018124553025700152
37813,0,0.0,0.0,0.0,0.0,0.004743832629173994,-0.0005819621146656573
37833,0,0.0,0.0,0.0,0.0,0.0044820900075137615,-0.0013667249586433172
37853,0,0.0,0.0,0.0,0.0,0.004683651961386204,-0.001360796857625246
37873,0,0.0,0.0,0.0,0.0,0.004534551408141851,-0.0007887416286394
37893,0,0.0,0.0,0.0,0.0,0.004590966738760471,-0.000581541215069592
37913,0,0.0,0.0,0.0,0.0,0.004377533681690693,-0.00036137542338110507
37933,0,0.0,0.0,0.0,0.0,0.004575489088892937,-0.0014416895573958755
37953,0,0.0,0.0,0.0,0.0,0.004732788540422916,2.724515798036009e-05
37973,0,0.0,0.0,0.0,0.0,0.004511439707130194,-0.0005762585788033903
37993,0,0.0,0.0,0.0,0.0,0.004503823816776276,-0.000577374012209475
38013,0,0.0,0.0,0.0,0.0,0.004706395324319601,-0.0005667849909514189
38033,0,0.0,0.0,0.0,0.0,0.004835363477468491,-0.0005701897898688912
38053,0,0.0,0.0,0.0,0.0,0.004531979560852051,-0.0014005436096340418
38073,0,0.0,0.0,0.0,0.0,0.004576618317514658,-0.0005636733258143067
38093,0,0.0,0.0,0.0,0.0,0.004581601358950138,-0.00013022417260799557
38113,0,0.0,0.0,0.0,0.0,0.004794098436832428,-0.001426534610800445
38133,0,0.0,0.0,0.0,0.0,0.003906351514160633,-0.0013835851568728685
38153,0,0.0,0.0,0.0,0.0,0.005010169930756092,-0.000786319375038147
38173,0,0.0,0.0,0.0,0.0,0.0045729149132966995,-0.001426589209586382
38193,0,0.0,0.0,0.0,0.0,0.004562693648040295,-0.0007896040915511549
38213,0,0.0,0.0,0.0,0.0,0.004309806972742081,-0.0007897924515418708
38233,0,0.0,0.0,0.0,0.0,0.0047787888906896114,-0.0007843671482987702
38253,0,0.0,0.0,0.0,0.0,0.004613883327692747,-0.001440810039639473
38273,0,0.0,0.0,0.0,0.0,0.004349313676357269,-0.00015309014997910708
38293,0,0.0,0.0,0.0,0.0,0.004552740603685379,-0.0001470776041969657
38313,0,0.0,0.0,0.0,0.0,0.004541806410998106,-0.001382623566314578
38333,0,0.0,0.0,0.0,0.0,0.0049530453979969025,-0.0005686362273991108
38353,0,0.0,0.0,0.0,0.0,0.004333077929913998,-0.001374608720652759
38373,0,0.0,0.0,0.0,0.0,0.00472465343773365,-0.0005812841700389981
38393,0,0.0,0.0,0.0,0.0,0.0043053277768194675,-0.000991110922768712
38413,0,0.0,0.0,0.0,0.0,0.004918694496154785,-0.0007935242610983551
38433,0,0.0,0.0,0.0,0.0,0.004311103839427233,-0.0013917501782998443
38453,0,0.0,0.0,0.0,0.0,0.004718489479273558,-0.00038922313251532614
38473,0,0.0,0.0,0.0,0.0,0.004320455715060234,-0.001382905407808721
38493,0,0.0,0.0,0.0,0.0,0.004521635826677084,-0.0004036242316942662
38513,0,0.0,0.0,0.0,0.0,0.005012914538383484,0.00025805161567404866
38533,0,0.0,0.0,0.0,0.0,0.00416070781648159,-0.0007852319395169616
38553,0,0.0,0.0,0.0,0.0,0.004522962495684624,-0.00019606330897659063
38573,0,0.0,0.0,0.0,0.0,0.004312213510274887,-0.0009768217569217086
38593,0,0.0,0.0,0.0,0.0,0.00450980756431818,-0.0007859719917178154
38613,0,0.0,0.0,0.0,0.0,0.004152147565037012,-0.0005753048462793231
38633,0,0.0,0.0,0.0,0.0,0.004354381933808327,-0.0013947999104857445
38653,0,0.0,0.0,0.0,0.0,0.004351156763732433,-0.0013990459265187383
38673,0,0.0,0.0,0.0,0.0,0.0045538065023720264,-0.0013954256428405643
38693,0,0.0,0.0,0.0,0.0,0.004131520166993141,-0.000570492004044354
38713,0,0.0,0.0,0.0,0.0,0.0045441631227731705,-0.001184039399959147
38733,0,0.0,0.0,0.0,0.0,0.004602665081620216,-0.0005664968630298972
38753,0,0.0,0.0,0.0,0.0,0.003948113415390253,-0.0009925187332555652
38773,0,0.0,0.0,0.0,0.0,0.005009305197745562,-0.0014185636537149549
38793,0,0.0,0.0,0.0,0.0,0.004158101975917816,4.382853876450099e-05
38813,0,0.0,0.0,0.0,0.0,0.004146468359977007,-0.0014168970519676805
38833,0,0.0,0.0,0.0,0.0,0.004569987300783396,-0.0007812085677869618
38853,0,0.0,0.0,0.0,0.0,0.0047661601565778255,-0.0005885881837457418
38873,0,0.0,0.0,0.0,0.0,0.004627033602446318,-0.0005789937567897141
38893,0,0.0,0.0,0.0,0.0,0.004397916607558727,-0.0010096326004713774
38913,0,0.0,0.0,0.0,0.0,0.004448719322681427,-0.00034172189771197736
38933,0,0.0,0.0,0.0,0.0,0.0043786740861833096,-0.0014210861409083009
38953,0,0.0,0.0,0.0,0.0,0.00397120974957943,-0.0014544414589181542
38973,0,0.0,0.0,0.0,0.0,0.004199034534394741,-0.0007898173644207418
38993,0,0.0,0.0,0.0,0.0,0.004574383143335581,-0.0014169334899634123
39013,0,0.0,0.0,0.0,0.0,0.004366925917565823,2.339287857466843e-05
39033,0,0.0,0.0,0.0,0.0,0.00440972438082099,-0.001433716039173305
39053,0,0.0,0.0,0.0,0.0,0.004528792109340429,-0.001492513227276504
39073,0,0.0,0.0,0.0,0.0,0.005221487954258919,-5.431332465377636e-05
39093,0,0.0,0.0,0.0,0.0,0.0048609571531414986,-0.0014450395246967673
39113,0,0.0,0.0,0.0,0.0,0.004623818211257458,-0.0005580793367698789
39133,0,0.0,0.0,0.0,0.0,0.004389965441077948,-0.0014187857741490006
39153,0,0.0,0.0,0.0,0.0,0.0045978170819580555,-0.0007722903974354267
39173,0,0.0,0.0,0.0,0.0,0.004797625355422497,-0.00014293503772933036
39193,0,0.0,0.0,0.0,0.0,0.00393916480243206,-0.00034595627221278846
39213,0,0.0,0.0,0.0,0.0,0.0039246282540261745,-0.001397507730871439
39233,0,0.0,0.0,0.0,0.0,0.0037061581388115883,-0.0013989901635795832
39253,0,0.0,0.0,0.0,0.0,0.004124503117054701,0.00025828718207776546
39273,0,0.0,0.0,0.0,0.0,0.004595357459038496,-0.0005604370962828398
39293,0,0.0,0.0,0.0,0.0,0.004353319760411978,-0.0005634418921545148
39313,0,0.0,0.0,0.0,0.0,0.005094766151160002,0.0003451575757935643
39333,0,0.0,0.0,0.0,0.0,0.004554937593638897,-0.0005616535199806094
39353,0,0.0,0.0,0.0,0.0,0.004161408171057701,-0.0014537613606080413
39373,0,0.0,0.0,0.0,0.0,0.004819818772375584,-0.0010112269083037972
39393,0,0.0,0.0,0.0,0.0,0.004144336562603712,-0.0007803894695825875
39413,0,0.0,0.0,0.0,0.0,0.004221401643007994,-0.0007880933699198067
39433,0,0.0,0.0,0.0,0.0,0.004928334150463343,-0.0005502292769961059
39453,0,0.0,0.0,0.0,0.0,0.004936027340590954,-0.0015147370286285877
39473,0,0.0,0.0,0.0,0.0,0.004930970724672079,-0.0003571278357412666
39493,0,0.0,0.0,0.0,0.0,0.0042173671536147594,-0.0014951506163924932
39513,0,0.0,0.0,0.0,0.0,0.004442162811756134,-0.0012563398340716958
39533,0,0.0,0.0,0.0,0.0,0.004906157962977886,-0.0027378350496292114
39553,0,0.0,0.0,0.0,0.0,0.004664320033043623,0.0004054795717820525
39573,0,0.0,0.0,0.0,0.0,0.004582827910780907,-0.0007124489638954401
39593,0,0.0,0.0,0.0,0.0,0.0046350471675395966,-0.0013756523840129375
39613,0,0.0,0.0,0.0,0.0,0.003962511662393808,-0.0013687219470739365
39633,0,0.0,0.0,0.0,0.0,0.004550876561552286,8.068674651440233e-05
39653,0,0.0,0.0,0.0,0.0,0.004839280620217323,0.00034778015105985105
39673,0,0.0,0.0,0.0,0.0,0.004741318058222532,-0.0007437468157149851
39693,0,0.0,0.0,0.0,0.0,0.004815108608454466,-0.0005241893813945353
39713,0,0.0,0.0,0.0,0.0,0.004802867770195007,-0.0007281418656930327
39733,0,0.0,0.0,0.0,0.0,0.004578462801873684,-0.0007329872460104525
39753,0,0.0,0.0,0.0,0.0,0.004412234295159578,-0.0011614930117502809
39773,0,0.0,0.0,0.0,0.0,0.004623171407729387,-0.0002960361889563501
39793,0,0.0,0.0,0.0,0.0,0.004679008852690458,0.00018853999790735543
39813,0,0.0,0.0,0.0,0.0,0.004734743852168322,-0.0002476726658642292
39833,0,0.0,0.0,0.0,0.0,0.0052909464575350285,0.00027121463790535927
39853,0,0.0,0.0,0.0,0.0,0.004928366281092167,-0.0016540150390937924
39873,0,0.0,0.0,51.50578308105469,28.003217697143555,0.0046741715632379055,0.00020320530165918171
39893,0,0.0,0.0,52.932594299316406,29.219804763793945,0.0047291601076722145,-0.0014188598142936826
39913,0,0.0,0.0,53.69845962524414,30.490888595581055,0.005185095593333244,-0.00091506855096668
39933,0,0.0,0.0,54.24397659301758,31.48528480529785,0.0049361130222678185,-0.0013731152284890413
39953,0,0.0,0.0,55.91826248168945,32.63988494873047,0.004693468566983938,-0.00021579157328233123
39973,0,0.0,0.0,58.74372100830078,33.86077117919922,0.004454182926565409,-0.00045344160753302276
39993,0,0.0,0.0,62.102439880371094,35.18198013305664,0.004190835636109114,0.00041027466068044305
40013,0,0.0,0.0,64.03998565673828,36.76953125,0.004904199857264757,-0.0013193550985306501
40033,0,0.0,0.0,66.36861419677734,38.13159942626953,0.005470093339681625,0.004772506654262543
40053,0,0.0,0.0,70.07108306884766,39.279563903808594,0.004902889020740986,0.004620555322617292
40073,0,0.0,0.0,72.73796081542969,39.92184829711914,0.0064304587431252,0.005239646881818771
40093,0,0.0,0.0,75.80880737304688,40.398956298828125,0.004651345312595367,0.004576453007757664
40113,0,0.0,0.0,78.2413558959961,41.713539123535156,0.005085483659058809,0.004771319683641195
40133,0,0.0,0.0,79.28776550292969,42.8139762878418,0.004866315051913261,0.005175493657588959
40153,0,0.0,0.0,79.9791259765625,43.56468200683594,0.00487098004668951,0.004746481776237488
40173,0,0.0,0.0,81.45218658447266,44.453086853027344,0.005153278354555368,0.005794740281999111
40193,0,0.0,0.0,82.39582824707031,45.676292419433594,0.0064686257392168045,0.0053369696252048016
40213,0,0.0,0.0,82.9824447631836,47.22237014770508,0.006322954781353474,0.005790721159428358
40233,0,0.0,0.0,83.68975830078125,48.60472106933594,0.006452525034546852,0.005751471035182476
40253,0,0.0,0.0,83.18248748779297,49.77716064453125,0.0049198707565665245,0.0061610727570950985
40273,0,0.0,0.0,83.61146545410156,50.916839599609375,0.0051310923881828785,0.006361066829413176
40293,0,0.0,0.0,84.56362915039062,51.92294692993164,0.005294650327414274,0.005013592541217804
40313,0,0.0,0.0,85.03455352783203,52.87251663208008,0.004934142343699932,0.004053364507853985
40333,0,0.0,0.0,85.67992401123047,54.17881774902344,0.0057847765274345875,0.004886907991021872
40353,0,0.0,0.0,86.23439025878906,55.24010467529297,0.004717447329312563,0.004059625323861837
40373,0,0.0,0.0,85.23167419433594,55.804386138916016,0.005550439469516277,0.004262225236743689
40393,0,0.0,0.0,85.38505554199219,56.59934997558594,0.004929693881422281,0.004474825691431761
40413,0,0.0,0.0,85.99359130859375,57.363765716552734,0.0053328112699091434,0.0050813015550374985
40433,0,0.0,0.0,85.51155090332031,58.223873138427734,0.005327304825186729,0.005489320494234562
40453,0,0.0,0.0,84.75675964355469,58.81698226928711,0.00553677836433053,0.004280413500964642
40473,0,0.0,0.0,85.43016052246094,59.33417510986328,0.005335239227861166,0.005283004138618708
40493,0,0.0,0.0,86.82559204101562,59.93463897705078,0.006151141598820686,0.0052800169214606285
40513,0,0.0,0.0,87.25553131103516,60.32245635986328,0.0054036835208535194,0.005321515258401632
40533,0,0.0,0.0,87.88894653320312,60.79550552368164,0.005695563741028309,0.005350654013454914
40553,0,0.0,0.0,87.7960433959961,61.320064544677734,0.005600346717983484,0.005323735997080803
40573,0,0.0,0.0,87.13568115234375,62.0546989440918,0.00567836407572031,0.006447663065046072
40593,0,0.0,0.0,86.68972778320312,62.427490234375,0.005891770124435425,0.00513121671974659
40613,0,0.0,0.0,86.15711212158203,62.70410919189453,0.005884530488401651,0.004269919358193874
40633,0,0.0,0.0,85.92491149902344,63.60165786743164,0.005906045436859131,0.0051343985833227634
40653,0,0.0,0.0,85.63988494873047,64.09988403320312,0.005897881928831339,0.004933162592351437
40673,0,0.0,0.0,85.9222412109375,64.11638641357422,0.005254794377833605,0.004517839755862951
40693,0,0.0,0.0,86.31128692626953,64.3667221069336,0.004820786416530609,0.004507625009864569
40713,0,0.0,0.0,87.75194549560547,64.44957733154297,0.0052080312743783,0.004533742088824511
40733,0,0.0,0.0,88.2376708984375,64.31571960449219,0.00500638410449028,0.004340635146945715
40753,0,0.0,0.0,87.9099349975586,64.6449203491211,0.0056150839664042,0.006306158844381571
40773,0,0.0,0.0,87.56018829345703,65.34085845947266,0.00479271961376071,0.0037473649717867374
40793,0,0.0,0.0,86.66887664794922,66.12947845458984,0.004791436716914177,0.0055089727975428104
40813,0,0.0,0.0,87.88970947265625,66.45746612548828,0.004829089157283306,0.0051266783848404884
40833,0,0.0,0.0,89.38719177246094,66.15977478027344,0.0065197329968214035,0.005328486207872629
40853,0,0.0,0.0,90.04229736328125,66.04833221435547,0.005676449276506901,0.005324359517544508
40873,0,0.0,0.0,90.37602233886719,66.31715393066406,0.005046369507908821,0.003883075201883912
40893,0,0.0,0.0,90.48714447021484,66.41096496582031,0.005013709422200918,0.005080348812043667
40913,0,0.0,0.0,89.72816467285156,66.56300354003906,0.005624415352940559,0.005283879116177559
40933,0,0.0,0.0,88.85832214355469,66.914794921875,0.005421770270913839,0.004881259519606829
40953,0,0.0,0.0,89.06246948242188,67.29317474365234,0.004807330202311277,0.005677567794919014
40973,0,0.0,0.0,89.11205291748047,68.31614685058594,0.005000932142138481,0.004682366270571947
40993,0,0.0,0.0,88.67840576171875,68.92572021484375,0.005477914121001959,0.005505227949470282
41013,0,0.0,0.0,88.41869354248047,68.91090393066406,0.004841139540076256,0.0055151041597127914
41033,0,0.0,0.0,88.4585952758789,69.03093719482422,0.005691411439329386,0.004276295658200979
41053,0,0.0,0.0,88.0542984008789,68.79439544677734,0.006511108949780464,0.005704726558178663
41073,0,0.0,0.0,87.78718566894531,68.63735961914062,0.006315766833722591,0.006108708679676056
41093,0,0.0,0.0,87.26386260986328,69.06037902832031,0.005053013563156128,0.005107973702251911
41113,0,0.0,0.0,87.1700439453125,68.98841094970703,0.005876506678760052,0.004093557596206665
41133,0,0.0,0.0,86.93373107910156,68.76739501953125,0.005464627873152494,0.004896107129752636
41153,0,0.0,0.0,86.53012084960938,69.13763427734375,0.005668710917234421,0.005888656713068485
41173,0,0.0,0.0,87.06037139892578,69.39083099365234,0.005464490968734026,0.006096878554672003
41193,0,0.0,0.0,87.72665405273438,69.61176300048828,0.006490857806056738,0.005697458051145077
41213,0,0.0,0.0,87.44841766357422,69.86966705322266,0.00548460241407156,0.005710072349756956
41233,0,0.0,0.0,86.20697784423828,69.91307830810547,0.0050753322429955006,0.004319475498050451
41253,0,0.0,0.0,86.16868591308594,69.84048461914062,0.005087885539978743,0.0049073160625994205
41273,0,0.0,0.0,85.44108581542969,69.80132293701172,0.004878541920334101,0.004710026551038027
41293,0,0.0,0.0,83.69572448730469,69.90441131591797,0.005687510594725609,0.005896335002034903
41313,0,0.0,0.0,84.0111083984375,70.20960235595703,0.006367196328938007,0.006051203235983849
41333,0,0.0,0.0,84.29891204833984,70.21385192871094,0.005888968240469694,0.0045239985920488834
41353,0,0.0,0.0,84.43173217773438,70.33229064941406,0.004863912705332041,0.004945807624608278
41373,0,0.0,0.0,85.1883316040039,70.68234252929688,0.004892908968031406,0.00531525956466794
41393,0,0.0,0.0,85.71732330322266,70.90351867675781,0.0052931951358914375,0.004907973576337099
41413,0,0.0,0.0,85.7008056640625,71.00281524658203,0.00650612311437726,0.005694899242371321
41433,0,0.0,0.0,85.07134246826172,71.08073425292969,0.005151447374373674,0.004687864799052477
41453,0,0.0,0.0,84.61856842041016,71.20648956298828,0.006614529527723789,0.004695042967796326
41473,0,0.0,0.0,85.13590240478516,71.08478546142578,0.005101541522890329,0.004907472524791956
41493,0,0.0,0.0,85.8072509765625,70.99494934082031,0.005499628838151693,0.004906376823782921
41513,0,0.0,0.0,86.03063201904297,70.92951202392578,0.0055620502680540085,0.005714906845241785
41533,0,0.0,0.0,86.0880126953125,70.88716125488281,0.0036929496563971043,0.00551975890994072
41553,0,0.0,0.0,86.31111907958984,71.00530242919922,0.005130040924996138,0.005517500452697277
41573,0,0.0,0.0,86.63922882080078,71.11492156982422,0.00656766165047884,0.006117945536971092
41593,0,0.0,0.0,87.26412963867188,71.41149139404297,0.005552265327423811,0.005915658548474312
41613,0,0.0,0.0,88.59276580810547,71.51607513427734,0.005742555484175682,0.005517842713743448
41633,0,0.0,0.0,89.87108612060547,71.41757202148438,0.006680218502879143,0.006162548437714577
41653,0,0.0,0.0,90.11355590820312,71.45079040527344,0.006031644064933062,0.005323893390595913
41673,0,0.0,0.0,90.09130859375,71.35197448730469,0.006660011131316423,0.005528592504560947
41693,0,0.0,0.0,90.25238800048828,71.38282012939453,0.005829006899148226,0.006164821330457926
41713,0,0.0,0.0,90.02678680419922,71.55675506591797,0.005618362221866846,0.005351641681045294
41733,0,0.0,0.0,90.16260528564453,71.86189270019531,0.005616473034024239,0.0043151723220944405
41753,0,0.0,0.0,90.18621063232422,72.07331848144531,0.005825163796544075,0.00575921731069684
41773,0,0.0,0.0,90.0052490234375,72.02881622314453,0.005237404722720385,0.005793945398181677
41793,0,0.0,0.0,90.16282653808594,72.22598266601562,0.005235070828348398,0.006216541863977909
41813,0,0.0,0.0,90.4574203491211,72.50780487060547,0.005881680641323328,0.004087670240551233
41833,0,0.0,0.0,90.1026382446289,72.74983215332031,0.005004269070923328,0.004517662338912487
41853,0,0.0,0.0,89.87176513671875,73.02520751953125,0.0052115959115326405,0.004307517781853676
41873,0,0.0,0.0,90.6061782836914,73.10903930664062,0.005636273883283138,0.00576387532055378
41893,0,0.0,0.0,90.19396209716797,72.8798828125,0.005846910644322634,0.004524132702499628
41913,0,0.0,0.0,89.6423568725586,72.80451202392578,0.0066657522693276405,0.006195251364260912
41933,0,0.0,0.0,89.86001586914062,73.00153350830078,0.00498252734541893,0.005377341061830521
41953,0,0.0,0.0,90.0650634765625,72.76812744140625,0.005396674852818251,0.005792578216642141
41973,0,0.0,0.0,89.854248046875,72.49913787841797,0.005002891179174185,0.004326811991631985
41993,0,0.0,0.0,89.29957580566406,72.65715789794922,0.0058807567693293095,0.0060444059781730175
42013,0,0.0,0.0,89.34249877929688,72.74800109863281,0.005989206023514271,0.004978344310075045
42033,0,0.0,0.0,89.11363983154297,72.54440307617188,0.005174343008548021,0.004385476466268301
42053,0,0.0,0.0,89.32113647460938,72.2999267578125,0.005782241001725197,0.005384478252381086
42073,0,0.0,0.0,90.06477355957031,71.948486328125,0.006190089043229818,0.004993930459022522
42093,0,0.0,0.0,90.44343566894531,71.54927062988281,0.004968819674104452,0.004403248894959688
42113,0,0.0,0.0,91.06324768066406,71.10970306396484,0.0054221679456532,0.005802677478641272
42133,0,0.0,0.0,91.5860595703125,70.75252532958984,0.005922113545238972,0.0062822941690683365
42153,0,0.0,0.0,91.02772521972656,70.35401916503906,0.006015595514327288,0.005580740515142679
42173,0,0.0,0.0,90.1922607421875,69.53245544433594,0.005596896167844534,0.005772531032562256
