timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, KFwhisker1, KFwhisker2, Position X, Position Y, Position Z, yaw
63991, 0.0038146728184074163, 0.004256195854395628, 0.003092994913458824, 0.0025719914119690657, 0.002949437126517296, 0.00013738965208176523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64011, 0.004390898626297712, 0.004235595930367708, 0.0030950219370424747, 0.005255581345409155, 0.002892236690968275, 6.669342110399157e-05, 129246.828125, 156442.125, 91120.96875, 118401.609375, 141934.953125, 101179.0390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34672772884368896, 155.0, 0.0, 0.0, 0, 0, 0, 0
64031, 0.0035043167881667614, 0.0042131030932068825, 0.003094820072874427, 0.001179222483187914, 0.0030187873635441065, -0.0003432907396927476, 129250.6796875, 156442.125, 91119.375, 118405.96875, 141935.453125, 101179.0390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34497833251953125, 155.0, 0.0, 0.0, 0, 0, 0, 0
64051, 0.0037764764856547117, 0.004201091825962067, 0.0030433612409979105, 0.002705579623579979, 0.0029354323633015156, -0.0009816770907491446, 129248.4375, 156438.28125, 91119.8125, 118395.734375, 141934.171875, 101174.390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3448539972305298, 156.0, 0.0, 0.0, 0, 0, 0, 0
64071, 0.00429365923628211, 0.0041969334706664085, 0.0030196444131433964, 0.005120195914059877, 0.00318877212703228, -0.001387127791531384, 129252.9140625, 156444.046875, 91122.9296875, 118400.09375, 141933.171875, 101183.1484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34550580382347107, 156.0, 0.0, 0.0, 0, 0, 0, 0
64091, 0.004062080755829811, 0.0044982777908444405, 0.00255865091457963, 0.0035007684491574764, 0.004593702498823404, -0.0038451356813311577, 129252.9140625, 156440.203125, 91118.2109375, 118403.7890625, 141929.109375, 101181.09375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3446553647518158, 156.0, 0.0, 0.0, 0, 0, 0, 0
64111, 0.0035243486054241657, 0.004245472606271505, 0.002482037991285324, 0.0007721072761341929, 0.0032449415884912014, -0.004023411776870489, 129250.046875, 156440.203125, 91126.8359375, 118407.4765625, 141940.015625, 101177.7421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34552615880966187, 156.0, 0.0, 0.0, 0, 0, 0, 0
64131, 0.00379998073913157, 0.003978123422712088, 0.0017928928136825562, 0.0023056447971612215, 0.0018908358179032803, -0.007196919526904821, 129243.9609375, 156444.046875, 91123.7265625, 118403.7890625, 141931.890625, 101177.7421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34522151947021484, 156.0, 0.0, 0.0, 0, 0, 0, 0
64153, 0.0035241504665464163, 0.004458924289792776, 0.0017193951644003391, 0.0010150152957066894, 0.004212916363030672, -0.007129545323550701, 129254.5234375, 156440.203125, 91122.9296875, 118400.09375, 141928.625, 101173.640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3449448347091675, 156.0, 0.0, 0.0, 0, 0, 0, 0
64173, 0.004009921103715897, 0.003954426385462284, 0.0017475411295890808, 0.004041511565446854, 0.0014581321738660336, -0.005951461847871542, 129255.15625, 156440.203125, 91119.015625, 118403.7890625, 141926.84375, 101176.234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3440721035003662, 156.0, 0.0, 0.0, 0, 0, 0, 0
