Timestamp,app.GpisLabel,app.KFMlpOutput1,app.KFMlpOutput2,app.MlpOutput1,app.MlpOutput2,range.front
25208,0,0.0,0.0,0.0,0.0,207
25228,0,0.0,0.0,0.0,0.0,207
25248,0,0.0,0.0,0.0,0.0,207
25268,0,0.0,0.0,0.0,0.0,206
25288,0,0.0,0.0,0.0,0.0,206
25308,0,0.0,0.0,0.0,0.0,206
25328,0,0.0,0.0,0.0,0.0,206
25348,0,0.0,0.0,0.0,0.0,206
25368,0,0.0,0.0,0.0,0.0,206
25388,0,0.0,0.0,0.0,0.0,206
25408,0,0.0,0.0,0.0,0.0,206
25428,0,0.0,0.0,0.0,0.0,206
25448,0,0.0,0.0,0.0,0.0,206
25468,0,0.0,0.0,0.0,0.0,206
25488,0,0.0,0.0,0.0,0.0,207
25508,0,0.0,0.0,0.0,0.0,207
25528,0,0.0,0.0,0.0,0.0,207
25548,0,0.0,0.0,0.0,0.0,207
25568,0,0.0,0.0,0.0,0.0,207
25588,0,0.0,0.0,0.0,0.0,207
25608,0,0.0,0.0,0.0,0.0,210
25628,0,0.0,0.0,0.0,0.0,210
25648,0,0.0,0.0,0.0,0.0,210
25668,0,0.0,0.0,0.0,0.0,208
25688,0,0.0,0.0,0.0,0.0,208
25708,0,0.0,0.0,0.0,0.0,208
25728,0,0.0,0.0,0.0,0.0,208
25748,0,0.0,0.0,0.0,0.0,208
25768,0,0.0,0.0,0.0,0.0,208
25788,0,0.0,0.0,0.0,0.0,207
25808,0,0.0,0.0,0.0,0.0,207
25828,0,0.0,0.0,0.0,0.0,207
25848,0,0.0,0.0,0.0,0.0,207
25868,0,0.0,0.0,0.0,0.0,207
25888,0,0.0,0.0,0.0,0.0,208
25908,0,0.0,0.0,0.0,0.0,208
25928,0,0.0,0.0,0.0,0.0,208
25948,0,0.0,0.0,0.0,0.0,205
25968,0,0.0,0.0,0.0,0.0,205
25988,0,0.0,0.0,0.0,0.0,205
26008,0,0.0,0.0,0.0,0.0,207
26028,0,0.0,0.0,0.0,0.0,207
26048,0,0.0,0.0,0.0,0.0,207
26068,0,0.0,0.0,0.0,0.0,208
26088,0,0.0,0.0,0.0,0.0,208
26108,0,0.0,0.0,0.0,0.0,208
26128,0,0.0,0.0,0.0,0.0,208
26148,0,0.0,0.0,0.0,0.0,208
26168,0,0.0,0.0,0.0,0.0,208
26188,0,0.0,0.0,0.0,0.0,207
26208,0,0.0,0.0,0.0,0.0,207
26228,0,0.0,0.0,0.0,0.0,207
26248,0,0.0,0.0,0.0,0.0,207
26268,0,0.0,0.0,0.0,0.0,207
26288,0,0.0,0.0,0.0,0.0,209
26308,0,0.0,0.0,0.0,0.0,209
26328,0,0.0,0.0,0.0,0.0,209
26348,0,0.0,0.0,0.0,0.0,207
26368,0,0.0,0.0,0.0,0.0,207
26388,0,0.0,0.0,0.0,0.0,207
26408,0,0.0,0.0,0.0,0.0,207
26428,0,0.0,0.0,0.0,0.0,207
26448,0,0.0,0.0,0.0,0.0,207
26468,0,0.0,0.0,0.0,0.0,208
26488,0,0.0,0.0,0.0,0.0,208
26508,0,0.0,0.0,0.0,0.0,208
26528,0,0.0,0.0,0.0,0.0,207
26548,0,0.0,0.0,0.0,0.0,207
26568,0,0.0,0.0,0.0,0.0,207
26588,0,0.0,0.0,0.0,0.0,209
26608,0,0.0,0.0,0.0,0.0,209
26628,0,0.0,0.0,0.0,0.0,207
26648,0,0.0,0.0,0.0,0.0,207
26668,0,0.0,0.0,0.0,0.0,207
26688,0,0.0,0.0,0.0,0.0,208
26708,0,0.0,0.0,0.0,0.0,208
26728,0,0.0,0.0,0.0,0.0,208
26748,0,0.0,0.0,0.0,0.0,207
26768,0,0.0,0.0,0.0,0.0,207
26788,0,0.0,0.0,0.0,0.0,207
26808,0,0.0,0.0,0.0,0.0,207
26828,0,0.0,0.0,0.0,0.0,207
26848,0,0.0,0.0,0.0,0.0,207
26868,0,0.0,0.0,0.0,0.0,207
26888,0,0.0,0.0,0.0,0.0,207
26908,0,0.0,0.0,0.0,0.0,207
26928,0,0.0,0.0,0.0,0.0,206
26948,0,0.0,0.0,0.0,0.0,206
26968,0,0.0,0.0,0.0,0.0,206
26988,0,0.0,0.0,0.0,0.0,209
27008,0,0.0,0.0,0.0,0.0,209
27028,0,0.0,0.0,0.0,0.0,207
27048,0,0.0,0.0,0.0,0.0,207
27068,0,0.0,0.0,0.0,0.0,207
27088,0,0.0,0.0,0.0,0.0,206
27108,0,0.0,0.0,0.0,0.0,206
27128,0,0.0,0.0,0.0,0.0,206
27148,0,0.0,0.0,0.0,0.0,207
27168,0,0.0,0.0,0.0,0.0,207
27188,0,0.0,0.0,0.0,0.0,207
27208,0,0.0,0.0,0.0,0.0,207
27228,0,0.0,0.0,0.0,0.0,207
27248,0,0.0,0.0,0.0,0.0,207
27268,0,0.0,0.0,0.0,0.0,205
27288,0,0.0,0.0,0.0,0.0,205
27308,0,0.0,0.0,0.0,0.0,208
27328,0,0.0,0.0,0.0,0.0,208
27348,0,0.0,0.0,0.0,0.0,208
27368,0,0.0,0.0,0.0,0.0,208
27388,0,0.0,0.0,0.0,0.0,209
27408,0,0.0,0.0,0.0,0.0,209
27428,0,0.0,0.0,0.0,0.0,208
27448,0,0.0,0.0,0.0,0.0,208
27468,0,0.0,0.0,0.0,0.0,208
27488,0,0.0,0.0,0.0,0.0,209
27508,0,0.0,0.0,0.0,0.0,209
27528,0,0.0,0.0,0.0,0.0,209
