timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, KFwhisker1, KFwhisker2, Position X, Position Y, Position Z, yaw
16153, -0.00036078353878110647, 0.0014052243204787374, -6.647255941061303e-05, 0.0019788448698818684, 0.0031505562365055084, -0.0020451215095818043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16173, -0.00031731498893350363, 0.0014685890637338161, -0.00010462759382789955, 0.0023091298062354326, 0.0031782386358827353, -0.001861922792159021, 128932.21875, 156405.640625, 90371.8515625, 118097.3359375, 141795.453125, 101095.28125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14448918402194977, 208.0, 0.0, 0.0, 0, 0, 0, 0
16193, -0.00028225764981471, 0.0015288484282791615, 0.00029867159901186824, 0.0024110539816319942, 0.003324435092508793, 0.000245614763116464, 128929.984375, 156403.71875, 90373.8046875, 118098.0078125, 141795.453125, 101096.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1449524462223053, 208.0, 0.0, 0.0, 0, 0, 0, 0
16213, -0.00025681863189674914, 0.0015625093365088105, 0.00030098564457148314, 0.0026767661329358816, 0.003407734679058194, 0.00021744344849139452, 128922.3046875, 156405.640625, 90371.0546875, 118095.15625, 141789.625, 101097.328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14525392651557922, 209.0, 0.0, 0.0, 0, 0, 0, 0
16233, -0.00026677135610952973, 0.0011025373823940754, 0.00030461171991191804, 0.0025373490061610937, 0.0014688638038933277, 0.000169177888892591, 128926.1484375, 156405.640625, 90374.9453125, 118097.3359375, 141792.1875, 101100.1328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14701984822750092, 209.0, 0.0, 0.0, 0, 0, 0, 0
16253, -0.00024509901413694024, 0.0020418562926352024, 0.00017416513583157212, 0.0028079617768526077, 0.005618228577077389, -0.0003505141648929566, 128929.3515625, 156405.640625, 90379.1875, 118098.6796875, 141797.734375, 101096.7890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14774733781814575, 209.0, 0.0, 0.0, 0, 0, 0, 0
16273, 0.00016785759362392128, 0.0010740958387032151, 0.0001748691574903205, 0.004616853781044483, 0.0013818556908518076, -0.00016847792721819133, 128931.5859375, 156407.5625, 90376.09375, 118098.84375, 141797.734375, 101093.984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1491534411907196, 207.0, 0.0, 0.0, 0, 0, 0, 0
16293, -0.0002765405224636197, 0.0010692151263356209, 0.00010313367965864018, 0.002709658583626151, 0.001416412997059524, -0.0004695168463513255, 128931.25, 156403.71875, 90376.09375, 118095.15625, 141781.796875, 101093.984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15029177069664001, 207.0, 0.0, 0.0, 0, 0, 0, 0
16313, -0.0002857059007510543, 0.0015023903688415885, 9.368867904413491e-05, 0.0026618540287017822, 0.0033962882589548826, -0.0003669626312330365, 128925.515625, 156401.796875, 90381.9375, 118087.1171875, 141792.6875, 101093.2265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14414165914058685, 210.0, 0.0, 0.0, 0, 0, 0, 0
16333, -0.0003358289832249284, 0.001865080208517611, 4.4890261051477864e-05, 0.0025210422463715076, 0.005379215814173222, -0.0006366164889186621, 128926.1484375, 156405.640625, 90377.2421875, 118091.4765625, 141795.453125, 101096.578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1447986513376236, 210.0, 0.0, 0.0, 0, 0, 0, 0
