timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, KFwhisker1, KFwhisker2, Position X, Position Y, Position Z, yaw
10571, 0.001513343071565032, 0.00048054850776679814, 0.014477516524493694, 0.004327407572418451, 0.0012341648107394576, -0.0019134622998535633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.362605333328247, -0.0014337977627292275, -2.5373260974884033, 0.052370129246200915
10591, 0.0012429319322109222, 0.00048765231622383, 0.01443756278604269, 0.0029521207325160503, 0.0011758181499317288, -0.002086394000798464, 127558.0859375, 156499.796875, 90335.71875, 116114.421875, 141247.671875, 100204.3203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007650570943951607, 249.0, 0.0, 0.0, -2.3625566959381104, -0.0011728439712896943, -2.537301540374756, 0.05305004500402815
10611, 0.001542928395792842, 0.0004941013175994158, 0.015452603809535503, 0.004453303292393684, 0.0009639204945415258, 0.003644549986347556, 127564.78125, 156501.71875, 90346.953125, 116121.734375, 141241.84375, 100211.7421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.008456897921860218, 249.0, 0.0, 0.0, -2.362596035003662, -0.0013610301539301872, -2.537289619445801, 0.05198047197908019
10631, 0.0016344214091077447, 0.0005165772745385766, 0.015522768720984459, 0.004731952678412199, 0.0012771055335178971, 0.003299099626019597, 127573.0625, 156499.796875, 90356.34375, 116136.90625, 141257.78125, 100217.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.009197833016514778, 250.0, 0.0, 0.0, -2.3626132011413574, -0.0012000123970210552, -2.5373167991638184, 0.053110324732226655
10652, 0.001311356434598565, 0.0005246532382443547, 0.015369526110589504, 0.0029811677522957325, 0.001255322596989572, 0.0021850643679499626, 127581.34375, 156503.640625, 90362.5390625, 116145.578125, 141263.125, 100217.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.009639636613428593, 250.0, 0.0, 0.0, -2.3626198768615723, -0.0010311832884326577, -2.5372657775878906, 0.05345269096302052
10673, 0.001244603656232357, 0.0004912164295092225, 0.015411319211125374, 0.002419219119474292, 0.0010427107335999608, 0.0017534673679620028, 127588.6796875, 156501.71875, 90373.078125, 116144.8984375, 141275.796875, 100236.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00982513278722763, 250.0, 0.0, 0.0, -2.36259126663208, -0.0012445274041965604, -2.5372798442840576, 0.05249375106745385
10693, 0.0015628603287041187, 0.0004985262057743967, 0.015274622477591038, 0.003954176325351, 0.0010420938488095999, 0.0005798336351290345, 127605.25, 156505.5625, 90378.1171875, 116153.5703125, 141274.015625, 100234.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.008351040072739124, 250.0, 0.0, 0.0, -2.362597942352295, -0.0013574733166024089, -2.5372352600097656, 0.052988854739937585
10711, 0.0015366867883130908, 0.00020644783216994256, 0.015286572277545929, 0.0035300070885568857, -0.00022210091992747039, 0.0004639451508410275, 127617.0546875, 156503.640625, 90383.1640625, 116156.4140625, 141289.453125, 100246.28125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954448021948338, 250.0, 0.0, 0.0, -2.3626434803009033, -0.001430079690180719, -2.537222146987915, 0.050970711011236486
10731, 0.001611387706361711, 0.00020436856721062213, 0.015292543917894363, 0.0039805336855351925, 2.439443051116541e-05, 0.0001428593968739733, 127620.875, 156505.5625, 90384.3125, 116160.75, 141279.0625, 100240.1484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01165867317467928, 250.0, 0.0, 0.0, -2.3626229763031006, -0.001235272502526641, -2.537285804748535, 0.05288862102827409
10751, 0.001685221795924008, 0.0002034458302659914, 0.015608730725944042, 0.004105966538190842, 6.082118488848209e-07, 0.0015467801131308079, 127619.921875, 156501.71875, 90389.8046875, 116172.3984375, 141293.515625, 100248.859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011635675095021725, 250.0, 0.0, 0.0, -2.361752986907959, 0.002012206008657813, -2.536968469619751, 0.04629712765719189
10771, 0.0017269989475607872, 0.00020342615607660264, 0.015624137595295906, 0.004249511752277613, -4.527515102381585e-06, 0.0015349435852840543, 127630.4375, 156503.640625, 90393.703125, 116163.7265625, 141281.84375, 100250.3671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011445948854088783, 250.0, 0.0, 0.0, -2.3613555431365967, -0.0010085313115268946, -2.5378706455230713, 0.043621645336626
10791, 0.0021844373550266027, 0.00021787559671793133, 0.01582902856171131, 0.006517896894365549, 0.00036064645973965526, 0.002315032761543989, 127644.140625, 156505.5625, 90398.75, 116178.2265625, 141289.953125, 100255.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014117425307631493, 250.0, 0.0, 0.0, -2.3620102405548096, 0.0011755488812923431, -2.5373337268829346, 0.05231367817349537
10811, 0.0016994178295135498, 0.00023852888261899352, 0.015855522826313972, 0.004463190212845802, 0.0007605572463944554, 0.002612664131447673, 127647.65625, 156505.5625, 90407.34375, 116180.390625, 141297.296875, 100257.2578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010382923297584057, 250.0, 0.0, 0.0, -2.3618595600128174, 0.0011369995772838593, -2.5375149250030518, 0.05019046775084513
10831, 0.00212298147380352, 0.0002248382370453328, 0.015163417905569077, 0.006068742368370295, 0.0013834194978699088, -0.0006846670294180512, 127655.9375, 156505.5625, 90416.28125, 116179.5859375, 141308.1875, 100265.21875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010078455321490765, 250.0, 0.0, 0.0, -2.362302303314209, 0.002244498347863555, -2.5370032787323, 0.05597580087956786
10851, 0.0013379264855757356, 0.00018771161558106542, 0.015151910483837128, 0.002161381533369422, 0.0016178282676264644, -0.0007539030048064888, 127660.40625, 156503.640625, 90419.03125, 116190.5546875, 141307.1875, 100271.359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012402676045894623, 250.0, 0.0, 0.0, -2.3615288734436035, -0.001101815840229392, -2.5379996299743652, 0.04514213073261493
10871, 0.002418175106868148, 0.0001826680381782353, 0.015082642436027527, 0.007632152177393436, 0.0018248490523546934, -0.0013871622504666448, 127664.2265625, 156507.484375, 90422.1328125, 116194.078125, 141319.078125, 100271.359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012860547751188278, 249.0, 0.0, 0.0, -2.362011194229126, 0.00116063398309052, -2.537261486053467, 0.05245242829360266
10891, 0.001733314711600542, 0.00018805313447955996, 0.015061285346746445, 0.0042426325380802155, 0.002177894115447998, -0.0013740007998421788, 127676.0234375, 156505.5625, 90433.0234375, 116193.3984375, 141315.796875, 100279.5390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013454032130539417, 249.0, 0.0, 0.0, -2.3620009422302246, 0.0011401160154491663, -2.537309169769287, 0.051995713098721856
10911, 0.0016608824953436852, 0.00048807839630171657, 0.015036063268780708, 0.003671984188258648, 0.003959805238991976, -0.001468352391384542, 127681.4453125, 156507.484375, 90430.2734375, 116204.921875, 141316.796875, 100279.5390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013775781728327274, 249.0, 0.0, 0.0, -2.3619942665100098, 0.0011341172503307462, -2.537278652191162, 0.05248729242573891
10932, 0.001925491145811975, 0.0001482015650253743, 0.015002075582742691, 0.004902549088001251, 0.0026217864360660315, -0.0014049052260816097, 127684.3125, 156507.484375, 90433.0234375, 116207.8984375, 141322.625, 100280.2890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012635724619030952, 247.0, 0.0, 0.0, -2.362002372741699, 0.0012768590822815895, -2.5373051166534424, 0.052428974908316175
10951, 0.0016151419840753078, 0.00015743114636279643, 0.014976183883845806, 0.00365383829921484, 0.0030617841985076666, -0.0015502958558499813, 127691.0078125, 156511.328125, 90436.921875, 116211.5546875, 141320.859375, 100291.0546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012677297927439213, 247.0, 0.0, 0.0, -2.362576723098755, -0.0014737943420186639, -2.5372979640960693, 0.05281119179557893
10972, 0.001941556460224092, 0.00018468432244844735, 0.015370872803032398, 0.005187747068703175, 0.003427948569878936, 0.0006644997047260404, 127694.1953125, 156507.484375, 90438.0703125, 116214.3984375, 141334.515625, 100290.515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010806393809616566, 250.0, 0.0, 0.0, -2.3619942665100098, 0.00038968032458797097, -2.537801742553711, 0.05552064501509044
