timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, stateouterloop, yaw, laserFront, KFwhisker1, KFwhisker2, Position X, Position Y, Position Z, yaw
17932, 0.004127193707972765, -0.005729706492275, 2.8749687771778554e-05, -0.0032292604446411133, -0.0014883693074807525, -0.0007828339585103095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7006560564041138, 0.019006814807653427, 0.43681952357292175, 0.03323921441578696
17952, 0.004152919631451368, -0.005972481332719326, 9.058001523953862e-06, -0.0027437773533165455, -0.0027317125350236893, -0.0011681221658363938, 129871.5, 156212.125, 88881.5703125, 118625.6640625, 141801.4375, 101811.8828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06257472187280655, 235.0, 0, 0, -0.7007240653038025, 0.018783312290906906, 0.4367319345474243, 0.032922082186540684
17973, 0.004916067235171795, -0.005740381311625242, -1.3202426089264918e-05, 0.0009766732109710574, -0.00165064656175673, -0.001576047856360674, 129875.9765625, 156210.203125, 88888.4765625, 118624.3203125, 141812.3125, 101811.1328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061911340802907944, 236.0, 0.0, 0.0, -0.7006862759590149, 0.018783826380968094, 0.43680909276008606, 0.03360101448999595
17992, 0.005467947106808424, -0.005757263861596584, -3.409022610867396e-05, 0.003556536976248026, -0.0017863434040918946, -0.001628730446100235, 129878.21875, 156214.03125, 88879.640625, 118627.171875, 141814.09375, 101808.5234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06279177963733673, 236.0, 0.0, 0.0, -0.7007367014884949, 0.018766013905405998, 0.4367440640926361, 0.032923457010817496
18012, 0.005188213661313057, -0.0049787964671850204, -6.60857986076735e-05, 0.00209854100830853, 0.001949563156813383, -0.001669250545091927, 129876.9609375, 156212.125, 88881.5703125, 118631.53125, 141811.03125, 101812.4296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06385456770658493, 236.0, 0.0, 0.0, -0.7006344199180603, 0.019008701667189598, 0.43681639432907104, 0.03382282032130662
18032, 0.005680327769368887, -0.005240144208073616, -6.751937326043844e-05, 0.004370538983494043, 0.0005172925302758813, -0.0016397165600210428, 129884.9375, 156210.203125, 88880.1328125, 118630.1953125, 141810.03125, 101808.5234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06290101259946823, 235.0, 0.0, 0.0, -0.7007046937942505, 0.019073527306318283, 0.4367808997631073, 0.0328126801969478
18052, 0.005663164425641298, -0.005491390824317932, -0.00010007901437347755, 0.004160615149885416, -0.0006963334744796157, -0.0017305874498561025, 129882.0703125, 156212.125, 88882.375, 118636.734375, 141812.3125, 101812.4296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06385906040668488, 235.0, 0.0, 0.0, -0.700682520866394, 0.01881658472120762, 0.4367204010486603, 0.03359930672508567
18072, 0.005398509092628956, -0.005977509543299675, -8.469526073895395e-05, 0.00288735656067729, -0.0031234771013259888, -0.001574837020598352, 129878.21875, 156210.203125, 88882.375, 118637.40625, 141805.984375, 101816.546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06326136738061905, 235.0, 0.0, 0.0, -0.7007192373275757, 0.018787840381264687, 0.436769962310791, 0.03337780239588529
18092, 0.005160098429769278, -0.006009477190673351, -0.00011558010010048747, 0.0015951681416481733, -0.0030707393307238817, -0.0015533937839791179, 129878.21875, 156210.203125, 88878.515625, 118631.53125, 141814.09375, 101813.1875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06584134697914124, 236.0, 0.0, 0.0, -0.7008302807807922, 0.018801752477884293, 0.4368174970149994, 0.03534091588169889
18112, 0.0054300567135214806, -0.006032957695424557, -9.4146620540414e-05, 0.0028747417964041233, -0.0031651982571929693, -0.0012935515260323882, 129883.6796875, 156210.203125, 88882.375, 118629.3515625, 141812.3125, 101808.5234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06388463824987411, 236.0, 0.0, 0.0, -0.7007477879524231, 0.01885988377034664, 0.43668127059936523, 0.03433313415582455
18132, 0.00486683240160346, -0.0057649496011435986, -0.00011214658297831193, -0.00010981193190673366, -0.0014472700422629714, -0.001368812401778996, 129878.21875, 156212.125, 88880.765625, 118630.859375, 141814.09375, 101811.8828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.060656771063804626, 236.0, 0.0, 0.0, -0.7006872892379761, 0.018757767975330353, 0.4367314279079437, 0.031911280533004335
